node_id,node_no,layer_no,MRM_gate_flag,node_type,is_boundary,#_of_outgoing_nodes,activity_node_flag,mode_type,zone_id,cell_code,info_zone_flag,x_coord,y_coord
1,0,0,-1,,0,2,1,, 1,,0,-96.770420,43.612828
2,1,0,-1,,0,2,1,, 2,,0,-96.711251,43.605813
3,2,0,-1,,0,3,1,, 3,,0,-96.774303,43.572962
4,3,0,-1,,0,3,1,, 4,,0,-96.747168,43.563654
5,4,0,-1,,0,3,1,, 5,,0,-96.731569,43.564034
6,5,0,-1,,0,3,1,, 6,,0,-96.711644,43.587586
7,6,0,-1,,0,2,1,, 7,,0,-96.693423,43.563844
8,7,0,-1,,0,4,1,, 8,,0,-96.711382,43.562324
9,8,0,-1,,0,3,1,, 9,,0,-96.731241,43.548596
10,9,0,-1,,0,5,1,, 10,,0,-96.731438,43.545271
11,10,0,-1,,0,4,1,, 11,,0,-96.746841,43.544131
12,11,0,-1,,0,3,1,, 12,,0,-96.780137,43.543941
13,12,0,-1,,0,2,1,, 13,,0,-96.793377,43.490707
14,13,0,-1,,0,3,1,, 14,,0,-96.751035,43.529306
15,14,0,-1,,0,4,1,, 15,,0,-96.731504,43.529401
16,15,0,-1,,0,4,1,, 16,,0,-96.711382,43.546744
17,16,0,-1,,0,3,1,, 17,,0,-96.711382,43.541280
18,17,0,-1,,0,3,1,, 18,,0,-96.694078,43.546744
19,18,0,-1,,0,3,1,, 19,,0,-96.711316,43.529591
20,19,0,-1,,0,4,1,, 20,,0,-96.711185,43.515333
21,20,0,-1,,0,3,1,, 21,,0,-96.730979,43.510485
22,21,0,-1,,0,4,1,, 22,,0,-96.731241,43.514858
23,22,0,-1,,0,3,1,, 23,,0,-96.750904,43.514858
24,23,0,-1,,0,3,1,, 24,,0,-96.749200,43.503164
