first_column,agent_id,o_zone_id,d_zone_id,route_seq_id,path_no,impacted_flag,info_receiving_flag,diverted_flag,mode_type_no,mode_type,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence,geometry
0,0,1,2,1,0,0,0,0,1,auto,am7,1,0,425.0000,30.1000,30.0000,18.6451,59.8007,37.1664,0.0,0.0,,1;4;2;,0705:06.000;0720:06.000;0735:06.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,1,1,2,1,0,0,0,0,1,auto,am7,1,0,425.1467,30.1033,30.0000,18.6451,59.7941,37.1623,0.0,0.0,,1;4;2;,0705:14.749;0720:15.000;0735:15.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,2,1,2,1,0,0,0,0,1,auto,am7,1,0,425.2934,30.1233,30.0000,18.6451,59.7544,37.1376,0.0,0.0,,1;4;2;,0705:23.499;0720:23.499;0735:23.499;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,3,1,2,1,0,0,0,0,1,auto,am7,1,0,425.3900,30.1433,30.0000,18.6451,59.7148,37.1130,0.0,0.0,,1;4;2;,0705:29.249;0720:30.000;0735:30.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,4,1,2,1,0,0,0,0,1,auto,am7,1,0,425.5367,30.1299,30.0000,18.6451,59.7412,37.1294,0.0,0.0,,1;4;2;,0705:38.000;0720:38.000;0735:38.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,5,1,2,1,0,0,0,0,1,auto,am7,1,0,425.6834,30.1166,30.0000,18.6451,59.7677,37.1459,0.0,0.0,,1;4;2;,0705:47.000;0720:47.000;0735:47.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,6,1,2,1,0,0,0,0,1,auto,am7,1,0,425.7801,30.1533,30.0000,18.6451,59.6951,37.1007,0.0,0.0,,1;4;2;,0705:52.750;0720:55.000;0735:55.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,7,1,2,1,0,0,0,0,1,auto,am7,1,0,425.9268,30.1899,30.0000,18.6451,59.6226,37.0557,0.1,0.1,,1;4;2;,0706:01.499;0721:06.000;0736:06.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,8,1,2,1,0,0,0,0,1,auto,am7,1,0,426.0735,30.1599,30.0000,18.6451,59.6819,37.0926,0.1,0.1,,1;4;2;,0706:10.250;0721:14.000;0736:14.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,9,1,2,1,0,0,0,0,1,auto,am7,1,0,426.1701,30.1799,30.0000,18.6451,59.6424,37.0680,0.1,0.1,,1;4;2;,0706:16.000;0721:21.000;0736:21.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,10,1,2,1,0,0,0,0,1,auto,am7,1,0,426.3168,30.1665,30.0000,18.6451,59.6688,37.0844,0.1,0.1,,1;4;2;,0706:25.000;0721:29.000;0736:29.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,11,1,2,1,0,0,0,0,1,auto,am7,1,0,426.4635,30.1365,30.0000,18.6451,59.7282,37.1213,0.0,0.0,,1;4;2;,0706:33.750;0721:36.000;0736:36.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,12,1,2,1,0,0,0,0,1,auto,am7,1,0,426.5602,30.1732,30.0000,18.6451,59.6557,37.0762,0.1,0.1,,1;4;2;,0706:39.499;0721:43.000;0736:43.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,13,1,2,1,0,0,0,0,1,auto,am7,1,0,426.7068,30.1765,30.0000,18.6451,59.6491,37.0721,0.0,0.0,,1;4;2;,0706:48.250;0721:51.000;0736:51.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,14,1,2,1,0,0,0,0,1,auto,am7,1,0,426.8535,30.1798,30.0000,18.6451,59.6425,37.0681,0.0,0.0,,1;4;2;,0706:57.000;0721:59.000;0736:59.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,15,1,2,1,0,0,0,0,1,auto,am7,1,0,426.9502,30.2331,30.0000,18.6451,59.5373,37.0027,0.1,0.1,,1;4;2;,0707:03.000;0722:07.000;0737:07.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,16,1,2,1,0,0,0,0,1,auto,am7,1,0,427.0969,30.2698,30.0000,18.6451,59.4653,36.9579,0.1,0.1,,1;4;2;,0707:11.749;0722:15.000;0737:15.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,17,1,2,1,0,0,0,0,1,auto,am7,1,0,427.2436,30.3064,30.0000,18.6451,59.3933,36.9132,0.0,0.0,,1;4;2;,0707:20.500;0722:23.000;0737:23.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,18,1,2,1,0,0,0,0,1,auto,am7,1,0,427.3402,30.3598,30.0000,18.6451,59.2890,36.8484,0.1,0.1,1->4,1;4;2;,0707:26.250;0722:34.000;0737:34.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,19,1,2,1,0,0,0,0,1,auto,am7,1,0,427.4869,30.3297,30.0000,18.6451,59.3477,36.8848,0.1,0.1,1->4,1;4;2;,0707:35.000;0722:42.000;0737:42.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,20,1,2,1,0,0,0,0,1,auto,am7,1,0,427.6336,30.2997,30.0000,18.6451,59.4065,36.9214,0.1,0.1,1->4,1;4;2;,0707:44.000;0722:50.000;0737:50.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,21,1,2,1,0,0,0,0,1,auto,am7,1,0,427.7303,30.3197,30.0000,18.6451,59.3673,36.8970,0.2,0.2,1->4,1;4;2;,0707:49.749;0723:01.000;0738:01.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
0,22,1,2,1,0,0,0,0,1,auto,am7,1,0,427.8770,30.2897,30.0000,18.6451,59.4261,36.9336,0.2,0.2,1->4,1;4;2;,0707:58.500;0723:09.000;0738:09.000;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)"
