link_id,tmc_corridor_name,link_type_name,from_node_id,to_node_id,meso_link_id,from_cell_code,lanes,length,free_speed_kmph,free_speed_mph,FFTT,time_period,inflow_volume,outflow_volume,CA,CD,density,queue_length_in_process,queue_ratio,discharge_cap,TD_free_flow_travel_time,waiting_time_in_sec,speed_kmph,speed_mph,geometry,notes
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0702:00.000_0701:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0703:00.000_0702:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0704:00.000_0703:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0705:00.000_0704:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0706:00.000_0705:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0707:00.000_0706:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0708:00.000_0707:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0709:00.000_0708:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0710:00.000_0709:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0711:00.000_0710:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0712:00.000_0711:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0713:00.000_0712:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
3,network_wide,,1,4,-1,,0,15.000,60.000,37.290,15.000,0714:00.000_0713:00.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-50.000,15.000,0.000,60.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",simulation-based
