first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,impacted_flag,info_receiving_flag,diverted_flag,mode_type_no,mode_type,PCE_unit,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence,geometry
,0,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.0000,475.0000,20.0000,12.4301,2.5263,1.5701,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,1,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.0529,474.9471,20.0000,12.4301,2.5266,1.5703,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,2,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.1057,474.8943,20.0000,12.4301,2.5269,1.5705,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,3,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.1086,474.8914,20.0000,12.4301,2.5269,1.5705,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,4,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.1614,474.8386,20.0000,12.4301,2.5272,1.5706,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,5,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.2143,474.7857,20.0000,12.4301,2.5275,1.5708,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,6,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.2171,474.7829,20.0000,12.4301,2.5275,1.5708,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,7,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.2700,474.7300,20.0000,12.4301,2.5278,1.5710,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,8,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.3228,474.6772,20.0000,12.4301,2.5280,1.5712,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,9,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.3257,474.6743,20.0000,12.4301,2.5280,1.5712,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,10,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.3785,474.6215,20.0000,12.4301,2.5283,1.5714,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,11,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.4314,474.5686,20.0000,12.4301,2.5286,1.5715,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,12,1,2,0,0,0,0,0,0,auto,1,am,1,0,425.4342,474.5658,20.0000,12.4301,2.5286,1.5716,0.0,0.0,,1;3;2;,0659:59.749;0659:59.749;0659:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
