od_seq_id,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,mode_type,demand_period,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,volume_s0,avg_tt_s0,avg_distance_km_s0,avg_cost_s0,
1,1,2,0,1,1,2,auto,am,0,-96.770420,43.612828,-96.711251,43.605813,100.00,6.00,6.00,0.00,
1,1,2,0,1,1,2,auto,md,0,-96.770420,43.612828,-96.711251,43.605813,80.00,6.00,6.00,0.00,
1,1,2,0,1,1,2,auto,pm,0,-96.770420,43.612828,-96.711251,43.605813,150.00,6.03,6.00,0.00,
1,1,3,0,2,1,0,auto,am,0,-96.770420,43.612828,-96.774303,43.572962,100.00,4.01,4.00,0.00,
1,1,3,0,2,1,0,auto,md,0,-96.770420,43.612828,-96.774303,43.572962,80.00,4.00,4.00,0.00,
1,1,3,0,2,1,0,auto,pm,0,-96.770420,43.612828,-96.774303,43.572962,150.00,4.16,4.00,0.00,
1,1,4,0,3,1,0,auto,am,0,-96.770420,43.612828,-96.747168,43.563654,500.00,8.31,8.00,0.00,
1,1,4,0,3,1,0,auto,md,0,-96.770420,43.612828,-96.747168,43.563654,400.00,8.08,8.00,0.00,
1,1,4,0,3,1,0,auto,pm,0,-96.770420,43.612828,-96.747168,43.563654,750.00,11.44,8.00,0.00,
1,1,5,0,4,1,0,auto,am,0,-96.770420,43.612828,-96.731569,43.564034,200.00,10.66,10.00,0.00,
1,1,5,0,4,1,0,auto,md,0,-96.770420,43.612828,-96.731569,43.564034,160.00,10.17,10.00,0.00,
1,1,5,0,4,1,0,auto,pm,0,-96.770420,43.612828,-96.731569,43.564034,300.00,15.33,10.00,0.00,
1,1,6,0,5,1,0,auto,am,0,-96.770420,43.612828,-96.711644,43.587586,300.00,12.56,11.00,0.00,
1,1,6,0,5,1,0,auto,md,0,-96.770420,43.612828,-96.711644,43.587586,240.00,11.51,11.00,0.00,
1,1,6,0,5,1,0,auto,pm,0,-96.770420,43.612828,-96.711644,43.587586,450.00,22.92,11.00,0.00,
1,1,7,0,6,1,0,auto,am,0,-96.770420,43.612828,-96.693423,43.563844,500.00,33.19,16.00,0.00,
1,1,7,0,6,1,0,auto,md,0,-96.770420,43.612828,-96.693423,43.563844,400.00,23.45,16.00,0.00,
1,1,7,0,6,1,0,auto,pm,0,-96.770420,43.612828,-96.693423,43.563844,750.00,110.72,16.00,0.00,
1,1,8,0,7,1,0,auto,am,0,-96.770420,43.612828,-96.711382,43.562324,800.00,27.57,13.00,0.00,
1,1,8,0,7,1,0,auto,md,0,-96.770420,43.612828,-96.711382,43.562324,640.00,19.70,13.00,0.00,
1,1,8,0,7,1,0,auto,pm,0,-96.770420,43.612828,-96.711382,43.562324,1200.00,89.67,13.00,0.00,
1,1,9,0,8,1,0,auto,am,0,-96.770420,43.612828,-96.731241,43.548596,500.00,20.46,15.00,0.00,
1,1,9,0,8,1,0,auto,md,0,-96.770420,43.612828,-96.731241,43.548596,400.00,16.23,15.00,0.00,
1,1,9,0,8,1,0,auto,pm,0,-96.770420,43.612828,-96.731241,43.548596,750.00,51.69,15.00,0.00,
1,1,10,0,9,1,0,auto,am,0,-96.770420,43.612828,-96.731438,43.545271,1300.00,26.21,18.00,0.00,
1,1,10,0,9,1,0,auto,md,0,-96.770420,43.612828,-96.731438,43.545271,1040.00,20.34,18.00,0.00,
1,1,10,0,9,1,0,auto,pm,0,-96.770420,43.612828,-96.731438,43.545271,1950.00,68.46,18.16,0.00,
1,1,11,0,10,1,0,auto,am,0,-96.770420,43.612828,-96.746841,43.544131,500.00,15.42,14.00,0.00,
1,1,11,0,10,1,0,auto,md,0,-96.770420,43.612828,-96.746841,43.544131,400.00,14.54,14.00,0.00,
1,1,11,0,10,1,0,auto,pm,0,-96.770420,43.612828,-96.746841,43.544131,750.00,28.63,14.00,0.00,
1,1,12,0,11,1,0,auto,am,0,-96.770420,43.612828,-96.780137,43.543941,200.00,8.03,8.00,0.00,
1,1,12,0,11,1,0,auto,md,0,-96.770420,43.612828,-96.780137,43.543941,160.00,8.01,8.00,0.00,
1,1,12,0,11,1,0,auto,pm,0,-96.770420,43.612828,-96.780137,43.543941,300.00,8.58,8.00,0.00,
1,1,13,0,12,1,0,auto,am,0,-96.770420,43.612828,-96.793377,43.490707,500.00,11.06,11.00,0.00,
1,1,13,0,12,1,0,auto,md,0,-96.770420,43.612828,-96.793377,43.490707,400.00,11.02,11.00,0.00,
1,1,13,0,12,1,0,auto,pm,0,-96.770420,43.612828,-96.793377,43.490707,750.00,11.87,11.00,0.00,
1,1,14,0,13,1,0,auto,am,0,-96.770420,43.612828,-96.751035,43.529306,300.00,29.28,18.00,0.00,
1,1,14,0,13,1,0,auto,md,0,-96.770420,43.612828,-96.751035,43.529306,240.00,23.76,18.00,0.00,
1,1,14,0,13,1,0,auto,pm,0,-96.770420,43.612828,-96.751035,43.529306,450.00,75.72,18.00,0.00,
1,1,15,0,14,1,0,auto,am,0,-96.770420,43.612828,-96.731504,43.529401,500.00,39.96,24.00,0.00,
1,1,15,0,14,1,0,auto,md,0,-96.770420,43.612828,-96.731504,43.529401,400.00,29.46,24.00,0.00,
1,1,15,0,14,1,0,auto,pm,0,-96.770420,43.612828,-96.731504,43.529401,750.00,115.54,24.14,0.00,
1,1,16,0,15,1,0,auto,am,0,-96.770420,43.612828,-96.711382,43.546744,500.00,38.04,18.18,0.00,
1,1,16,0,15,1,0,auto,md,0,-96.770420,43.612828,-96.711382,43.546744,400.00,26.44,18.00,0.00,
1,1,16,0,15,1,0,auto,pm,0,-96.770420,43.612828,-96.711382,43.546744,750.00,117.84,18.55,0.00,
1,1,17,0,16,1,0,auto,am,0,-96.770420,43.612828,-96.711382,43.541280,400.00,42.52,26.00,0.00,
1,1,17,0,16,1,0,auto,md,0,-96.770420,43.612828,-96.711382,43.541280,320.00,31.32,22.57,0.00,
1,1,17,0,16,1,0,auto,pm,0,-96.770420,43.612828,-96.711382,43.541280,600.00,123.20,26.16,0.00,
1,1,18,0,17,1,0,auto,am,0,-96.770420,43.612828,-96.694078,43.546744,100.00,35.25,18.00,0.00,
1,1,18,0,17,1,0,auto,md,0,-96.770420,43.612828,-96.694078,43.546744,80.00,25.47,18.00,0.00,
1,1,18,0,17,1,0,auto,pm,0,-96.770420,43.612828,-96.694078,43.546744,150.00,113.09,18.00,0.00,
1,1,19,0,18,1,0,auto,am,0,-96.770420,43.612828,-96.711316,43.529591,300.00,44.32,27.00,0.00,
1,1,19,0,18,1,0,auto,md,0,-96.770420,43.612828,-96.711316,43.529591,240.00,33.16,27.00,0.00,
1,1,19,0,18,1,0,auto,pm,0,-96.770420,43.612828,-96.711316,43.529591,450.00,124.29,27.17,0.00,
1,1,20,0,19,1,0,auto,am,0,-96.770420,43.612828,-96.711185,43.515333,300.00,39.53,22.00,0.00,
1,1,20,0,19,1,0,auto,md,0,-96.770420,43.612828,-96.711185,43.515333,240.00,29.55,22.00,0.00,
1,1,20,0,19,1,0,auto,pm,0,-96.770420,43.612828,-96.711185,43.515333,450.00,118.99,22.00,0.00,
1,1,21,0,20,1,0,auto,am,0,-96.770420,43.612828,-96.730979,43.510485,100.00,39.98,18.00,0.00,
1,1,21,0,20,1,0,auto,md,0,-96.770420,43.612828,-96.730979,43.510485,80.00,28.54,18.00,0.00,
1,1,21,0,20,1,0,auto,pm,0,-96.770420,43.612828,-96.730979,43.510485,150.00,111.90,18.00,0.00,
1,1,22,0,21,1,0,auto,am,0,-96.770420,43.612828,-96.731241,43.514858,400.00,44.04,20.34,0.00,
1,1,22,0,21,1,0,auto,md,0,-96.770420,43.612828,-96.731241,43.514858,320.00,31.85,20.31,0.00,
1,1,22,0,21,1,0,auto,pm,0,-96.770420,43.612828,-96.731241,43.514858,600.00,122.06,20.31,0.00,
1,1,23,0,22,1,0,auto,am,0,-96.770420,43.612828,-96.750904,43.514858,300.00,32.01,17.00,0.00,
1,1,23,0,22,1,0,auto,md,0,-96.770420,43.612828,-96.750904,43.514858,240.00,23.80,17.00,0.00,
1,1,23,0,22,1,0,auto,pm,0,-96.770420,43.612828,-96.750904,43.514858,450.00,82.76,17.00,0.00,
1,1,24,0,23,1,0,auto,am,0,-96.770420,43.612828,-96.749200,43.503164,100.00,28.33,15.00,0.00,
1,1,24,0,23,1,0,auto,md,0,-96.770420,43.612828,-96.749200,43.503164,80.00,21.17,15.00,0.00,
1,1,24,0,23,1,0,auto,pm,0,-96.770420,43.612828,-96.749200,43.503164,150.00,72.72,15.00,0.00,
1,2,1,1,0,2,1,auto,am,0,-96.711251,43.605813,-96.770420,43.612828,100.00,6.00,6.00,0.00,
1,2,1,1,0,2,1,auto,md,0,-96.711251,43.605813,-96.770420,43.612828,80.00,6.00,6.00,0.00,
1,2,1,1,0,2,1,auto,pm,0,-96.711251,43.605813,-96.770420,43.612828,150.00,6.03,6.00,0.00,
1,2,3,1,2,2,0,auto,am,0,-96.711251,43.605813,-96.774303,43.572962,100.00,10.01,10.00,0.00,
1,2,3,1,2,2,0,auto,md,0,-96.711251,43.605813,-96.774303,43.572962,80.00,10.00,10.00,0.00,
1,2,3,1,2,2,0,auto,pm,0,-96.711251,43.605813,-96.774303,43.572962,150.00,10.19,10.00,0.00,
1,2,4,1,3,2,0,auto,am,0,-96.711251,43.605813,-96.747168,43.563654,200.00,14.31,14.00,0.00,
1,2,4,1,3,2,0,auto,md,0,-96.711251,43.605813,-96.747168,43.563654,160.00,14.08,14.00,0.00,
1,2,4,1,3,2,0,auto,pm,0,-96.711251,43.605813,-96.747168,43.563654,300.00,17.48,14.00,0.00,
1,2,5,1,4,2,0,auto,am,0,-96.711251,43.605813,-96.731569,43.564034,100.00,16.37,10.43,0.00,
1,2,5,1,4,2,0,auto,md,0,-96.711251,43.605813,-96.731569,43.564034,80.00,13.62,9.00,0.00,
1,2,5,1,4,2,0,auto,pm,0,-96.711251,43.605813,-96.731569,43.564034,150.00,21.37,16.00,0.00,
1,2,6,1,5,2,0,auto,am,0,-96.711251,43.605813,-96.711644,43.587586,400.00,6.56,5.00,0.00,
1,2,6,1,5,2,0,auto,md,0,-96.711251,43.605813,-96.711644,43.587586,320.00,5.51,5.00,0.00,
1,2,6,1,5,2,0,auto,pm,0,-96.711251,43.605813,-96.711644,43.587586,600.00,16.88,5.00,0.00,
1,2,7,1,6,2,0,auto,am,0,-96.711251,43.605813,-96.693423,43.563844,200.00,27.19,10.00,0.00,
1,2,7,1,6,2,0,auto,md,0,-96.711251,43.605813,-96.693423,43.563844,160.00,17.45,10.00,0.00,
1,2,7,1,6,2,0,auto,pm,0,-96.711251,43.605813,-96.693423,43.563844,300.00,104.69,10.00,0.00,
1,2,8,1,7,2,0,auto,am,0,-96.711251,43.605813,-96.711382,43.562324,400.00,21.57,7.00,0.00,
1,2,8,1,7,2,0,auto,md,0,-96.711251,43.605813,-96.711382,43.562324,320.00,13.69,7.00,0.00,
1,2,8,1,7,2,0,auto,pm,0,-96.711251,43.605813,-96.711382,43.562324,600.00,83.64,7.00,0.00,
1,2,9,1,8,2,0,auto,am,0,-96.711251,43.605813,-96.731241,43.548596,200.00,26.19,15.72,0.00,
1,2,9,1,8,2,0,auto,md,0,-96.711251,43.605813,-96.731241,43.548596,160.00,19.68,14.00,0.00,
1,2,9,1,8,2,0,auto,pm,0,-96.711251,43.605813,-96.731241,43.548596,300.00,57.72,21.00,0.00,
1,2,10,1,9,2,0,auto,am,0,-96.711251,43.605813,-96.731438,43.545271,600.00,31.95,18.97,0.00,
1,2,10,1,9,2,0,auto,md,0,-96.711251,43.605813,-96.731438,43.545271,480.00,23.79,17.00,0.00,
1,2,10,1,9,2,0,auto,pm,0,-96.711251,43.605813,-96.731438,43.545271,900.00,74.50,24.16,0.00,
1,2,11,1,10,2,0,auto,am,0,-96.711251,43.605813,-96.746841,43.544131,200.00,21.42,20.00,0.00,
1,2,11,1,10,2,0,auto,md,0,-96.711251,43.605813,-96.746841,43.544131,160.00,20.54,20.00,0.00,
1,2,11,1,10,2,0,auto,pm,0,-96.711251,43.605813,-96.746841,43.544131,300.00,34.67,20.00,0.00,
1,2,12,1,11,2,0,auto,am,0,-96.711251,43.605813,-96.780137,43.543941,100.00,14.03,14.00,0.00,
1,2,12,1,11,2,0,auto,md,0,-96.711251,43.605813,-96.780137,43.543941,80.00,14.01,14.00,0.00,
1,2,12,1,11,2,0,auto,pm,0,-96.711251,43.605813,-96.780137,43.543941,150.00,14.61,14.00,0.00,
1,2,13,1,12,2,0,auto,am,0,-96.711251,43.605813,-96.793377,43.490707,300.00,17.06,17.00,0.00,
1,2,13,1,12,2,0,auto,md,0,-96.711251,43.605813,-96.793377,43.490707,240.00,17.02,17.00,0.00,
1,2,13,1,12,2,0,auto,pm,0,-96.711251,43.605813,-96.793377,43.490707,450.00,17.91,17.00,0.00,
1,2,14,1,13,2,0,auto,am,0,-96.711251,43.605813,-96.751035,43.529306,100.00,35.28,24.00,0.00,
1,2,14,1,13,2,0,auto,md,0,-96.711251,43.605813,-96.751035,43.529306,80.00,29.76,24.00,0.00,
1,2,14,1,13,2,0,auto,pm,0,-96.711251,43.605813,-96.751035,43.529306,150.00,81.75,24.00,0.00,
1,2,15,1,14,2,0,auto,am,0,-96.711251,43.605813,-96.731504,43.529401,100.00,45.71,25.02,0.00,
1,2,15,1,14,2,0,auto,md,0,-96.711251,43.605813,-96.731504,43.529401,80.00,32.93,22.94,0.00,
1,2,15,1,14,2,0,auto,pm,0,-96.711251,43.605813,-96.731504,43.529401,150.00,121.57,30.16,0.00,
1,2,16,1,15,2,0,auto,am,0,-96.711251,43.605813,-96.711382,43.546744,400.00,32.05,12.24,0.00,
1,2,16,1,15,2,0,auto,md,0,-96.711251,43.605813,-96.711382,43.546744,320.00,20.44,12.00,0.00,
1,2,16,1,15,2,0,auto,pm,0,-96.711251,43.605813,-96.711382,43.546744,600.00,111.81,12.58,0.00,
1,2,17,1,16,2,0,auto,am,0,-96.711251,43.605813,-96.711382,43.541280,200.00,40.77,14.12,0.00,
1,2,17,1,16,2,0,auto,md,0,-96.711251,43.605813,-96.711382,43.541280,160.00,25.27,14.00,0.00,
1,2,17,1,16,2,0,auto,pm,0,-96.711251,43.605813,-96.711382,43.541280,300.00,129.23,32.16,0.00,
1,2,19,1,18,2,0,auto,am,0,-96.711251,43.605813,-96.711316,43.529591,100.00,42.83,20.00,0.00,
1,2,19,1,18,2,0,auto,md,0,-96.711251,43.605813,-96.711316,43.529591,80.00,30.41,19.46,0.00,
1,2,19,1,18,2,0,auto,pm,0,-96.711251,43.605813,-96.711316,43.529591,150.00,130.33,33.17,0.00,
1,2,20,1,19,2,0,auto,am,0,-96.711251,43.605813,-96.711185,43.515333,100.00,33.53,16.00,0.00,
1,2,20,1,19,2,0,auto,md,0,-96.711251,43.605813,-96.711185,43.515333,80.00,23.55,16.00,0.00,
1,2,20,1,19,2,0,auto,pm,0,-96.711251,43.605813,-96.711185,43.515333,150.00,112.96,16.00,0.00,
1,2,22,1,21,2,0,auto,am,0,-96.711251,43.605813,-96.731241,43.514858,100.00,41.24,21.00,0.00,
1,2,22,1,21,2,0,auto,md,0,-96.711251,43.605813,-96.731241,43.514858,80.00,29.68,21.00,0.00,
1,2,22,1,21,2,0,auto,pm,0,-96.711251,43.605813,-96.731241,43.514858,150.00,128.10,26.31,0.00,
1,3,1,2,0,0,1,auto,am,0,-96.774303,43.572962,-96.770420,43.612828,100.00,4.01,4.00,0.00,
1,3,1,2,0,0,1,auto,md,0,-96.774303,43.572962,-96.770420,43.612828,80.00,4.00,4.00,0.00,
1,3,1,2,0,0,1,auto,pm,0,-96.774303,43.572962,-96.770420,43.612828,150.00,4.16,4.00,0.00,
1,3,2,2,1,0,2,auto,am,0,-96.774303,43.572962,-96.711251,43.605813,100.00,10.01,10.00,0.00,
1,3,2,2,1,0,2,auto,md,0,-96.774303,43.572962,-96.711251,43.605813,80.00,10.00,10.00,0.00,
1,3,2,2,1,0,2,auto,pm,0,-96.774303,43.572962,-96.711251,43.605813,150.00,10.19,10.00,0.00,
1,3,4,2,3,0,0,auto,am,0,-96.774303,43.572962,-96.747168,43.563654,200.00,4.30,4.00,0.00,
1,3,4,2,3,0,0,auto,md,0,-96.774303,43.572962,-96.747168,43.563654,160.00,4.07,4.00,0.00,
1,3,4,2,3,0,0,auto,pm,0,-96.774303,43.572962,-96.747168,43.563654,300.00,7.28,4.00,0.00,
1,3,5,2,4,0,0,auto,am,0,-96.774303,43.572962,-96.731569,43.564034,100.00,6.65,6.00,0.00,
1,3,5,2,4,0,0,auto,md,0,-96.774303,43.572962,-96.731569,43.564034,80.00,6.17,6.00,0.00,
1,3,5,2,4,0,0,auto,pm,0,-96.774303,43.572962,-96.731569,43.564034,150.00,11.17,6.00,0.00,
1,3,6,2,5,0,0,auto,am,0,-96.774303,43.572962,-96.711644,43.587586,300.00,16.41,11.31,0.00,
1,3,6,2,5,0,0,auto,md,0,-96.774303,43.572962,-96.711644,43.587586,240.00,14.24,10.00,0.00,
1,3,6,2,5,0,0,auto,pm,0,-96.774303,43.572962,-96.711644,43.587586,450.00,27.08,13.33,0.00,
1,3,7,2,6,0,0,auto,am,0,-96.774303,43.572962,-96.693423,43.563844,100.00,37.01,17.76,0.00,
1,3,7,2,6,0,0,auto,md,0,-96.774303,43.572962,-96.693423,43.563844,80.00,26.19,15.00,0.00,
1,3,7,2,6,0,0,auto,pm,0,-96.774303,43.572962,-96.693423,43.563844,150.00,114.88,19.44,0.00,
1,3,8,2,7,0,0,auto,am,0,-96.774303,43.572962,-96.711382,43.562324,200.00,31.40,14.82,0.00,
1,3,8,2,7,0,0,auto,md,0,-96.774303,43.572962,-96.711382,43.562324,160.00,22.43,12.08,0.00,
1,3,8,2,7,0,0,auto,pm,0,-96.774303,43.572962,-96.711382,43.562324,300.00,93.83,16.34,0.00,
1,3,9,2,8,0,0,auto,am,0,-96.774303,43.572962,-96.731241,43.548596,100.00,16.45,11.00,0.00,
1,3,9,2,8,0,0,auto,md,0,-96.774303,43.572962,-96.731241,43.548596,80.00,12.22,11.00,0.00,
1,3,9,2,8,0,0,auto,pm,0,-96.774303,43.572962,-96.731241,43.548596,150.00,47.53,11.00,0.00,
1,3,10,2,9,0,0,auto,am,0,-96.774303,43.572962,-96.731438,43.545271,300.00,22.20,14.00,0.00,
1,3,10,2,9,0,0,auto,md,0,-96.774303,43.572962,-96.731438,43.545271,240.00,16.34,14.00,0.00,
1,3,10,2,9,0,0,auto,pm,0,-96.774303,43.572962,-96.731438,43.545271,450.00,64.30,14.16,0.00,
1,3,11,2,10,0,0,auto,am,0,-96.774303,43.572962,-96.746841,43.544131,300.00,11.41,10.00,0.00,
1,3,11,2,10,0,0,auto,md,0,-96.774303,43.572962,-96.746841,43.544131,240.00,10.54,10.00,0.00,
1,3,11,2,10,0,0,auto,pm,0,-96.774303,43.572962,-96.746841,43.544131,450.00,24.47,10.00,0.00,
1,3,12,2,11,0,0,auto,am,0,-96.774303,43.572962,-96.780137,43.543941,200.00,4.02,4.00,0.00,
1,3,12,2,11,0,0,auto,md,0,-96.774303,43.572962,-96.780137,43.543941,160.00,4.00,4.00,0.00,
1,3,12,2,11,0,0,auto,pm,0,-96.774303,43.572962,-96.780137,43.543941,300.00,4.42,4.00,0.00,
1,3,13,2,12,0,0,auto,am,0,-96.774303,43.572962,-96.793377,43.490707,100.00,7.05,7.00,0.00,
1,3,13,2,12,0,0,auto,md,0,-96.774303,43.572962,-96.793377,43.490707,80.00,7.01,7.00,0.00,
1,3,13,2,12,0,0,auto,pm,0,-96.774303,43.572962,-96.793377,43.490707,150.00,7.71,7.00,0.00,
1,3,14,2,13,0,0,auto,am,0,-96.774303,43.572962,-96.751035,43.529306,100.00,25.27,14.00,0.00,
1,3,14,2,13,0,0,auto,md,0,-96.774303,43.572962,-96.751035,43.529306,80.00,19.76,14.00,0.00,
1,3,14,2,13,0,0,auto,pm,0,-96.774303,43.572962,-96.751035,43.529306,150.00,71.56,14.00,0.00,
1,3,15,2,14,0,0,auto,am,0,-96.774303,43.572962,-96.731504,43.529401,100.00,35.95,20.00,0.00,
1,3,15,2,14,0,0,auto,md,0,-96.774303,43.572962,-96.731504,43.529401,80.00,25.46,20.00,0.00,
1,3,15,2,14,0,0,auto,pm,0,-96.774303,43.572962,-96.731504,43.529401,150.00,111.38,20.14,0.00,
1,3,16,2,15,0,0,auto,am,0,-96.774303,43.572962,-96.711382,43.546744,200.00,41.88,19.55,0.00,
1,3,16,2,15,0,0,auto,md,0,-96.774303,43.572962,-96.711382,43.546744,160.00,29.16,17.28,0.00,
1,3,16,2,15,0,0,auto,pm,0,-96.774303,43.572962,-96.711382,43.546744,300.00,122.00,21.82,0.00,
1,3,17,2,16,0,0,auto,am,0,-96.774303,43.572962,-96.711382,43.541280,100.00,38.51,22.00,0.00,
1,3,17,2,16,0,0,auto,md,0,-96.774303,43.572962,-96.711382,43.541280,80.00,27.38,22.00,0.00,
1,3,17,2,16,0,0,auto,pm,0,-96.774303,43.572962,-96.711382,43.541280,150.00,119.04,22.16,0.00,
1,3,22,2,21,0,0,auto,am,0,-96.774303,43.572962,-96.731241,43.514858,100.00,40.03,16.34,0.00,
1,3,22,2,21,0,0,auto,md,0,-96.774303,43.572962,-96.731241,43.514858,80.00,27.84,16.31,0.00,
1,3,22,2,21,0,0,auto,pm,0,-96.774303,43.572962,-96.731241,43.514858,150.00,117.90,16.31,0.00,
1,3,23,2,22,0,0,auto,am,0,-96.774303,43.572962,-96.750904,43.514858,100.00,28.00,13.00,0.00,
1,3,23,2,22,0,0,auto,md,0,-96.774303,43.572962,-96.750904,43.514858,80.00,19.80,13.00,0.00,
1,3,23,2,22,0,0,auto,pm,0,-96.774303,43.572962,-96.750904,43.514858,150.00,78.60,13.00,0.00,
