Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
04/06/2010 00:00,400009,29,0.0077,70.6
04/06/2010 00:00,400126,34,0.0103,70.7
04/06/2010 00:00,400176,49,0.0128,72.1
04/06/2010 00:00,400367,48,0.0153,71
04/06/2010 00:00,400432,55,0.0131,71.5
04/06/2010 00:00,400679,61,0.0172,71.1
04/06/2010 00:00,400691,26,0.0075,71.5
04/06/2010 00:00,400728,32,0.0083,71.3
04/06/2010 00:00,400803,27,0.0086,71.2
04/06/2010 00:00,400808,48,0.0153,70.6
04/06/2010 00:00,401198,56,0.0169,71.2
04/06/2010 00:00,401242,29,0.0095,70.6
04/06/2010 00:05,400009,30,0.0083,71.7
04/06/2010 00:05,400126,35,0.0123,69.9
04/06/2010 00:05,400176,47,0.0151,70.3
04/06/2010 00:05,400367,50,0.0164,69.7
04/06/2010 00:05,400432,60,0.017,69.9
04/06/2010 00:05,400679,58,0.0181,69.3
04/06/2010 00:05,400691,30,0.01,71.8
04/06/2010 00:05,400728,28,0.0084,71.1
04/06/2010 00:05,400803,35,0.0116,67.7
04/06/2010 00:05,400808,53,0.0188,65.9
04/06/2010 00:05,401198,54,0.0176,69.4
04/06/2010 00:05,401242,31,0.0107,71
04/06/2010 00:10,400009,34,0.0104,69.2
04/06/2010 00:10,400126,36,0.0123,68.4
04/06/2010 00:10,400176,53,0.0161,69.1
04/06/2010 00:10,400367,13,0.0039,68.3
04/06/2010 00:10,400432,55,0.0155,69
04/06/2010 00:10,400679,55,0.0188,68.3
04/06/2010 00:10,400691,13,0.0035,70.1
04/06/2010 00:10,400728,30,0.0101,70.1
04/06/2010 00:10,400803,29,0.0087,65.4
04/06/2010 00:10,400808,48,0.0169,62.1
04/06/2010 00:10,401198,54,0.0173,68.4
04/06/2010 00:10,401242,34,0.0116,69
04/06/2010 00:15,400009,29,0.0084,68.9
04/06/2010 00:15,400126,27,0.011,67.4
04/06/2010 00:15,400176,53,0.0145,69.4
04/06/2010 00:15,400367,0,0,69.9
04/06/2010 00:15,400432,53,0.0144,68.9
04/06/2010 00:15,400679,64,0.0187,66.8
04/06/2010 00:15,400691,0,0,70.9
04/06/2010 00:15,400728,26,0.0074,70.1
04/06/2010 00:15,400803,29,0.0114,62.5
04/06/2010 00:15,400808,54,0.0183,58.4
04/06/2010 00:15,401198,58,0.0175,67.8
04/06/2010 00:15,401242,28,0.0102,68.8
04/06/2010 00:20,400009,27,0.0075,68.3
04/06/2010 00:20,400126,33,0.011,66.3
04/06/2010 00:20,400176,44,0.0124,67.7
04/06/2010 00:20,400367,32,0.0095,69.5
04/06/2010 00:20,400432,48,0.0122,68
04/06/2010 00:20,400679,47,0.014,66.3
04/06/2010 00:20,400691,22,0.0073,71.4
04/06/2010 00:20,400728,24,0.0074,69.9
04/06/2010 00:20,400803,24,0.0063,60.6
04/06/2010 00:20,400808,23,0.0067,57.2
04/06/2010 00:20,401198,45,0.0139,66.4
04/06/2010 00:20,401242,30,0.01,68
04/06/2010 00:25,400009,24,0.0075,66.2
04/06/2010 00:25,400126,26,0.0097,64.7
04/06/2010 00:25,400176,43,0.0123,67.1
04/06/2010 00:25,400367,35,0.0125,66.7
04/06/2010 00:25,400432,46,0.0131,67
04/06/2010 00:25,400679,41,0.0139,65
04/06/2010 00:25,400691,22,0.0069,69
04/06/2010 00:25,400728,20,0.006,67.7
04/06/2010 00:25,400803,18,0.0066,59.2
04/06/2010 00:25,400808,25,0.0086,54.7
04/06/2010 00:25,401198,47,0.0147,65.7
04/06/2010 00:25,401242,24,0.009,64.5
04/06/2010 00:30,400009,26,0.008,65.3
04/06/2010 00:30,400126,26,0.0103,63.5
04/06/2010 00:30,400176,32,0.0091,66.8
04/06/2010 00:30,400367,40,0.0123,65.7
04/06/2010 00:30,400432,39,0.0108,65.5
04/06/2010 00:30,400679,41,0.0137,62.6
04/06/2010 00:30,400691,21,0.0069,68.4
04/06/2010 00:30,400728,27,0.0069,67.7
04/06/2010 00:30,400803,20,0.0082,57.2
04/06/2010 00:30,400808,39,0.0131,52.3
04/06/2010 00:30,401198,41,0.0127,64.3
04/06/2010 00:30,401242,27,0.0083,64.7
04/06/2010 00:35,400009,18,0.0046,67.5
04/06/2010 00:35,400126,19,0.0065,64.4
04/06/2010 00:35,400176,37,0.0101,66.7
04/06/2010 00:35,400367,39,0.0107,66.3
04/06/2010 00:35,400432,38,0.0097,66.7
04/06/2010 00:35,400679,39,0.0123,62.6
04/06/2010 00:35,400691,20,0.0057,68.9
04/06/2010 00:35,400728,15,0.0034,69.8
04/06/2010 00:35,400803,20,0.0071,56
04/06/2010 00:35,400808,37,0.0113,50.3
04/06/2010 00:35,401198,35,0.0103,65.4
04/06/2010 00:35,401242,16,0.0051,65.4
04/06/2010 00:40,400009,22,0.0053,66.3
04/06/2010 00:40,400126,23,0.0071,63.4
04/06/2010 00:40,400176,32,0.0083,66.9
04/06/2010 00:40,400367,33,0.0098,65.6
04/06/2010 00:40,400432,35,0.0081,66.8
04/06/2010 00:40,400679,35,0.0105,62.7
04/06/2010 00:40,400691,19,0.0051,68.8
04/06/2010 00:40,400728,20,0.0055,68.2
04/06/2010 00:40,400803,18,0.0054,55.7
04/06/2010 00:40,400808,32,0.0105,49.7
04/06/2010 00:40,401198,37,0.0101,64.9
04/06/2010 00:40,401242,23,0.0059,65.7
04/06/2010 00:45,400009,25,0.0065,66.7
04/06/2010 00:45,400126,22,0.0077,62.5
04/06/2010 00:45,400176,36,0.0109,65.9
04/06/2010 00:45,400367,40,0.0129,65.3
04/06/2010 00:45,400432,41,0.0117,65.8
04/06/2010 00:45,400679,42,0.0142,62
04/06/2010 00:45,400691,19,0.0055,68.2
04/06/2010 00:45,400728,21,0.0061,69.6
04/06/2010 00:45,400803,19,0.0061,52.2
04/06/2010 00:45,400808,38,0.0139,48.1
04/06/2010 00:45,401198,41,0.0135,64.4
04/06/2010 00:45,401242,22,0.0075,64.5
04/06/2010 00:50,400009,14,0.0045,65.7
