Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/26/2010 00:00,400009,42,0.0105,68.9
03/26/2010 00:00,400126,31,0.0098,71
03/26/2010 00:00,400176,56,0.0153,71.6
03/26/2010 00:00,400367,53,0.0144,70.4
03/26/2010 00:00,400432,52,0.0141,68.2
03/26/2010 00:00,400679,55,0.0175,70.6
03/26/2010 00:00,400691,28,0.0077,71.6
03/26/2010 00:00,400728,28,0.0077,70.5
03/26/2010 00:00,400803,32,0.0094,71.6
03/26/2010 00:00,400808,54,0.0172,69.8
03/26/2010 00:00,401198,56,0.017,70.9
03/26/2010 00:00,401242,30,0.009,70.5
03/26/2010 00:05,400009,54,0.013,67.6
03/26/2010 00:05,400126,37,0.0117,69.4
03/26/2010 00:05,400176,55,0.0163,69.9
03/26/2010 00:05,400367,59,0.0181,69.1
03/26/2010 00:05,400432,61,0.0157,67.3
03/26/2010 00:05,400679,67,0.0221,68
03/26/2010 00:05,400691,32,0.0088,70.5
03/26/2010 00:05,400728,37,0.0094,70.6
03/26/2010 00:05,400803,29,0.0094,67
03/26/2010 00:05,400808,60,0.02,64.7
03/26/2010 00:05,401198,61,0.0202,68.3
03/26/2010 00:05,401242,36,0.0108,69.7
03/26/2010 00:10,400009,52,0.0137,66.9
03/26/2010 00:10,400126,40,0.0144,67.5
03/26/2010 00:10,400176,57,0.0157,69.5
03/26/2010 00:10,400367,35,0.0107,68.9
03/26/2010 00:10,400432,63,0.0159,67.3
03/26/2010 00:10,400679,69,0.0218,66.9
03/26/2010 00:10,400691,22,0.0075,70.7
03/26/2010 00:10,400728,27,0.008,70.7
03/26/2010 00:10,400803,37,0.0125,63.9
03/26/2010 00:10,400808,67,0.0216,60.2
03/26/2010 00:10,401198,67,0.0201,67.5
03/26/2010 00:10,401242,36,0.0115,68.3
03/26/2010 00:15,400009,29,0.0073,67
03/26/2010 00:15,400126,22,0.0065,67.9
03/26/2010 00:15,400176,61,0.0183,68.3
03/26/2010 00:15,400367,63,0.019,67.8
03/26/2010 00:15,400432,49,0.0142,67.4
03/26/2010 00:15,400679,65,0.0212,65.2
03/26/2010 00:15,400691,22,0.0052,70.2
03/26/2010 00:15,400728,20,0.0052,70.4
03/26/2010 00:15,400803,21,0.0057,63.1
03/26/2010 00:15,400808,60,0.0213,55.9
03/26/2010 00:15,401198,68,0.022,66.4
03/26/2010 00:15,401242,18,0.0048,68.2
03/26/2010 00:20,400009,47,0.0143,66.8
03/26/2010 00:20,400126,33,0.0111,65.7
03/26/2010 00:20,400176,54,0.0157,67.3
03/26/2010 00:20,400367,51,0.0163,66.4
03/26/2010 00:20,400432,58,0.017,66.7
03/26/2010 00:20,400679,61,0.0194,63.7
03/26/2010 00:20,400691,30,0.0089,69.8
03/26/2010 00:20,400728,30,0.0096,69
03/26/2010 00:20,400803,30,0.0094,60
03/26/2010 00:20,400808,59,0.018,53.3
03/26/2010 00:20,401198,64,0.0207,64.9
03/26/2010 00:20,401242,32,0.0103,67.6
03/26/2010 00:25,400009,42,0.0119,65.6
03/26/2010 00:25,400126,26,0.0095,65.5
03/26/2010 00:25,400176,42,0.0116,66.8
03/26/2010 00:25,400367,45,0.0132,65.5
03/26/2010 00:25,400432,46,0.0132,66.4
03/26/2010 00:25,400679,50,0.0144,62.3
03/26/2010 00:25,400691,24,0.0068,70
03/26/2010 00:25,400728,21,0.0058,67.9
03/26/2010 00:25,400803,24,0.0073,58.8
03/26/2010 00:25,400808,42,0.0132,50.7
03/26/2010 00:25,401198,48,0.0144,64.2
03/26/2010 00:25,401242,27,0.0088,66.6
03/26/2010 00:30,400009,38,0.0087,66.3
03/26/2010 00:30,400126,18,0.0052,65.6
03/26/2010 00:30,400176,34,0.0083,67.4
03/26/2010 00:30,400367,39,0.01,66.5
03/26/2010 00:30,400432,42,0.0127,65.9
03/26/2010 00:30,400679,40,0.0114,63.4
03/26/2010 00:30,400691,18,0.0042,70.5
03/26/2010 00:30,400728,21,0.0063,68.3
03/26/2010 00:30,400803,16,0.0043,56.9
03/26/2010 00:30,400808,36,0.0117,50
03/26/2010 00:30,401198,42,0.0116,65
03/26/2010 00:30,401242,22,0.0063,68
03/26/2010 00:35,400009,33,0.0114,65.6
03/26/2010 00:35,400126,22,0.0092,62.6
03/26/2010 00:35,400176,44,0.0122,67.2
03/26/2010 00:35,400367,43,0.0131,65.9
03/26/2010 00:35,400432,42,0.0143,65.5
03/26/2010 00:35,400679,45,0.0148,61.8
03/26/2010 00:35,400691,23,0.0084,68.1
03/26/2010 00:35,400728,17,0.0055,67.8
03/26/2010 00:35,400803,22,0.009,54.6
03/26/2010 00:35,400808,43,0.0145,48.1
03/26/2010 00:35,401198,47,0.0151,63.6
03/26/2010 00:35,401242,21,0.0086,64.5
03/26/2010 00:40,400009,41,0.0107,65.2
03/26/2010 00:40,400126,25,0.0093,63
03/26/2010 00:40,400176,43,0.0114,67
03/26/2010 00:40,400367,38,0.0121,65.7
03/26/2010 00:40,400432,49,0.0144,65.6
03/26/2010 00:40,400679,45,0.0134,62.2
03/26/2010 00:40,400691,24,0.0079,67.7
03/26/2010 00:40,400728,27,0.0075,68.1
03/26/2010 00:40,400803,12,0.0039,53.8
03/26/2010 00:40,400808,21,0.0063,46.4
03/26/2010 00:40,401198,45,0.0135,62.7
03/26/2010 00:40,401242,27,0.0083,65.7
03/26/2010 00:45,400009,25,0.0084,64.7
03/26/2010 00:45,400126,19,0.0067,61.4
03/26/2010 00:45,400176,40,0.012,67.8
03/26/2010 00:45,400367,46,0.0166,64.7
03/26/2010 00:45,400432,36,0.0146,65.5
03/26/2010 00:45,400679,44,0.0155,61.5
03/26/2010 00:45,400691,19,0.006,67.4
03/26/2010 00:45,400728,15,0.0039,68.8
03/26/2010 00:45,400803,18,0.0059,52.3
03/26/2010 00:45,400808,46,0.0146,46.2
03/26/2010 00:45,401198,43,0.0157,63.3
03/26/2010 00:45,401242,15,0.0047,64.3
03/26/2010 00:50,400009,33,0.0104,64.2
03/26/2010 00:50,400126,20,0.0058,62.6
03/26/2010 00:50,400176,36,0.0121,65.4
03/26/2010 00:50,400367,33,0.0162,60.7
03/26/2010 00:50,400432,37,0.0118,65.3
03/26/2010 00:50,400679,38,0.0136,58.9
03/26/2010 00:50,400691,17,0.0041,67.5
03/26/2010 00:50,400728,14,0.0036,66.5
03/26/2010 00:50,400803,19,0.0042,52.7
03/26/2010 00:50,400808,35,0.012,42.5
03/26/2010 00:50,401198,41,0.0131,61
03/26/2010 00:50,401242,20,0.0052,65.9
03/26/2010 00:55,400009,33,0.0104,63.8
03/26/2010 00:55,400126,17,0.0061,61.6
03/26/2010 00:55,400176,36,0.01,66
03/26/2010 00:55,400367,41,0.0132,62.3
03/26/2010 00:55,400432,42,0.0139,65.2
03/26/2010 00:55,400679,49,0.015,61.1
03/26/2010 00:55,400691,19,0.0069,69.1
03/26/2010 00:55,400728,18,0.0055,67
03/26/2010 00:55,400803,18,0.0059,50.9
03/26/2010 00:55,400808,45,0.0159,43.1
03/26/2010 00:55,401198,43,0.0139,61.3
03/26/2010 00:55,401242,20,0.0062,65.1
03/26/2010 01:00,400009,30,0.0105,63
03/26/2010 01:00,400126,20,0.0079,61
03/26/2010 01:00,400176,41,0.0112,66.1
03/26/2010 01:00,400367,39,0.0119,61.7
03/26/2010 01:00,400432,38,0.013,64.9
03/26/2010 01:00,400679,40,0.0128,60.2
03/26/2010 01:00,400691,22,0.0074,67.2
03/26/2010 01:00,400728,20,0.0059,67.2
03/26/2010 01:00,400803,19,0.0069,49.7
03/26/2010 01:00,400808,38,0.0117,41.7
03/26/2010 01:00,401198,42,0.0135,61.4
03/26/2010 01:00,401242,17,0.007,64.2
03/26/2010 01:05,400009,25,0.0073,62.7
03/26/2010 01:05,400126,14,0.0048,61
03/26/2010 01:05,400176,24,0.0077,64.8
03/26/2010 01:05,400367,19,0.006,59.5
03/26/2010 01:05,400432,27,0.0107,65.2
03/26/2010 01:05,400679,25,0.0097,57.3
03/26/2010 01:05,400691,8,0.0026,64.5
03/26/2010 01:05,400728,11,0.0033,65.5
03/26/2010 01:05,400803,10,0.0027,48.8
03/26/2010 01:05,400808,24,0.0082,39.6
03/26/2010 01:05,401198,26,0.0081,60.8
03/26/2010 01:05,401242,12,0.0041,63.5
03/26/2010 01:10,400009,21,0.009,61.6
03/26/2010 01:10,400126,14,0.006,62.2
03/26/2010 01:10,400176,26,0.009,64.8
03/26/2010 01:10,400367,26,0.0087,61
03/26/2010 01:10,400432,36,0.0119,64.8
03/26/2010 01:10,400679,31,0.0097,57.8
03/26/2010 01:10,400691,12,0.0044,65.7
03/26/2010 01:10,400728,17,0.0063,67.7
03/26/2010 01:10,400803,16,0.0059,50.9
03/26/2010 01:10,400808,27,0.009,39.9
03/26/2010 01:10,401198,30,0.0093,60.8
03/26/2010 01:10,401242,13,0.0055,64
03/26/2010 01:15,400009,28,0.0088,61
03/26/2010 01:15,400126,15,0.0051,61.2
03/26/2010 01:15,400176,26,0.0082,64.3
03/26/2010 01:15,400367,32,0.0112,60.6
03/26/2010 01:15,400432,32,0.0115,64.3
03/26/2010 01:15,400679,33,0.012,57.9
03/26/2010 01:15,400691,15,0.0056,66
03/26/2010 01:15,400728,13,0.004,64.3
03/26/2010 01:15,400803,15,0.006,48.4
03/26/2010 01:15,400808,35,0.0125,38.7
03/26/2010 01:15,401198,30,0.0104,60.1
03/26/2010 01:15,401242,17,0.0056,63.2
03/26/2010 01:20,400009,30,0.0102,61
03/26/2010 01:20,400126,16,0.006,58.7
03/26/2010 01:20,400176,36,0.0105,64.7
03/26/2010 01:20,400367,30,0.0101,58.7
03/26/2010 01:20,400432,35,0.0124,64.1
03/26/2010 01:20,400679,34,0.0126,56.3
03/26/2010 01:20,400691,16,0.0049,63.6
03/26/2010 01:20,400728,15,0.0048,66.4
03/26/2010 01:20,400803,16,0.0057,49.2
03/26/2010 01:20,400808,28,0.0094,37
03/26/2010 01:20,401198,37,0.0128,59.6
03/26/2010 01:20,401242,16,0.0048,63.6
03/26/2010 01:25,400009,25,0.0081,61.4
03/26/2010 01:25,400126,18,0.0073,58
03/26/2010 01:25,400176,23,0.0066,63.4
03/26/2010 01:25,400367,22,0.0058,60.1
03/26/2010 01:25,400432,26,0.0106,64.3
03/26/2010 01:25,400679,25,0.0073,57.2
03/26/2010 01:25,400691,13,0.0055,63.7
03/26/2010 01:25,400728,15,0.0042,64.6
03/26/2010 01:25,400803,11,0.0053,44.3
03/26/2010 01:25,400808,24,0.0072,38.1
03/26/2010 01:25,401198,23,0.0073,59.7
03/26/2010 01:25,401242,16,0.0063,61.2
03/26/2010 01:30,400009,24,0.0114,61.6
03/26/2010 01:30,400126,15,0.006,57.8
03/26/2010 01:30,400176,21,0.0066,64.4
03/26/2010 01:30,400367,26,0.01,60.3
03/26/2010 01:30,400432,31,0.0122,64.3
03/26/2010 01:30,400679,27,0.0109,56.9
03/26/2010 01:30,400691,11,0.0035,63.3
03/26/2010 01:30,400728,12,0.0047,66.6
03/26/2010 01:30,400803,13,0.0047,46.4
03/26/2010 01:30,400808,25,0.0103,37.7
03/26/2010 01:30,401198,28,0.0099,58.8
03/26/2010 01:30,401242,13,0.0056,60.1
03/26/2010 01:35,400009,26,0.0093,62.3
03/26/2010 01:35,400126,16,0.008,57.2
03/26/2010 01:35,400176,25,0.009,63.3
03/26/2010 01:35,400367,29,0.0098,59.3
03/26/2010 01:35,400432,27,0.0123,64.4
03/26/2010 01:35,400679,29,0.0115,57.4
03/26/2010 01:35,400691,11,0.0048,62.3
03/26/2010 01:35,400728,12,0.0049,62
03/26/2010 01:35,400803,15,0.0065,44.3
