link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0700:00_0701:00,0,84,0,28.0,0,1.0,0,60.0
1,1,3,0701:00_0702:00,63,168,63,35.0,21,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0701:00_0702:00,84,168,84,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,147,35.0,21,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0702:00_0703:00,84,252,168,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,231,35.0,21,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0703:00_0704:00,84,336,252,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,315,35.0,21,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0704:00_0705:00,84,420,336,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,399,35.0,21,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0705:00_0706:00,84,504,420,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,483,35.0,21,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
1,1,3,0706:00_0707:00,84,588,504,28.0,0,1.925,4662.0,31.168831168831172
