iteration,mode_type,zone_id,node_id,d_zone_id,connected_flag,pred,label_cost,pred_link_cost,x_coord,y_coord,geometry
0,auto,1,1,-1,1,-1,0.000170,0.000170,-112.216413,33.653927,"LINESTRING (-112.216413 33.653927,-112.216413 33.653927)"
0,info,1,1,-1,1,-1,0.000170,0.000170,-112.216413,33.653927,"LINESTRING (-112.216413 33.653927,-112.216413 33.653927)"
1,auto,1,1,-1,1,-1,0.000170,0.000170,-112.216413,33.653927,"LINESTRING (-112.216413 33.653927,-112.216413 33.653927)"
1,info,1,1,-1,1,-1,0.000170,0.000170,-112.216413,33.653927,"LINESTRING (-112.216413 33.653927,-112.216413 33.653927)"
0,auto,1,2,-1,1,12,18.610849,1.125469,-112.029867,33.655286,"LINESTRING (-112.029867 33.655286,-112.038642 33.662300)"
0,info,1,2,-1,1,12,18.610849,1.125469,-112.029867,33.655286,"LINESTRING (-112.029867 33.655286,-112.038642 33.662300)"
1,auto,1,2,-1,1,12,18.610849,1.125469,-112.029867,33.655286,"LINESTRING (-112.029867 33.655286,-112.038642 33.662300)"
1,info,1,2,-1,1,12,18.610849,1.125469,-112.029867,33.655286,"LINESTRING (-112.029867 33.655286,-112.038642 33.662300)"
0,auto,1,3,-1,1,1,1.950570,1.950400,-112.203112,33.667556,"LINESTRING (-112.203112 33.667556,-112.216413 33.653927)"
0,info,1,3,-1,1,1,1.950570,1.950400,-112.203112,33.667556,"LINESTRING (-112.203112 33.667556,-112.216413 33.653927)"
1,auto,1,3,-1,1,1,1.950570,1.950400,-112.203112,33.667556,"LINESTRING (-112.203112 33.667556,-112.216413 33.653927)"
1,info,1,3,-1,1,1,1.950570,1.950400,-112.203112,33.667556,"LINESTRING (-112.203112 33.667556,-112.216413 33.653927)"
0,auto,1,4,-1,1,3,3.842530,1.891960,-112.182704,33.667637,"LINESTRING (-112.182704 33.667637,-112.203112 33.667556)"
0,info,1,4,-1,1,3,3.842530,1.891960,-112.182704,33.667637,"LINESTRING (-112.182704 33.667637,-112.203112 33.667556)"
