node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry
1,,-84.106107,40.743322,centroid,,1,0.100000,0.100000,"POINT (-84.106107 40.743322)"
2,,-84.104302,40.743319,centroid,,2,0.100000,0.100000,"POINT (-84.104302 40.743319)"
3,,-84.102894,40.743283,centroid,,3,0.100000,0.100000,"POINT (-84.102894 40.743283)"
4,,-84.102975,40.740703,centroid,,4,0.100000,0.100000,"POINT (-84.102975 40.740703)"
5,,-84.104341,40.742056,centroid,,5,0.100000,0.100000,"POINT (-84.104341 40.742056)"
6,,-84.106144,40.741977,centroid,,6,0.100000,0.100000,"POINT (-84.106144 40.741977)"
7,,-84.106222,40.740711,centroid,,7,0.100000,0.100000,"POINT (-84.106222 40.740711)"
8,,-84.104346,40.740711,centroid,,8,0.100000,0.100000,"POINT (-84.104346 40.740711)"
9,,-84.101228,40.738668,centroid,,9,0.100000,0.100000,"POINT (-84.101228 40.738668)"
10,,-84.104457,40.739283,centroid,,10,0.100000,0.100000,"POINT (-84.104457 40.739283)"
11,,-84.106009,40.739289,centroid,,11,0.100000,0.100000,"POINT (-84.106009 40.739289)"
12,,-84.106229,40.737911,centroid,,12,0.100000,0.100000,"POINT (-84.106229 40.737911)"
13,,-84.104385,40.737884,centroid,,13,0.100000,0.100000,"POINT (-84.104385 40.737884)"
14,,-84.106113,40.748043,centroid,,14,0.100000,0.100000,"POINT (-84.106113 40.748043)"
15,,-84.104105,40.747151,centroid,,15,0.100000,0.100000,"POINT (-84.104105 40.747151)"
16,,-84.111420,40.764905,centroid,,16,0.100000,0.100000,"POINT (-84.111420 40.764905)"
17,,-84.105321,40.767603,centroid,,17,0.100000,0.100000,"POINT (-84.105321 40.767603)"
18,,-84.150583,40.766766,centroid,,18,0.100000,0.100000,"POINT (-84.150583 40.766766)"
19,,-84.106769,40.761760,centroid,,19,0.100000,0.100000,"POINT (-84.106769 40.761760)"
20,,-84.101676,40.761749,centroid,,20,0.100000,0.100000,"POINT (-84.101676 40.761749)"
21,,-84.101648,40.754504,centroid,,21,0.100000,0.100000,"POINT (-84.101648 40.754504)"
22,,-84.106968,40.755143,centroid,,22,0.100000,0.100000,"POINT (-84.106968 40.755143)"
23,,-84.110988,40.755579,centroid,,23,0.100000,0.100000,"POINT (-84.110988 40.755579)"
24,,-84.140980,40.787411,centroid,,24,0.100000,0.100000,"POINT (-84.140980 40.787411)"
25,,-84.116122,40.794463,centroid,,25,0.100000,0.100000,"POINT (-84.116122 40.794463)"
26,,-84.100399,40.795534,centroid,,26,0.100000,0.100000,"POINT (-84.100399 40.795534)"
27,,-84.080158,40.795103,centroid,,27,0.100000,0.100000,"POINT (-84.080158 40.795103)"
28,,-84.101387,40.781110,centroid,,28,0.100000,0.100000,"POINT (-84.101387 40.781110)"
29,,-84.115681,40.781248,centroid,,29,0.100000,0.100000,"POINT (-84.115681 40.781248)"
30,,-84.165080,40.802028,centroid,,30,0.100000,0.100000,"POINT (-84.165080 40.802028)"
31,,-84.141953,40.801812,centroid,,31,0.100000,0.100000,"POINT (-84.141953 40.801812)"
32,,-84.121902,40.808333,centroid,,32,0.100000,0.100000,"POINT (-84.121902 40.808333)"
33,,-84.089442,40.810183,centroid,,33,0.100000,0.100000,"POINT (-84.089442 40.810183)"
34,,-84.098837,40.748803,centroid,,34,0.100000,0.100000,"POINT (-84.098837 40.748803)"
35,,-84.097816,40.743876,centroid,,35,0.100000,0.100000,"POINT (-84.097816 40.743876)"
36,,-84.095968,40.763094,centroid,,36,0.100000,0.100000,"POINT (-84.095968 40.763094)"
37,,-84.098829,40.755914,centroid,,37,0.100000,0.100000,"POINT (-84.098829 40.755914)"
38,,-84.092007,40.755899,centroid,,38,0.100000,0.100000,"POINT (-84.092007 40.755899)"
39,,-84.080073,40.764421,centroid,,39,0.100000,0.100000,"POINT (-84.080073 40.764421)"
40,,-84.083064,40.751824,centroid,,40,0.100000,0.100000,"POINT (-84.083064 40.751824)"
41,,-84.159697,40.738199,centroid,,41,0.100000,0.100000,"POINT (-84.159697 40.738199)"
42,,-84.088176,40.743819,centroid,,42,0.100000,0.100000,"POINT (-84.088176 40.743819)"
43,,-84.084365,40.779148,centroid,,43,0.100000,0.100000,"POINT (-84.084365 40.779148)"
44,,-84.054453,40.772476,centroid,,44,0.100000,0.100000,"POINT (-84.054453 40.772476)"
45,,-84.042090,40.767398,centroid,,45,0.100000,0.100000,"POINT (-84.042090 40.767398)"
46,,-84.052431,40.755424,centroid,,46,0.100000,0.100000,"POINT (-84.052431 40.755424)"
47,,-84.058162,40.805754,centroid,,47,0.100000,0.100000,"POINT (-84.058162 40.805754)"
48,,-84.020266,40.812095,centroid,,48,0.100000,0.100000,"POINT (-84.020266 40.812095)"
49,,-84.009049,40.796606,centroid,,49,0.100000,0.100000,"POINT (-84.009049 40.796606)"
50,,-84.009502,40.780746,centroid,,50,0.100000,0.100000,"POINT (-84.009502 40.780746)"
51,,-84.008197,40.768187,centroid,,51,0.100000,0.100000,"POINT (-84.008197 40.768187)"
52,,-84.032746,40.750311,centroid,,52,0.100000,0.100000,"POINT (-84.032746 40.750311)"
53,,-84.096710,40.741311,centroid,,53,0.100000,0.100000,"POINT (-84.096710 40.741311)"
54,,-84.100341,40.739341,centroid,,54,0.100000,0.100000,"POINT (-84.100341 40.739341)"
55,,-84.094355,40.734975,centroid,,55,0.100000,0.100000,"POINT (-84.094355 40.734975)"
56,,-84.089195,40.732001,centroid,,56,0.100000,0.100000,"POINT (-84.089195 40.732001)"
57,,-84.084952,40.740294,centroid,,57,0.100000,0.100000,"POINT (-84.084952 40.740294)"
58,,-84.078871,40.734749,centroid,,58,0.100000,0.100000,"POINT (-84.078871 40.734749)"
59,,-84.086261,40.736355,centroid,,59,0.100000,0.100000,"POINT (-84.086261 40.736355)"
60,,-84.083208,40.729144,centroid,,60,0.100000,0.100000,"POINT (-84.083208 40.729144)"
