node_id,node_no,layer_no,MRM_gate_flag,node_type,is_boundary,#_of_outgoing_nodes,activity_node_flag,mode_type,zone_id,cell_code,info_zone_flag,x_coord,y_coord
5577,0,0,-1,,0,2,1,, 1,,0,-111.942300,40.624038
11123,1,0,-1,,0,2,1,, 2,,0,-111.943739,40.609520
11159,2,0,-1,,0,2,1,, 3,,0,-111.943604,40.587762
11180,3,0,-1,,0,2,1,, 4,,0,-111.944442,40.573253
11282,4,0,-1,,0,2,1,, 5,,0,-111.943762,40.562247
5238,5,0,-1,,0,2,1,, 6,,0,-111.938753,40.552997
11281,6,0,-1,,0,2,1,, 7,,0,-111.929153,40.555761
10847,7,0,-1,,0,2,1,, 8,,0,-111.902749,40.557151
5356,8,0,-1,,0,2,1,, 9,,0,-111.899113,40.558973
5929,9,0,-1,,0,2,1,, 10,,0,-111.897106,40.569721
5119,10,0,-1,,0,2,1,, 11,,0,-111.901030,40.587971
11151,11,0,-1,,0,2,1,, 12,,0,-111.906610,40.605960
5034,12,0,-1,,0,2,1,, 13,,0,-111.902804,40.610814
5037,13,0,-1,,0,2,1,, 14,,0,-111.901884,40.620828
4899,14,0,-1,,0,2,1,, 15,,0,-111.910059,40.625783
11827,15,0,-1,,0,2,1,, 16,,0,-111.929192,40.626782
1289,16,0,-1,,0,5,1,, 17,,0,-111.933868,40.616707
1286,17,0,-1,,0,2,1,, 18,,0,-111.934202,40.630776
1352,18,0,-1,,0,5,1,, 19,,0,-111.933963,40.567876
1356,19,0,-1,,0,5,1,, 20,,0,-111.924114,40.567177
1357,20,0,-1,,0,3,0,, -1,,0,-111.914302,40.565109
6253,21,0,-1,,0,2,1,, 21,,0,-111.913648,40.554715
3689,22,0,-1,,0,2,1,, 22,,0,-111.900748,40.562521
1361,23,0,-1,,0,2,1,, 23,,0,-111.902492,40.575680
1325,24,0,-1,,0,2,1,, 24,,0,-111.907451,40.592344
1354,25,0,-1,,0,3,1,, 25,,0,-111.923428,40.584054
1355,26,0,-1,,0,2,0,, -1,,0,-111.924746,40.576632
1323,27,0,-1,,0,3,1,, 26,,0,-111.921418,40.591609
1346,28,0,-1,,0,2,1,, 27,,0,-111.943605,40.584092
1348,29,0,-1,,0,1,0,, -1,,0,-111.943542,40.576985
1359,30,0,-1,,0,3,1,, 28,,0,-111.911824,40.577722
3002,31,0,-1,,0,2,1,, 29,,0,-111.911260,40.581966
1360,32,0,-1,,0,4,1,, 30,,0,-111.901834,40.584029
1314,33,0,-1,,0,2,1,, 31,,0,-111.944074,40.606326
1316,34,0,-1,,0,1,0,, -1,,0,-111.943565,40.598006
1318,35,0,-1,,0,1,0,, -1,,0,-111.943411,40.590891
8002,36,0,-1,,0,1,0,, -1,,0,-111.943373,40.593977
8116,37,0,-1,,0,1,0,, -1,,0,-111.944862,40.602292
1285,38,0,-1,,0,2,1,, 32,,0,-111.943375,40.616454
1351,39,0,-1,,0,2,1,, 33,,0,-111.943535,40.568001
