node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
1,10,-112.117589,33.377274,,,0,"POINT (-112.117589 33.377274)"
2,100,-111.986084,33.640483,,,0,"POINT (-111.986084 33.640483)"
3,1002,-112.200947,33.563533,,,0,"POINT (-112.200947 33.563533)"
4,10021,-112.070083,33.453121,,,0,"POINT (-112.070083 33.453121)"
5,1003,-112.085804,33.400036,,,0,"POINT (-112.085804 33.400036)"
6,1004,-112.098529,33.377644,,,0,"POINT (-112.098529 33.377644)"
7,1005,-112.133145,33.377511,,,0,"POINT (-112.133145 33.377511)"
8,1006,-112.082137,33.377608,,,0,"POINT (-112.082137 33.377608)"
9,1007,-111.955421,33.378079,,,0,"POINT (-111.955421 33.378079)"
10,1008,-112.091452,33.377614,,,0,"POINT (-112.091452 33.377614)"
11,1009,-112.118008,33.377545,,,0,"POINT (-112.118008 33.377545)"
12,101,-111.979856,33.640439,,,0,"POINT (-111.979856 33.640439)"
13,1010,-112.121448,33.377575,,,0,"POINT (-112.121448 33.377575)"
14,10104,-112.057755,33.295379,,,0,"POINT (-112.057755 33.295379)"
15,1011,-112.078664,33.377642,,,0,"POINT (-112.078664 33.377642)"
16,1012,-111.977728,33.378033,,,0,"POINT (-111.977728 33.378033)"
17,1013,-111.958157,33.378097,,,0,"POINT (-111.958157 33.378097)"
18,10131,-111.833231,33.275377,,,0,"POINT (-111.833231 33.275377)"
19,10133,-112.171956,33.552582,,,0,"POINT (-112.171956 33.552582)"
20,1014,-111.877068,33.378382,,,0,"POINT (-111.877068 33.378382)"
21,10142,-112.069363,33.567123,,,0,"POINT (-112.069363 33.567123)"
22,1015,-112.065362,33.655258,,,0,"POINT (-112.065362 33.655258)"
23,1016,-111.945454,33.378007,,,0,"POINT (-111.945454 33.378007)"
24,1019,-112.065462,33.659090,,,0,"POINT (-112.065462 33.659090)"
25,102,-111.968269,33.640369,,,0,"POINT (-111.968269 33.640369)"
26,1020,-111.962472,33.378057,,,0,"POINT (-111.962472 33.378057)"
27,1022,-112.065473,33.662560,,,0,"POINT (-112.065473 33.662560)"
28,1023,-112.065443,33.666252,,,0,"POINT (-112.065443 33.666252)"
29,10231,-112.098853,33.589283,,,0,"POINT (-112.098853 33.589283)"
