name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length_ml,length,lanes,capacity,free_speed_mph,free_speed,link_type,cost,VDF_alpha,VDF_beta,VDF_plf
0,1,1,100002,hot,1,0.052462121,94.90397689,1,1800,25,40225,99,,0.15,4,1
0,2,1,101990,hot,1,0.045265152,81.88465997,1,1800,25,40225,99,,0.15,4,1
0,3,1,101997,hot,1,0.055492424,100.385795,1,1800,25,40225,99,,0.15,4,1
0,4,1,101998,hot,1,0.043560606,78.80113625,1,1800,25,40225,99,,0.15,4,1
0,5,2,100004,hot,1,0.05,90.45,1,1800,25,40225,99,,0.15,4,1
0,6,2,101992,hot,1,0.04280303,77.43068127,1,1800,25,40225,99,,0.15,4,1
0,7,2,101996,hot,1,0.052462121,94.90397689,1,1800,25,40225,99,,0.15,4,1
0,8,2,101997,hot,1,0.039015152,70.57840997,1,1800,25,40225,99,,0.15,4,1
0,9,3,101995,hot,1,0.03219697,58.24431873,1,1800,25,40225,99,,0.15,4,1
0,10,3,101996,hot,1,0.021212121,38.37272689,1,1800,25,40225,99,,0.15,4,1
0,11,4,100020,hot,1,0.038636364,69.89318248,1,1800,25,40225,99,,0.15,4,1
0,12,4,100021,hot,1,0.018181818,32.89090876,1,1800,25,40225,99,,0.15,4,1
0,13,5,100004,hot,1,0.037121212,67.15227251,1,1800,25,40225,99,,0.15,4,1
0,14,5,100007,hot,1,0.054356061,98.33011435,1,1800,25,40225,99,,0.15,4,1
0,15,5,100008,hot,1,0.035606061,64.41136435,1,1800,25,40225,99,,0.15,4,1
0,16,5,100017,hot,1,0.049242424,89.07954502,1,1800,25,40225,99,,0.15,4,1
0,17,6,100002,hot,1,0.045833333,82.9124994,1,1800,25,40225,99,,0.15,4,1
0,18,6,100008,hot,1,0.059280303,107.2380681,1,1800,25,40225,99,,0.15,4,1
0,19,6,100009,hot,1,0.04280303,77.43068127,1,1800,25,40225,99,,0.15,4,1
0,20,6,100014,hot,1,0.043560606,78.80113625,1,1800,25,40225,99,,0.15,4,1
0,21,7,100014,hot,1,0.04375,79.14375,1,1800,25,40225,99,,0.15,4,1
0,22,7,100022,hot,1,0.062878788,113.7477275,1,1800,25,40225,99,,0.15,4,1
0,23,7,100023,hot,1,0.038068182,68.86534124,1,1800,25,40225,99,,0.15,4,1
0,24,7,100030,hot,1,0.05530303,100.0431813,1,1800,25,40225,99,,0.15,4,1
0,25,8,100017,hot,1,0.043560606,78.80113625,1,1800,25,40225,99,,0.15,4,1
0,26,8,100021,hot,1,0.053787879,97.30227311,1,1800,25,40225,99,,0.15,4,1
0,27,8,100022,hot,1,0.035416667,64.0687506,1,1800,25,40225,99,,0.15,4,1
0,28,8,100032,hot,1,0.05625,101.75625,1,1800,25,40225,99,,0.15,4,1
0,29,9,100035,hot,1,0.119886364,216.8744325,1,1800,25,40225,99,,0.15,4,1
0,30,9,100100,hot,1,0.062121212,112.3772725,1,1800,25,40225,99,,0.15,4,1
0,31,10,100032,hot,1,0.043371212,78.45852251,1,1800,25,40225,99,,0.15,4,1
0,32,10,100035,hot,1,0.058522727,105.8676131,1,1800,25,40225,99,,0.15,4,1
0,33,10,100036,hot,1,0.033333333,60.2999994,1,1800,25,40225,99,,0.15,4,1
0,34,10,100046,hot,1,0.048484848,87.70909003,1,1800,25,40225,99,,0.15,4,1
0,35,11,100030,hot,1,0.043371212,78.45852251,1,1800,25,40225,99,,0.15,4,1
0,36,11,100036,hot,1,0.048106061,87.02386435,1,1800,25,40225,99,,0.15,4,1
0,37,11,100037,hot,1,0.047348485,85.65340937,1,1800,25,40225,99,,0.15,4,1
0,38,11,100044,hot,1,0.049810606,90.10738625,1,1800,25,40225,99,,0.15,4,1
0,39,12,100044,hot,1,0.046212121,83.59772689,1,1800,25,40225,99,,0.15,4,1
0,40,12,100050,hot,1,0.061363636,111.0068175,1,1800,25,40225,99,,0.15,4,1
0,41,12,100051,hot,1,0.035606061,64.41136435,1,1800,25,40225,99,,0.15,4,1
0,42,12,100055,hot,1,0.05094697,92.16306873,1,1800,25,40225,99,,0.15,4,1
0,43,13,100046,hot,1,0.047916667,86.6812506,1,1800,25,40225,99,,0.15,4,1
0,44,13,100049,hot,1,0.055492424,100.385795,1,1800,25,40225,99,,0.15,4,1
0,45,13,100050,hot,1,0.035416667,64.0687506,1,1800,25,40225,99,,0.15,4,1
0,46,13,100057,hot,1,0.04905303,88.73693127,1,1800,25,40225,99,,0.15,4,1
0,47,14,101975,hot,1,0.192992424,349.123295,1,1800,25,40225,99,,0.15,4,1
0,48,14,101983,hot,1,0.057386364,103.8119325,1,1800,25,40225,99,,0.15,4,1
0,49,14,101984,hot,1,0.042992424,77.77329502,1,1800,25,40225,99,,0.15,4,1
0,50,15,100143,hot,1,0.052083333,94.2187494,1,1800,25,40225,99,,0.15,4,1
0,51,15,101983,hot,1,0.075568182,136.7028412,1,1800,25,40225,99,,0.15,4,1
0,52,16,101900,hot,1,0.209848485,379.6159094,1,1800,25,40225,99,,0.15,4,1
0,53,16,101961,hot,1,0.064015152,115.80341,1,1800,25,40225,99,,0.15,4,1
0,54,17,101932,hot,1,0.127083333,229.8937494,1,1800,25,40225,99,,0.15,4,1
0,55,17,101936,hot,1,0.177651515,321.3715906,1,1800,25,40225,99,,0.15,4,1
0,56,17,101939,hot,1,0.197537879,357.3460231,1,1800,25,40225,99,,0.15,4,1
0,57,18,100232,hot,1,0.13125,237.43125,1,1800,25,40225,99,,0.15,4,1
0,58,18,100235,hot,1,0.158522727,286.7676131,1,1800,25,40225,99,,0.15,4,1
0,59,18,100305,hot,1,0.131628788,238.1164775,1,1800,25,40225,99,,0.15,4,1
0,60,19,101940,hot,1,0.092234848,166.85284,1,1800,25,40225,99,,0.15,4,1
0,61,19,101941,hot,1,0.1,180.9,1,1800,25,40225,99,,0.15,4,1
0,62,20,101940,hot,1,0.174810606,316.2323863,1,1800,25,40225,99,,0.15,4,1
0,63,20,101946,hot,1,0.183522727,331.9926131,1,1800,25,40225,99,,0.15,4,1
0,64,21,101946,hot,1,0.316287879,572.1647731,1,1800,25,40225,99,,0.15,4,1
0,65,21,101967,hot,1,0.178598485,323.0846594,1,1800,25,40225,99,,0.15,4,1
0,66,21,101969,hot,1,0.17594697,318.2880687,1,1800,25,40225,99,,0.15,4,1
0,67,22,100172,hot,1,0.255113636,461.5005675,1,1800,25,40225,99,,0.15,4,1
0,68,22,100208,hot,1,0.159280303,288.1380681,1,1800,25,40225,99,,0.15,4,1
0,69,22,101944,hot,1,0.262310606,474.5198863,1,1800,25,40225,99,,0.15,4,1
0,70,22,101970,hot,1,0.100568182,181.9278412,1,1800,25,40225,99,,0.15,4,1
0,71,23,100207,hot,1,0.144128788,260.7289775,1,1800,25,40225,99,,0.15,4,1
0,72,23,100265,hot,1,0.104166667,188.4375006,1,1800,25,40225,99,,0.15,4,1
0,73,23,101892,hot,1,0.329545455,596.1477281,1,1800,25,40225,99,,0.15,4,1
0,74,24,101783,hot,1,0.791098485,1431.097159,1,1800,25,40225,99,,0.15,4,1
0,75,24,101786,hot,1,0.496969697,899.0181819,1,1800,25,40225,99,,0.15,4,1
0,76,24,101909,hot,1,0.691287879,1250.539773,1,1800,25,40225,99,,0.15,4,1
0,77,25,101906,hot,1,0.463068182,837.6903412,1,1800,25,40225,99,,0.15,4,1
0,78,25,101922,hot,1,0.389204545,704.0710219,1,1800,25,40225,99,,0.15,4,1
0,79,26,101919,hot,1,0.502083333,908.2687494,1,1800,25,40225,99,,0.15,4,1
0,80,26,101922,hot,1,0.441477273,798.6323869,1,1800,25,40225,99,,0.15,4,1
0,81,27,100131,hot,1,0.582575758,1053.879546,1,1800,25,40225,99,,0.15,4,1
0,82,27,101917,hot,1,0.569128788,1029.553977,1,1800,25,40225,99,,0.15,4,1
0,83,27,101926,hot,1,0.596022727,1078.205113,1,1800,25,40225,99,,0.15,4,1
0,84,28,101924,hot,1,0.503787879,911.3522731,1,1800,25,40225,99,,0.15,4,1
0,85,28,101929,hot,1,0.726515152,1314.26591,1,1800,25,40225,99,,0.15,4,1
0,86,29,100268,hot,1,0.807007576,1459.876705,1,1800,25,40225,99,,0.15,4,1
0,87,29,101906,hot,1,0.482386364,872.6369325,1,1800,25,40225,99,,0.15,4,1
0,88,29,101928,hot,1,0.366098485,662.2721594,1,1800,25,40225,99,,0.15,4,1
0,89,30,100751,hot,1,0.945454545,1710.327272,1,1800,25,40225,99,,0.15,4,1
0,90,30,101775,hot,1,0.664962121,1202.916477,1,1800,25,40225,99,,0.15,4,1
0,91,30,101781,hot,1,0.440340909,796.5767044,1,1800,25,40225,99,,0.15,4,1
0,92,31,101781,hot,1,0.772727273,1397.863637,1,1800,25,40225,99,,0.15,4,1
0,93,31,101907,hot,1,0.707765152,1280.34716,1,1800,25,40225,99,,0.15,4,1
0,94,32,101908,hot,1,0.353030303,638.6318181,1,1800,25,40225,99,,0.15,4,1
0,95,32,101912,hot,1,0.470454545,851.0522719,1,1800,25,40225,99,,0.15,4,1
0,96,33,100133,hot,1,0.98125,1775.08125,1,1800,25,40225,99,,0.15,4,1
