o_zone_id,d_zone_id,volume
1,1,4.0513187
1,2,3.0369238
1,3,6.123941
1,4,0.2942998
1,5,2.1039307
1,6,2.8052408
1,7,1.972435
1,8,0.3130849
1,9,13.4563904
1,10,0.8828995
1,11,17.958551
1,12,0.4808985
1,13,9.1107712
1,14,11.1771317
1,15,4.1890762
1,16,5.2285183
1,17,4.0778057
1,18,3.9702297
1,19,5.1695332
1,20,3.8505062
1,21,10.3120155
1,22,5.2345917
1,23,2.3997332
1,24,13.5116806
1,25,0.9193426
1,26,1.8130121
1,27,2.7978519
1,28,4.1414249
1,30,1.7740017
1,31,5.5354668
1,32,3.6914593
1,33,1.6032454
1,34,9.0957428
1,35,1.3230968
1,36,2.1043064
1,37,4.2170036
1,38,3.6799374
1,39,1.4601655
1,40,0.6492129
1,41,17.783223
2,1,3.0337976
2,2,2.274176
2,3,4.5858643
2,4,0.2203841
2,5,1.5755116
2,6,2.1006823
2,7,1.4770422
2,8,0.2344511
2,9,10.0767097
2,10,0.6611522
2,11,13.4481171
2,12,0.360117
2,13,6.8225281
2,14,8.3699059
2,15,3.1369562
2,16,3.9153339
2,17,3.0536322
2,18,2.9730747
2,19,3.8711636
2,20,2.8834208
2,21,7.7220703
2,22,3.9198822
2,23,1.7970211
2,24,10.1181145
2,25,0.6884424
2,26,1.3576597
2,27,2.095149
2,28,3.1012728
2,30,1.3284471
2,31,4.14519
2,32,2.7643198
2,33,1.2005774
2,34,6.811274
2,35,0.9907906
2,36,1.575793
2,37,3.1578693
2,38,2.7556917
2,39,1.0934332
2,40,0.8
2,41,13.3168243
3,1,6.1176376
3,2,4.5858643
3,3,9.2473717
3,4,0.4444033
3,5,3.1770111
3,6,4.2360149
3,7,2.9784479
3,8,0.4727695
3,9,20.3196335
3,10,1.33321
3,11,27.1180603
3,12,0.726174
3,13,13.7575928
3,14,16.8778717
3,15,6.3256561
3,16,7.8952507
3,17,6.1576336
3,18,5.99519
3,19,7.8061813
3,20,5.8144032
3,21,15.5715149
3,22,7.904422
3,23,3.6236835
3,24,20.403125
3,25,1.3882404
3,26,2.7377138
3,27,4.2248573
3,28,6.2537006
3,30,2.6788065
3,31,8.358754
3,32,5.5742363
3,33,2.4209581
3,34,13.7348999
3,35,1.997924
3,36,3.1775784
3,37,6.3678272
3,38,5.5568382
3,39,2.2049025
3,40,0.9803349
3,41,26.8533081
4,1,0.2939969
4,2,0.2203841
4,3,0.4444033
4,4,0.0213568
4,5,0.1526784
4,6,0.2035713
4,7,0.143136
4,8,0.02272
4,9,0.9765059
4,10,0.0640704
4,11,1.3032196
4,12,0.0348979
4,13,0.6611522
4,14,0.8111043
4,15,0.3039937
4,16,0.3794241
4,17,0.295919
4,18,0.2881124
4,19,0.3751437
4,20,0.2794243
4,21,0.7483243
4,22,0.3798649
4,23,0.1741443
4,24,0.9805182
4,25,0.066715
4,26,0.131567
4,27,0.2030351
4,28,0.3005357
4,30,0.1287361
4,31,0.4016988
4,32,0.2678825
4,33,0.1163446
4,34,0.6600616
4,35,0.0960148
4,36,0.1527057
4,37,0.3060203
4,38,0.2670464
4,39,0.1059616
4,40,0.0471122
4,41,1.2904964
5,1,2.1038502
5,2,1.5770746
5,3,3.1801628
5,4,0.1528299
5,5,1.0925713
5,6,1.4567617
5,7,1.0242856
5,8,0.162585
5,9,6.9879036
5,10,0.4584898
5,11,9.3258766
5,12,0.2497306
5,13,4.7312241
5,14,5.804285
5,15,2.1753876
5,16,2.7151697
5,17,2.1176046
5,18,2.0617405
5,19,2.6845388
5,20,1.999568
5,21,5.3550301
5,22,2.7183239
5,23,1.2461816
5,24,7.0166168
5,25,0.4774147
5,26,0.9414973
5,27,1.4529246
5,28,2.1506422
5,30,0.9212392
5,31,2.8745682
5,32,1.916975
5,33,0.8325654
5,34,4.72342
5,35,0.6870843
5,36,1.0927664
5,37,2.1898901
5,38,1.9109917
5,39,0.758264
5,40,0.3371363
5,41,9.2348289
6,1,2.8044384
6,2,2.1022451
6,3,4.2391666
6,4,0.2037227
6,5,1.4564008
6,6,1.9418676
6,7,1.3653757
6,8,0.2167263
6,9,9.3148964
6,10,0.6111682
6,11,12.4314209
6,12,0.3328916
6,13,6.3067356
6,14,7.7371292
6,15,2.899798
6,16,3.6193295
6,17,2.8227734
6,18,2.7483063
6,19,3.5784981
6,20,2.6654301
6,21,7.1382706
6,22,3.6235336
6,23,1.6611637
6,24,9.3531708
6,25,0.6363952
6,26,1.2550187
6,27,1.9367529
6,28,2.8668123
6,30,1.2280146
6,31,3.8318081
6,32,2.5553333
6,33,1.1098122
6,34,6.2963326
6,35,0.9158854
6,36,1.4566608
6,37,2.9191301
6,38,2.5473577
6,39,1.0107681
6,40,0.4494037
6,41,12.310054
7,1,1.9683197
7,2,1.4754791
7,3,2.975296
7,4,0.1429846
7,5,1.0221876
7,6,1.3629169
7,7,0.9583009
7,8,0.1521113
7,9,6.5377419
7,10,0.4289537
7,11,8.7251015
7,12,0.2336429
7,13,4.4264374
7,14,5.4303719
7,15,2.0352486
7,16,2.5402578
7,17,1.9811882
7,18,1.9289228
7,19,2.5116003
7,20,1.8707554
7,21,5.0100578
7,22,2.5432089
7,23,1.1659023
7,24,6.5646049
7,25,0.4466595
7,26,0.8808458
7,27,1.3593269
7,28,2.0120974
7,30,0.8618928
7,31,2.6893879
7,32,1.793483
7,33,0.7789313
7,34,4.419136
7,35,0.6428222
7,36,1.0223701
7,37,2.0488169
7,38,1.7878853
7,39,0.7094165
7,40,0.3154179
7,41,8.6399193
8,1,0.3127626
8,2,0.2344511
8,3,0.4727695
8,4,0.02272
8,5,0.1624239
8,6,0.2165652
8,7,0.1522724
8,8,0.0241702
8,9,1.0388361
8,10,0.06816
8,11,1.3864038
8,12,0.0371255
8,13,0.7033534
8,14,0.8628769
8,15,0.3233975
8,16,0.4036427
8,17,0.3148074
8,18,0.3065026
8,19,0.399089
8,20,0.2972599
8,21,0.7960897
8,22,0.4041116
8,23,0.1852599
8,24,1.0431046
8,25,0.0709734
8,26,0.1399649
8,27,0.2159947
8,28,0.3197188
8,30,0.1369533
8,31,0.4273392
8,32,0.2849814
8,33,0.1237709
8,34,0.7021932
8,35,0.1021433
8,36,0.1624529
8,37,0.3255535
8,38,0.2840919
8,39,0.1127251
8,40,0.0501194
8,41,1.3728685
9,1,1.4929204
9,2,1.1191134
9,3,2.2566864
9,4,0.1084502
9,5,0.7753033
9,6,1.0337378
9,7,0.7268469
9,8,0.1153725
9,9,4.9587109
9,10,0.3253505
9,11,6.6177673
9,12,0.1772122
9,13,3.3573402
9,14,4.1187988
9,15,1.5436843
9,16,1.926721
9,17,1.5026809
9,18,1.4630389
9,19,1.9049849
9,20,1.4189204
9,21,3.8000015
9,22,1.9289593
9,23,0.8843073
9,24,4.9790859
9,25,0.3387799
9,26,0.6680992
9,27,1.0310149
9,28,1.5261247
9,30,0.6537238
9,31,2.0398323
9,32,1.3603113
9,33,0.5907996
9,34,3.3518024
9,35,0.4875643
9,36,0.7754417
9,37,1.5539756
9,38,1.3560655
9,39,0.5380744
9,40,0.2392365
9,41,6.5531593
10,1,0.097999
10,2,0.0734614
10,3,0.1481344
10,4,0.0071189
10,5,0.0508928
10,6,0.0678571
10,7,0.047712
10,8,0.0075733
10,9,0.325502
10,10,0.0213568
10,11,0.4344065
10,12,0.0116326
10,13,0.2203841
10,14,0.2703681
10,15,0.1013312
10,16,0.1264747
10,17,0.0986397
10,18,0.0960375
10,19,0.1250479
10,20,0.0931414
10,21,0.2494414
10,22,0.1266216
10,23,0.0580481
10,24,0.3268394
10,25,0.0222383
10,26,0.0438557
10,27,0.0676784
10,28,0.1001786
10,30,0.042912
10,31,0.1338996
10,32,0.0892942
10,33,0.0387815
10,34,0.2200206
10,35,0.0320049
10,36,0.0509019
10,37,0.1020068
10,38,0.0890155
10,39,0.0353205
10,40,0.0157041
10,41,0.4301655
11,1,1.9912556
