o_zone_id,d_zone_id,volume
1,1,2.02565935
1,2,1.5184619
1,3,3.0619705
1,4,0.1471499
1,5,1.05196535
1,6,1.4026204
1,7,0.9862175
1,8,0.15654245
1,9,6.7281952
1,10,0.44144975
1,11,8.9792755
1,12,0.24044925
1,13,4.5553856
1,14,5.58856585
1,15,2.0945381
1,16,2.61425915
1,17,2.03890285
1,18,1.98511485
1,19,2.5847666
1,20,1.9252531
1,21,5.15600775
1,22,2.61729585
1,23,1.1998666
1,24,6.7558403
1,25,0.4596713
1,26,0.90650605
1,27,1.39892595
1,28,2.07071245
1,30,0.88700085
1,31,2.7677334
1,32,1.84572965
1,33,0.8016227
1,34,4.5478714
1,35,0.6615484
1,36,1.0521532
1,37,2.1085018
1,38,1.8399687
1,39,0.73008275
1,40,0.32460645
1,41,8.8916115
2,1,1.5168988
2,2,1.137088
2,3,2.29293215
2,4,0.11019205
2,5,0.7877558
2,6,1.05034115
2,7,0.7385211
2,8,0.11722555
2,9,5.03835485
2,10,0.3305761
2,11,6.72405855
2,12,0.1800585
2,13,3.41126405
2,14,4.18495295
2,15,1.5684781
2,16,1.95766695
2,17,1.5268161
2,18,1.48653735
2,19,1.9355818
2,20,1.4417104
2,21,3.86103515
2,22,1.9599411
2,23,0.89851055
2,24,5.05905725
2,25,0.3442212
2,26,0.67882985
2,27,1.0475745
2,28,1.5506364
2,30,0.66422355
2,31,2.072595
2,32,1.3821599
2,33,0.6002887
2,34,3.405637
2,35,0.4953953
2,36,0.7878965
2,37,1.57893465
2,38,1.37784585
2,39,0.5467166
2,40,0.4
2,41,6.65841215
3,1,3.0588188
3,2,2.29293215
3,3,4.62368585
3,4,0.22220165
3,5,1.58850555
3,6,2.11800745
3,7,1.48922395
3,8,0.23638475
3,9,10.15981675
3,10,0.666605
3,11,13.55903015
3,12,0.363087
3,13,6.8787964
3,14,8.43893585
3,15,3.16282805
3,16,3.94762535
3,17,3.0788168
3,18,2.997595
3,19,3.90309065
3,20,2.9072016
3,21,7.78575745
3,22,3.952211
3,23,1.81184175
3,24,10.2015625
3,25,0.6941202
3,26,1.3688569
3,27,2.11242865
3,28,3.1268503
3,30,1.33940325
3,31,4.179377
3,32,2.78711815
3,33,1.21047905
3,34,6.86744995
3,35,0.998962
3,36,1.5887892
3,37,3.1839136
3,38,2.7784191
3,39,1.10245125
3,40,0.49016745
3,41,13.42665405
4,1,0.14699845
4,2,0.11019205
4,3,0.22220165
4,4,0.0106784
4,5,0.0763392
4,6,0.10178565
4,7,0.071568
4,8,0.01136
4,9,0.48825295
4,10,0.0320352
4,11,0.6516098
4,12,0.01744895
4,13,0.3305761
4,14,0.40555215
4,15,0.15199685
4,16,0.18971205
4,17,0.1479595
4,18,0.1440562
4,19,0.18757185
4,20,0.13971215
4,21,0.37416215
4,22,0.18993245
4,23,0.08707215
4,24,0.4902591
4,25,0.0333575
4,26,0.0657835
4,27,0.10151755
4,28,0.15026785
4,30,0.06436805
4,31,0.2008494
4,32,0.13394125
4,33,0.0581723
4,34,0.3300308
4,35,0.0480074
4,36,0.07635285
4,37,0.15301015
4,38,0.1335232
4,39,0.0529808
4,40,0.0235561
4,41,0.6452482
5,1,1.0519251
5,2,0.7885373
5,3,1.5900814
5,4,0.07641495
5,5,0.54628565
5,6,0.72838085
5,7,0.5121428
5,8,0.0812925
5,9,3.4939518
5,10,0.2292449
5,11,4.6629383
5,12,0.1248653
5,13,2.36561205
5,14,2.9021425
5,15,1.0876938
5,16,1.35758485
5,17,1.0588023
5,18,1.03087025
5,19,1.3422694
5,20,0.999784
5,21,2.67751505
5,22,1.35916195
5,23,0.6230908
5,24,3.5083084
5,25,0.23870735
5,26,0.47074865
5,27,0.7264623
5,28,1.0753211
5,30,0.4606196
5,31,1.4372841
5,32,0.9584875
5,33,0.4162827
5,34,2.36171
5,35,0.34354215
5,36,0.5463832
5,37,1.09494505
5,38,0.95549585
5,39,0.379132
5,40,0.16856815
5,41,4.61741445
6,1,1.4022192
6,2,1.05112255
6,3,2.1195833
6,4,0.10186135
6,5,0.7282004
6,6,0.9709338
6,7,0.68268785
6,8,0.10836315
6,9,4.6574482
6,10,0.3055841
6,11,6.21571045
6,12,0.1664458
6,13,3.1533678
6,14,3.8685646
6,15,1.449899
6,16,1.80966475
6,17,1.4113867
6,18,1.37415315
6,19,1.78924905
