link_seq_id,link_id,link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,Vam_25nb_auto,Vmd_25nb_auto,Vpm_25nb_auto,VAB_am_25nb_auto,VAB_md_25nb_auto,VAB_pm_25nb_auto,VBA_am_25nb_auto,VBA_md_25nb_auto,VBA_pm_25nb_auto,MEUVABam25nbauto,capABam25nbauto,PENABam25nbauto,DOCABam25nbauto,TTABam_25nb_auto,MEUVABmd25nbauto,capABmd25nbauto,PENABmd25nbauto,DOCABmd25nbauto,TTABmd_25nb_auto,MEUVABpm25nbauto,capABpm25nbauto,PENABpm25nbauto,DOCABpm25nbauto,TTABpm_25nb_auto,MEUVBAam25nbauto,capBAam25nbauto,PENBAam25nbauto,DOCBAam25nbauto,TTBAam_25nb_auto,MEUVBAmd25nbauto,capBAmd25nbauto,PENBAmd25nbauto,DOCBAmd25nbauto,TTBAmd_25nb_auto,MEUVBApm25nbauto,capBApm25nbauto,PENBApm25nbauto,DOCBApm25nbauto,TTBApm_25nb_auto,
1,1,motorway,1,2,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",6.000000,3.729024,6.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,4683.8,3063.0,11392.4,4683.8,3063.0,11392.4,,,,4683.8,25900.2,0.0,0.181,6.001,3063.0,25900.2,0.0,0.118,6.000,11392.4,25900.2,0.0,0.440,6.034,,,,,,,,,,,,,
2,2,motorway,1,3,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,8304.3,5577.0,16820.5,8304.3,5577.0,16820.5,,,,8304.3,23403.5,0.0,0.355,4.010,5577.0,23403.5,0.0,0.238,4.002,16820.5,23403.5,0.0,0.719,4.160,,,,,,,,,,,,,
3,3,motorway,2,1,"LINESTRING (-96.711219 43.606076, -96.770389 43.613091)",6.000000,3.729024,6.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,4704.3,3057.7,11420.5,4704.3,3057.7,11420.5,,,,4704.3,25900.2,0.0,0.182,6.001,3057.7,25900.2,0.0,0.118,6.000,11420.5,25900.2,0.0,0.441,6.034,,,,,,,,,,,,,
4,4,motorway,2,6,"LINESTRING (-96.711515 43.605819, -96.711909 43.587591)",5.000000,3.107520,5.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,5954.0,4503.0,9892.4,5954.0,4503.0,9892.4,,,,5954.0,4958.2,0.0,1.201,6.560,4503.0,4958.2,0.0,0.908,5.510,9892.4,4958.2,0.0,1.995,16.884,,,,,,,,,,,,,
5,5,motorway,3,1,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,8283.8,5582.3,16792.4,8283.8,5582.3,16792.4,,,,8283.8,23403.5,0.0,0.354,4.009,5582.3,23403.5,0.0,0.239,4.002,16792.4,23403.5,0.0,0.718,4.159,,,,,,,,,,,,,
6,6,motorway,3,4,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,14419.7,10171.9,26170.3,14419.7,10171.9,26170.3,,,,14419.7,17110.5,0.0,0.843,4.303,10171.9,17110.5,0.0,0.594,4.075,26170.3,17110.5,0.0,1.529,7.283,,,,,,,,,,,,,
7,7,motorway,3,12,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,10442.1,6717.3,21381.9,10442.1,6717.3,21381.9,,,,10442.1,23403.5,0.0,0.446,4.024,6717.3,23403.5,0.0,0.287,4.004,21381.9,23403.5,0.0,0.914,4.418,,,,,,,,,,,,,
8,8,motorway,4,3,"LINESTRING (-96.747083 43.563904, -96.774217 43.573212)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,14467.5,10219.6,26161.4,14467.5,10219.6,26161.4,,,,14467.5,17110.5,0.0,0.846,4.307,10219.6,17110.5,0.0,0.597,4.076,26161.4,17110.5,0.0,1.529,7.279,,,,,,,,,,,,,
9,9,motorway,4,5,"LINESTRING (-96.747162 43.563389, -96.731563 43.563769)",2.000000,1.243008,2.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,18413.1,13362.2,28163.9,18413.1,13362.2,28163.9,,,,18413.1,17782.8,0.0,1.035,2.345,13362.2,17782.8,0.0,0.751,2.096,28163.9,17782.8,0.0,1.584,3.888,,,,,,,,,,,,,
10,10,motorway,4,11,"LINESTRING (-96.747433 43.563649, -96.747105 43.544126)",6.000000,3.729024,6.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,5173.2,4153.0,9217.6,5173.2,4153.0,9217.6,,,,5173.2,4908.8,0.0,1.054,7.110,4153.0,4908.8,0.0,0.846,6.461,9217.6,4908.8,0.0,1.878,17.189,,,,,,,,,,,,,
