node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
1,ABE,-76.163260,39.508447,,,0,"POINT (-76.163260 39.508447)"
2,ABQ,-106.648024,35.083457,,,0,"POINT (-106.648024 35.083457)"
3,ACA,-121.816024,38.017700,,,0,"POINT (-121.816024 38.017700)"
4,ADM,-97.125510,34.172465,,,0,"POINT (-97.125510 34.172465)"
5,AKY,-82.639603,38.480875,,,0,"POINT (-82.639603 38.480875)"
6,ALB,-73.741147,42.641029,,,0,"POINT (-73.741147 42.641029)"
7,ALC,-81.092904,40.921275,,,0,"POINT (-81.092904 40.921275)"
8,ALD,-80.644856,37.724277,,,0,"POINT (-80.644856 37.724277)"
9,ALI,-84.755814,42.247196,,,0,"POINT (-84.755814 42.247196)"
10,ALN,-90.136276,38.904723,,,0,"POINT (-90.136276 38.904723)"
11,ALP,-103.661513,30.357302,,,0,"POINT (-103.661513 30.357302)"
12,ALT,-78.401620,40.514475,,,0,"POINT (-78.401620 40.514475)"
13,ALX,-77.062330,38.806503,,,0,"POINT (-77.062330 38.806503)"
14,ALY,-123.102774,44.630464,,,0,"POINT (-123.102774 44.630464)"
15,AMM,-72.511567,42.375315,,,0,"POINT (-72.511567 42.375315)"
16,AMS,-74.219500,42.953719,,,0,"POINT (-74.219500 42.953719)"
17,ANA,-117.882263,33.803507,,,0,"POINT (-117.882263 33.803507)"
18,ARB,-83.743154,42.287692,,,0,"POINT (-83.743154 42.287692)"
19,ARD,-75.290399,40.008278,,,0,"POINT (-75.290399 40.008278)"
20,ARK,-93.053284,34.113919,,,0,"POINT (-93.053284 34.113919)"
21,ARN,-121.083187,38.903638,,,0,"POINT (-121.083187 38.903638)"
22,ASD,-77.481304,37.759596,,,0,"POINT (-77.481304 37.759596)"
23,AST,-79.855712,43.313413,,,0,"POINT (-79.855712 43.313413)"
24,ATL,-84.392477,33.799445,,,0,"POINT (-84.392477 33.799445)"
25,ATN,-85.832145,33.649112,,,0,"POINT (-85.832145 33.649112)"
26,AUS,-97.756940,30.269449,,,0,"POINT (-97.756940 30.269449)"
27,BAL,-76.615688,39.307302,,,0,"POINT (-76.615688 39.307302)"
28,BAM,-86.111646,42.314519,,,0,"POINT (-86.111646 42.314519)"
29,BAR,-117.025435,34.904820,,,0,"POINT (-117.025435 34.904820)"
30,BBY,-71.075828,42.347317,,,0,"POINT (-71.075828 42.347317)"
31,BCV,-77.298790,38.797271,,,0,"POINT (-77.298790 38.797271)"
32,BEL,-122.511255,48.720263,,,0,"POINT (-122.511255 48.720263)"
33,BEN,-110.296904,31.968758,,,0,"POINT (-110.296904 31.968758)"
34,BER,-72.765274,41.635595,,,0,"POINT (-72.765274 41.635595)"
35,BFD,-119.008210,35.372140,,,0,"POINT (-119.008210 35.372140)"
36,BFX,-78.873748,42.878449,,,0,"POINT (-78.873748 42.878449)"
37,BHM,-86.807364,33.512467,,,0,"POINT (-86.807364 33.512467)"
38,BKY,-122.300707,37.867254,,,0,"POINT (-122.300707 37.867254)"
39,BLF,-72.444597,43.136540,,,0,"POINT (-72.444597 43.136540)"
40,BMM,-83.194198,42.545509,,,0,"POINT (-83.194198 42.545509)"
41,BMT,-94.127367,30.076458,,,0,"POINT (-94.127367 30.076458)"
42,BNC,-79.434531,36.094225,,,0,"POINT (-79.434531 36.094225)"
43,BNG,-121.468730,45.715020,,,0,"POINT (-121.468730 45.715020)"
44,BNL,-88.984306,40.509010,,,0,"POINT (-88.984306 40.509010)"
45,BON,-71.061122,42.366235,,,0,"POINT (-71.061122 42.366235)"
46,BOS,-71.055304,42.352311,,,0,"POINT (-71.055304 42.352311)"
47,BRA,-72.556497,42.850849,,,0,"POINT (-72.556497 42.850849)"
48,BRH,-90.441070,31.582961,,,0,"POINT (-90.441070 31.582961)"
49,BRK,-69.965541,43.911388,,,0,"POINT (-69.965541 43.911388)"
50,BRL,-91.101951,40.805788,,,0,"POINT (-91.101951 40.805788)"
51,BRO,-113.013151,48.534067,,,0,"POINT (-113.013151 48.534067)"
52,BRP,-73.187539,41.178006,,,0,"POINT (-73.187539 41.178006)"
53,BTL,-85.187825,42.318453,,,0,"POINT (-85.187825 42.318453)"
54,BUF,-78.726584,42.907017,,,0,"POINT (-78.726584 42.907017)"
55,BUR,-118.353767,34.193072,,,0,"POINT (-118.353767 34.193072)"
56,BWI,-76.694300,39.192362,,,0,"POINT (-76.694300 39.192362)"
57,BYN,-84.551799,41.480319,,,0,"POINT (-84.551799 41.480319)"
58,CAM,-80.625190,34.248157,,,0,"POINT (-80.625190 34.248157)"
59,CBN,-79.058357,43.109235,,,0,"POINT (-79.058357 43.109235)"
60,CBR,-97.382333,32.349743,,,0,"POINT (-97.382333 32.349743)"
61,CBS,-89.012609,43.340611,,,0,"POINT (-89.012609 43.340611)"
62,CBV,-117.350730,33.160989,,,0,"POINT (-117.350730 33.160989)"
63,CDL,-89.216628,37.724235,,,0,"POINT (-89.216628 37.724235)"
64,CEN,-89.136118,38.527531,,,0,"POINT (-89.136118 38.527531)"
65,CHI,-87.639443,41.878684,,,0,"POINT (-87.639443 41.878684)"
66,CHM,-88.241366,40.115843,,,0,"POINT (-88.241366 40.115843)"
67,CHS,-79.998002,32.874866,,,0,"POINT (-79.998002 32.874866)"
68,CHW,-81.638494,38.346368,,,0,"POINT (-81.638494 38.346368)"
69,CIC,-121.845861,39.723259,,,0,"POINT (-121.845861 39.723259)"
70,CIN,-84.537061,39.109927,,,0,"POINT (-84.537061 39.109927)"
71,CLA,-72.377644,43.368330,,,0,"POINT (-72.377644 43.368330)"
72,CLB,-81.040490,33.994297,,,0,"POINT (-81.040490 33.994297)"
73,CLE,-81.696172,41.505787,,,0,"POINT (-81.696172 41.505787)"
74,CLF,-79.827363,37.814521,,,0,"POINT (-79.827363 37.814521)"
75,CLP,-77.993421,38.472360,,,0,"POINT (-77.993421 38.472360)"
76,CLT,-80.822812,35.241403,,,0,"POINT (-80.822812 35.241403)"
77,CML,-119.034114,34.215933,,,0,"POINT (-119.034114 34.215933)"
78,CMO,-121.781594,43.216784,,,0,"POINT (-121.781594 43.216784)"
79,CNV,-73.171337,43.613382,,,0,"POINT (-73.171337 43.613382)"
80,COC,-119.557050,36.098516,,,0,"POINT (-119.557050 36.098516)"
81,COI,-85.133380,39.645969,,,0,"POINT (-85.133380 39.645969)"
82,COT,-75.820929,39.985688,,,0,"POINT (-75.820929 39.985688)"
83,COV,-79.592813,40.020282,,,0,"POINT (-79.592813 40.020282)"
84,COX,-120.952913,39.098874,,,0,"POINT (-120.952913 39.098874)"
85,CPN,-119.522975,34.396780,,,0,"POINT (-119.522975 34.396780)"
86,CRF,-86.899187,40.044705,,,0,"POINT (-86.899187 40.044705)"
87,CRN,-94.361617,41.056920,,,0,"POINT (-94.361617 41.056920)"
88,CRT,-73.882394,41.189903,,,0,"POINT (-73.882394 41.189903)"
89,CRV,-89.889276,39.279295,,,0,"POINT (-89.889276 39.279295)"
90,CSN,-82.832501,34.691115,,,0,"POINT (-82.832501 34.691115)"
91,CTL,-122.953062,46.717470,,,0,"POINT (-122.953062 46.717470)"
92,CUM,-78.758000,39.650628,,,0,"POINT (-78.758000 39.650628)"
93,CUT,-112.331584,48.638364,,,0,"POINT (-112.331584 48.638364)"
94,CVS,-78.491684,38.031484,,,0,"POINT (-78.491684 38.031484)"
95,CWH,-74.952187,40.071663,,,0,"POINT (-74.952187 40.071663)"
96,CWT,-118.599417,34.253205,,,0,"POINT (-118.599417 34.253205)"
97,CYN,-78.782246,35.788294,,,0,"POINT (-78.782246 35.788294)"
98,DAL,-96.807235,32.776094,,,0,"POINT (-96.807235 32.776094)"
99,DAN,-79.383968,36.584090,,,0,"POINT (-79.383968 36.584090)"
100,DAV,-121.737707,38.543562,,,0,"POINT (-121.737707 38.543562)"
101,DDG,-100.016961,37.752306,,,0,"POINT (-100.016961 37.752306)"
102,DEM,-107.754346,32.271770,,,0,"POINT (-107.754346 32.271770)"
103,DEN,-104.999929,39.752959,,,0,"POINT (-104.999929 39.752959)"
104,DER,-83.198735,42.312406,,,0,"POINT (-83.198735 42.312406)"
105,DET,-83.072397,42.368097,,,0,"POINT (-83.072397 42.368097)"
106,DFB,-80.122147,26.317069,,,0,"POINT (-80.122147 26.317069)"
107,DHM,-70.936013,43.139328,,,0,"POINT (-70.936013 43.139328)"
108,DIL,-79.372301,34.417647,,,0,"POINT (-79.372301 34.417647)"
109,DLB,-80.091154,26.454021,,,0,"POINT (-80.091154 26.454021)"
110,DLD,-81.352477,29.017849,,,0,"POINT (-81.352477 29.017849)"
111,DLK,-95.845998,46.819692,,,0,"POINT (-95.845998 46.819692)"
112,DNC,-78.907129,35.997240,,,0,"POINT (-78.907129 35.997240)"
113,DNK,-81.143635,33.326184,,,0,"POINT (-81.143635 33.326184)"
114,DOA,-86.109041,41.980941,,,0,"POINT (-86.109041 41.980941)"
115,DOV,-70.878361,43.197968,,,0,"POINT (-70.878361 43.197968)"
116,DOW,-75.710775,40.002193,,,0,"POINT (-75.710775 40.002193)"
117,DQN,-89.240254,38.012328,,,0,"POINT (-89.240254 38.012328)"
118,DRD,-83.982320,42.909495,,,0,"POINT (-83.982320 42.909495)"
119,DRT,-100.902662,29.362202,,,0,"POINT (-100.902662 29.362202)"
120,DUN,-122.270587,41.211127,,,0,"POINT (-122.270587 41.211127)"
121,DVL,-98.861372,48.110468,,,0,"POINT (-98.861372 48.110468)"
122,DWT,-88.427884,41.092981,,,0,"POINT (-88.427884 41.092981)"
123,DYE,-87.518076,41.515413,,,0,"POINT (-87.518076 41.515413)"
124,EDM,-122.384141,47.811081,,,0,"POINT (-122.384141 47.811081)"
125,EFG,-88.547110,39.117059,,,0,"POINT (-88.547110 39.117059)"
126,EKH,-85.971848,41.680748,,,0,"POINT (-85.971848 41.680748)"
127,ELK,-115.750530,40.836483,,,0,"POINT (-115.750530 40.836483)"
128,ELP,-106.495644,31.757346,,,0,"POINT (-106.495644 31.757346)"
129,ELT,-76.612234,40.147028,,,0,"POINT (-76.612234 40.147028)"
130,ELY,-82.096685,41.370033,,,0,"POINT (-82.096685 41.370033)"
