Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/30/2010 00:00,400009,19,0.0043,71.5
03/30/2010 00:00,400126,19,0.006,71.3
03/30/2010 00:00,400176,45,0.0126,71.8
03/30/2010 00:00,400367,46,0.0148,71.5
03/30/2010 00:00,400432,50,0.0125,71.2
03/30/2010 00:00,400679,50,0.016,71.1
03/30/2010 00:00,400691,20,0.0054,72.2
03/30/2010 00:00,400728,19,0.0049,71.8
03/30/2010 00:00,400803,21,0.0061,72.4
03/30/2010 00:00,400808,44,0.0149,70.8
03/30/2010 00:00,401198,43,0.0136,71.2
03/30/2010 00:00,401242,19,0.0056,72.1
03/30/2010 00:05,400009,29,0.0072,70.6
03/30/2010 00:05,400126,27,0.0095,70
03/30/2010 00:05,400176,37,0.0113,70.8
03/30/2010 00:05,400367,43,0.0134,69.4
03/30/2010 00:05,400432,43,0.0124,69.1
03/30/2010 00:05,400679,46,0.0155,68.6
03/30/2010 00:05,400691,27,0.0082,70.4
03/30/2010 00:05,400728,21,0.0064,70.8
03/30/2010 00:05,400803,19,0.0063,69.4
03/30/2010 00:05,400808,27,0.0093,66.6
03/30/2010 00:05,401198,40,0.0129,69.1
03/30/2010 00:05,401242,26,0.0088,69.7
03/30/2010 00:10,400009,21,0.0064,70.2
03/30/2010 00:10,400126,26,0.0095,68.8
03/30/2010 00:10,400176,38,0.0174,68
03/30/2010 00:10,400367,41,0.0127,69
03/30/2010 00:10,400432,49,0.0136,69
03/30/2010 00:10,400679,46,0.0163,68
03/30/2010 00:10,400691,24,0.0074,69.7
03/30/2010 00:10,400728,19,0.0054,70.6
03/30/2010 00:10,400803,19,0.0061,67.2
03/30/2010 00:10,400808,29,0.0086,65.4
03/30/2010 00:10,401198,51,0.0162,68.3
03/30/2010 00:10,401242,22,0.0077,68.8
03/30/2010 00:15,400009,17,0.0039,69.7
03/30/2010 00:15,400126,19,0.0055,67.7
03/30/2010 00:15,400176,38,0.0131,68.1
