Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/17/2010 00:00,400009,35,0.0103,68.9
03/17/2010 00:00,400126,24,0.0082,70.6
03/17/2010 00:00,400176,52,0.0139,71.3
03/17/2010 00:00,400367,48,0.0148,70.4
03/17/2010 00:00,400432,53,0.015,68.3
03/17/2010 00:00,400679,57,0.0173,70.6
03/17/2010 00:00,400691,20,0.0067,71.8
03/17/2010 00:00,400728,19,0.0054,71.2
03/17/2010 00:00,400803,23,0.0066,71.7
03/17/2010 00:00,400808,47,0.014,70.1
03/17/2010 00:00,401198,54,0.0167,70.6
03/17/2010 00:00,401242,20,0.0061,70.2
03/17/2010 00:05,400009,42,0.0143,67.4
03/17/2010 00:05,400126,33,0.0111,70.9
03/17/2010 00:05,400176,45,0.0136,70.7
03/17/2010 00:05,400367,54,0.0176,69.5
03/17/2010 00:05,400432,52,0.0165,67.5
03/17/2010 00:05,400679,50,0.0171,68.6
03/17/2010 00:05,400691,25,0.0085,71
03/17/2010 00:05,400728,33,0.0097,70.7
03/17/2010 00:05,400803,29,0.0092,69.1
03/17/2010 00:05,400808,52,0.0189,65.4
03/17/2010 00:05,401198,50,0.017,69.2
03/17/2010 00:05,401242,33,0.0104,70.4
03/17/2010 00:10,400009,38,0.0135,66.3
03/17/2010 00:10,400126,36,0.0116,69.1
03/17/2010 00:10,400176,48,0.0139,70
03/17/2010 00:10,400367,49,0.0148,68.5
03/17/2010 00:10,400432,50,0.0159,67
03/17/2010 00:10,400679,54,0.0166,67.6
03/17/2010 00:10,400691,30,0.0104,69.6
03/17/2010 00:10,400728,28,0.0087,69.6
03/17/2010 00:10,400803,28,0.0104,65.2
03/17/2010 00:10,400808,50,0.0147,62.2
03/17/2010 00:10,401198,50,0.0167,67.9
03/17/2010 00:10,401242,31,0.011,68.8
03/17/2010 00:15,400009,38,0.0128,65.1
03/17/2010 00:15,400126,29,0.0109,67.4
03/17/2010 00:15,400176,49,0.0143,68.7
03/17/2010 00:15,400367,45,0.0145,66.6
03/17/2010 00:15,400432,43,0.015,66.6
03/17/2010 00:15,400679,47,0.0153,65.3
03/17/2010 00:15,400691,25,0.0099,67.1
03/17/2010 00:15,400728,21,0.008,67.5
03/17/2010 00:15,400803,27,0.0108,61.8
03/17/2010 00:15,400808,47,0.0163,58.8
03/17/2010 00:15,401198,49,0.0155,66.7
03/17/2010 00:15,401242,23,0.0094,66.7
03/17/2010 00:20,400009,42,0.0117,65.1
03/17/2010 00:20,400126,25,0.0089,67.6
03/17/2010 00:20,400176,51,0.0143,68.6
03/17/2010 00:20,400367,48,0.016,65.6
03/17/2010 00:20,400432,48,0.0134,66.4
03/17/2010 00:20,400679,55,0.0181,64.9
03/17/2010 00:20,400691,24,0.0073,66.8
03/17/2010 00:20,400728,21,0.0051,69.1
03/17/2010 00:20,400803,22,0.0087,60
03/17/2010 00:20,400808,49,0.0167,55.4
03/17/2010 00:20,401198,55,0.0175,66.3
03/17/2010 00:20,401242,25,0.0079,67.9
03/17/2010 00:25,400009,37,0.012,64.9
03/17/2010 00:25,400126,31,0.0101,66
03/17/2010 00:25,400176,38,0.0116,67.4
03/17/2010 00:25,400367,39,0.0132,64.2
03/17/2010 00:25,400432,46,0.0146,66.2
03/17/2010 00:25,400679,43,0.015,63.2
03/17/2010 00:25,400691,29,0.0083,67.5
03/17/2010 00:25,400728,24,0.0068,68.4
03/17/2010 00:25,400803,28,0.0093,59.1
03/17/2010 00:25,400808,41,0.0147,52.4
03/17/2010 00:25,401198,42,0.0136,64.1
03/17/2010 00:25,401242,25,0.0076,66.5
03/17/2010 00:30,400009,30,0.009,65.3
03/17/2010 00:30,400126,21,0.0076,66.7
03/17/2010 00:30,400176,31,0.0084,66.5
03/17/2010 00:30,400367,27,0.0071,64.3
03/17/2010 00:30,400432,35,0.0118,65.7
03/17/2010 00:30,400679,29,0.0084,61.8
03/17/2010 00:30,400691,20,0.0064,66.2
03/17/2010 00:30,400728,19,0.0058,68.7
03/17/2010 00:30,400803,24,0.0076,56
03/17/2010 00:30,400808,30,0.0081,51.4
03/17/2010 00:30,401198,30,0.0087,64
