Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/03/2010 00:00,400009,26,0.0071,70.7
03/03/2010 00:00,400126,22,0.0087,71.3
03/03/2010 00:00,400176,38,0.0098,71.5
03/03/2010 00:00,400367,22,0.0055,71.6
03/03/2010 00:00,400432,45,0.0113,70.9
03/03/2010 00:00,400679,50,0.0141,70.5
03/03/2010 00:00,400691,11,0.0033,72.2
03/03/2010 00:00,400728,23,0.0064,71.4
03/03/2010 00:00,400803,15,0.0043,72.4
03/03/2010 00:00,400808,29,0.0093,69.6
03/03/2010 00:00,401198,46,0.0133,70.5
03/03/2010 00:00,401242,24,0.0085,71
03/03/2010 00:05,400009,26,0.0056,71.1
03/03/2010 00:05,400126,28,0.009,70.3
03/03/2010 00:05,400176,40,0.0115,70.3
03/03/2010 00:05,400367,43,0.0124,69.8
03/03/2010 00:05,400432,50,0.0121,71
03/03/2010 00:05,400679,51,0.014,69.9
03/03/2010 00:05,400691,25,0.007,71.8
03/03/2010 00:05,400728,18,0.0049,71
03/03/2010 00:05,400803,16,0.0053,70
03/03/2010 00:05,400808,28,0.0091,67.1
03/03/2010 00:05,401198,47,0.0143,69.9
03/03/2010 00:05,401242,24,0.0066,70.7
03/03/2010 00:10,400009,22,0.0056,71.4
03/03/2010 00:10,400126,20,0.0074,69.3
03/03/2010 00:10,400176,38,0.0103,69.8
03/03/2010 00:10,400367,42,0.0125,68.9
03/03/2010 00:10,400432,45,0.0115,70.4
03/03/2010 00:10,400679,46,0.0148,68.2
03/03/2010 00:10,400691,20,0.0052,70.9
03/03/2010 00:10,400728,19,0.0075,70.6
03/03/2010 00:10,400803,13,0.0036,68.7
03/03/2010 00:10,400808,30,0.0094,65.5
03/03/2010 00:10,401198,43,0.0138,68.3
03/03/2010 00:10,401242,21,0.007,69.9
03/03/2010 00:15,400009,26,0.0056,71.9
03/03/2010 00:15,400126,29,0.0091,68.3
03/03/2010 00:15,400176,37,0.0121,68.7
03/03/2010 00:15,400367,39,0.0131,67.6
03/03/2010 00:15,400432,44,0.0123,69.5
03/03/2010 00:15,400679,41,0.014,66.9
03/03/2010 00:15,400691,26,0.0068,71.3
03/03/2010 00:15,400728,24,0.0062,71.2
03/03/2010 00:15,400803,24,0.0071,65.5
03/03/2010 00:15,400808,37,0.0123,61.9
03/03/2010 00:15,401198,44,0.0148,67.4
03/03/2010 00:15,401242,24,0.0067,70.7
03/03/2010 00:20,400009,21,0.0083,69.8
03/03/2010 00:20,400126,21,0.0083,67.1
03/03/2010 00:20,400176,40,0.0109,68.9
03/03/2010 00:20,400367,23,0.0074,67.8
03/03/2010 00:20,400432,45,0.0122,70
03/03/2010 00:20,400679,54,0.0161,66.8
03/03/2010 00:20,400691,7,0.0017,71.3
03/03/2010 00:20,400728,24,0.0081,69.7
03/03/2010 00:20,400803,18,0.0059,64.6
03/03/2010 00:20,400808,46,0.0154,59.9
03/03/2010 00:20,401198,52,0.0151,66.5
03/03/2010 00:20,401242,24,0.0095,68.8
03/03/2010 00:25,400009,27,0.0077,69.4
