link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,main_node_id,movement_str,NEMA_phase_number,geometry,
,,488,56,,1,1,22.08428,1,65.0,1900.0,,,,"LINESTRING (-77.006422 38.896993, -76.694300 39.192362)"
,,56,27,,1,1,5.73895,1,65.0,1900.0,,,,"LINESTRING (-76.694300 39.192362, -76.615688 39.307302)"
,,27,499,,1,1,73.98476,1,65.0,1900.0,,,,"LINESTRING (-76.615688 39.307302, -75.551095 39.737263)"
,,499,349,,1,1,25.87971,1,65.0,1900.0,,,,"LINESTRING (-75.551095 39.737263, -75.181041 39.955615)"
,,349,323,,1,1,71.72478,1,65.0,1900.0,,,,"LINESTRING (-75.181041 39.955615, -74.164750 40.734706)"
,,323,324,,1,1,11.78288,1,65.0,1900.0,,,,"LINESTRING (-74.164750 40.734706, -73.994459 40.750327)"
,,324,323,,1,1,11.78288,1,65.0,1900.0,,,,"LINESTRING (-73.994459 40.750327, -74.164750 40.734706)"
,,323,281,,1,1,11.82331,1,65.0,1900.0,,,,"LINESTRING (-74.164750 40.734706, -74.329583 40.568056)"
,,281,469,,1,1,30.08384,1,65.0,1900.0,,,,"LINESTRING (-74.329583 40.568056, -74.754440 40.219011)"
,,469,349,,1,1,29.88419,1,65.0,1900.0,,,,"LINESTRING (-74.754440 40.219011, -75.181041 39.955615)"
,,349,499,,1,1,25.87971,1,65.0,1900.0,,,,"LINESTRING (-75.181041 39.955615, -75.551095 39.737263)"
,,499,27,,1,1,73.98476,1,65.0,1900.0,,,,"LINESTRING (-75.551095 39.737263, -76.615688 39.307302)"
,,27,488,,1,1,27.79212,1,65.0,1900.0,,,,"LINESTRING (-76.615688 39.307302, -77.006422 38.896993)"
,,281,349,,1,1,59.93927,1,65.0,1900.0,,,,"LINESTRING (-74.329583 40.568056, -75.181041 39.955615)"
,,323,349,,1,1,71.72478,1,65.0,1900.0,,,,"LINESTRING (-74.164750 40.734706, -75.181041 39.955615)"
,,27,56,,1,1,5.73895,1,65.0,1900.0,,,,"LINESTRING (-76.615688 39.307302, -76.694300 39.192362)"
,,56,488,,1,1,22.08428,1,65.0,1900.0,,,,"LINESTRING (-76.694300 39.192362, -77.006422 38.896993)"
,,488,27,,1,1,27.79212,1,65.0,1900.0,,,,"LINESTRING (-77.006422 38.896993, -76.615688 39.307302)"
,,349,281,,1,1,59.93927,1,65.0,1900.0,,,,"LINESTRING (-75.181041 39.955615, -74.329583 40.568056)"
,,281,323,,1,1,11.82331,1,65.0,1900.0,,,,"LINESTRING (-74.329583 40.568056, -74.164750 40.734706)"
,,349,469,,1,1,29.88419,1,65.0,1900.0,,,,"LINESTRING (-75.181041 39.955615, -74.754440 40.219011)"
,,469,281,,1,1,30.08384,1,65.0,1900.0,,,,"LINESTRING (-74.754440 40.219011, -74.329583 40.568056)"
