route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
66,51,,Acela Express,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664867,CAE4F1,000000
95,51,,Adirondack,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664917,CAE4F1,000000
60,51,,Amtrak Cascades,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245667297,CAE4F1,000000
77,51,,Auto Train,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245666320,CAE4F1,000000
71,51,,Blue Water,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664519,CAE4F1,000000
96,51,,California Zephyr,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1237608341980,CAE4F1,000000
84,51,,Capitol Corridor,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245647487,CAE4F1,000000
53,51,,Capitol Limited,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245652139,CAE4F1,000000
58,51,,Cardinal,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245652448,CAE4F1,000000
72,51,,Carl Sandburg,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664293,CAE4F1,000000
85,51,,Carolinian,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245666474,CAE4F1,000000
62,51,,City Of New Orleans,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245653236,CAE4F1,000000
65,51,,Coast Starlight,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245648567,CAE4F1,000000
89,51,,Crescent,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245668168,CAE4F1,000000
61,51,,Downeaster,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245668499,CAE4F1,000000
75,51,,Empire Builder,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245653623,CAE4F1,000000
74,51,,Empire Service,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245666578,CAE4F1,000000
82,51,,Ethan Allen Express,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245666724,CAE4F1,000000
86,51,,Heartland Flyer,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245668272,CAE4F1,000000
54,51,,Hiawatha Service,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664205,CAE4F1,000000
59,51,,Hoosier State,2,http://www.amtrak.com/servlet/ContentServer/AM_Route_C/1241245652448/1237405732511,CAE4F1,000000
56,51,,Illini,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664293,CAE4F1,000000
93,51,,Illinois Zephyr,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664293,CAE4F1,000000
94,51,,Keystone Service,2,http://www.amtrak.com/servlet/ContentServer/AM_Route_C/1241245666812/1237405732511,CAE4F1,000000
81,51,,Lake Shore Limited,2,http://www.amtrak.com/servlet/ContentServer/AM_Route_C/1241245664423/1237405732511,CAE4F1,000000
76,51,,Lincoln Service,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664293,CAE4F1,000000
68,51,,Maple Leaf,2,http://www.amtrak.com/servlet/ContentServer/AM_Route_C/1241245666862/1237405732511,CAE4F1,000000
83,51,,Missouri River Runner,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664594,CAE4F1,000000
88,51,,Northeast Regional,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245668597,CAE4F1,000000
78,51,,Pacific Surfliner,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245649505,CAE4F1,000000
69,51,,Palmetto,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1237608339450,CAE4F1,000000
64,51,,Pennsylvanian,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245666958,CAE4F1,000000
55,51,,Pere Marquette,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664519,CAE4F1,000000
79,51,,Piedmont,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245666474,CAE4F1,000000
63,51,,Saluki,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245664293,CAE4F1,000000
67,51,,San Joaquin,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245650084,CAE4F1,000000
57,51,,Shuttle,2,http://www.amtrak.com/servlet/ContentServer?c=AM_Route_C&pagename=am%2FLayout&cid=1241245668597,CAE4F1,000000
