agent_id,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,distance
1,1,2,0,0,0,0,p,AM,100.00,0,1,0,0.0,6.0,6.0011,6.0000,
2,1,3,0,0,0,0,p,AM,100.00,0,1,0,0.0,4.0,4.0100,4.0000,
3,1,4,0,0,0,0,p,AM,500.00,0,1,0,0.0,8.3,8.3237,8.0000,
4,1,5,0,0,0,0,p,AM,200.00,0,1,0,0.0,10.7,10.6757,10.0000,
5,1,6,0,0,0,0,p,AM,300.00,0,1,0,0.0,12.5,12.4623,11.0000,
6,1,7,0,0,0,0,p,AM,500.00,0,1,0,0.0,33.2,33.1904,16.0000,
7,1,7,0,0,1,0,p,AM,0.00,0,1,0,0.0,40.9,40.8869,28.0000,
8,1,7,0,0,2,0,p,AM,0.00,0,1,0,0.0,43.7,43.6913,23.0000,
9,1,8,0,0,0,0,p,AM,800.00,0,1,0,0.0,27.6,27.6444,13.0000,
10,1,8,0,0,1,0,p,AM,0.00,0,1,0,0.0,35.3,35.3409,25.0000,
11,1,9,0,0,0,0,p,AM,500.00,0,1,0,0.0,20.4,20.4234,15.0000,
12,1,9,0,0,1,0,p,AM,0.00,0,1,0,0.0,39.7,39.7492,22.0000,
13,1,10,0,0,0,0,p,AM,1300.00,0,1,0,0.0,26.1,26.1172,18.0000,
14,1,10,0,0,2,0,p,AM,0.00,0,1,0,0.0,27.5,27.5321,19.0000,
15,1,10,0,0,1,0,p,AM,0.00,0,1,0,0.0,34.0,34.0118,19.0000,
16,1,11,0,0,0,0,p,AM,500.00,0,1,0,0.0,15.4,15.4155,14.0000,
17,1,11,0,0,1,0,p,AM,0.00,0,1,0,0.0,21.9,21.8952,14.0000,
18,1,12,0,0,0,0,p,AM,200.00,0,1,0,0.0,8.0,8.0341,8.0000,
19,1,13,0,0,0,0,p,AM,500.00,0,1,0,0.0,11.1,11.0621,11.0000,
20,1,14,0,0,0,0,p,AM,300.00,0,1,0,0.0,29.2,29.1705,18.0000,
21,1,14,0,0,2,0,p,AM,0.00,0,1,0,0.0,35.7,35.6502,18.0000,
22,1,14,0,0,1,0,p,AM,0.00,0,1,0,0.0,40.7,40.7415,21.0000,
23,1,15,0,0,1,0,p,AM,500.00,0,1,0,0.0,39.8,39.8391,24.0000,
24,1,15,0,0,3,0,p,AM,0.00,0,1,0,0.0,41.3,41.2540,25.0000,
25,1,15,0,0,0,0,p,AM,0.00,0,1,0,0.0,41.2,41.2162,23.0000,
26,1,15,0,0,2,0,p,AM,0.00,0,1,0,0.0,47.7,47.6960,23.0000,
27,1,16,0,0,0,0,p,AM,466.99,0,1,0,0.0,38.4,38.4415,18.0000,
28,1,16,0,0,2,0,p,AM,33.01,0,1,0,0.0,38.4,38.4421,21.0000,
29,1,16,0,0,1,0,p,AM,0.00,0,1,0,0.0,46.1,46.1385,33.0000,
30,1,17,0,0,1,0,p,AM,400.00,0,1,0,0.0,42.4,42.4252,26.0000,
31,1,17,0,0,2,0,p,AM,0.00,0,1,0,0.0,43.8,43.8401,27.0000,
32,1,17,0,0,0,0,p,AM,0.00,0,1,0,0.0,47.3,47.2801,20.0000,
33,1,18,0,0,0,0,p,AM,100.00,0,1,0,0.0,35.3,35.2556,18.0000,
34,1,18,0,0,1,0,p,AM,0.00,0,1,0,0.0,43.0,42.9520,30.0000,
35,1,18,0,0,2,0,p,AM,0.00,0,1,0,0.0,41.6,41.6253,21.0000,
36,1,19,0,0,1,0,p,AM,300.00,0,1,0,0.0,44.2,44.1729,27.0000,
37,1,19,0,0,3,0,p,AM,0.00,0,1,0,0.0,45.6,45.5878,28.0000,
38,1,19,0,0,0,0,p,AM,0.00,0,1,0,0.0,54.7,54.6537,22.0000,
39,1,19,0,0,2,0,p,AM,0.00,0,1,0,0.0,52.0,52.0297,26.0000,
40,1,20,0,0,0,0,p,AM,300.00,0,1,0,0.0,39.5,39.5380,22.0000,
41,1,20,0,0,3,0,p,AM,0.00,0,1,0,0.0,47.2,47.2344,34.0000,
42,1,20,0,0,2,0,p,AM,0.00,0,1,0,0.0,45.9,45.9077,25.0000,
43,1,20,0,0,1,0,p,AM,0.00,0,1,0,0.0,53.1,53.1470,31.0000,
44,1,21,0,0,0,0,p,AM,100.00,0,1,0,0.0,39.9,39.9406,18.0000,
45,1,21,0,0,1,0,p,AM,0.00,0,1,0,0.0,61.2,61.2023,37.0000,
46,1,22,0,0,2,0,p,AM,0.00,0,1,0,0.0,56.4,56.4467,26.0000,
47,1,22,0,0,0,0,p,AM,268.15,0,1,0,0.0,44.0,44.0310,20.0000,
48,1,22,0,0,1,0,p,AM,131.85,0,1,0,0.0,44.0,44.0364,21.0000,
49,1,23,0,0,1,0,p,AM,0.00,0,1,0,0.0,44.4,44.4153,22.0000,
50,1,23,0,0,0,0,p,AM,300.00,0,1,0,0.0,32.0,31.9761,17.0000,
51,1,24,0,0,0,0,p,AM,100.00,0,1,0,0.0,28.3,28.3029,15.0000,
52,2,1,0,0,0,0,p,AM,100.00,0,1,0,0.0,6.0,6.0011,6.0000,
53,2,3,0,0,0,0,p,AM,100.00,0,1,0,0.0,10.0,10.0111,10.0000,
54,2,4,0,0,1,0,p,AM,200.00,0,1,0,0.0,14.3,14.3248,14.0000,
55,2,4,0,0,0,0,p,AM,0.00,0,1,0,0.0,18.3,18.3403,11.0000,
56,2,5,0,0,1,0,p,AM,29.89,0,1,0,0.0,16.7,16.6767,16.0000,
57,2,5,0,0,0,0,p,AM,70.11,0,1,0,0.0,16.0,15.9833,9.0000,
58,2,6,0,0,0,0,p,AM,400.00,0,1,0,0.0,6.5,6.4613,5.0000,
59,2,7,0,0,0,0,p,AM,200.00,0,1,0,0.0,27.2,27.1894,10.0000,
60,2,7,0,0,1,0,p,AM,0.00,0,1,0,0.0,46.9,46.8880,34.0000,
61,2,7,0,0,2,0,p,AM,0.00,0,1,0,0.0,37.7,37.6902,17.0000,
62,2,8,0,0,0,0,p,AM,400.00,0,1,0,0.0,21.6,21.6433,7.0000,
63,2,8,0,0,1,0,p,AM,0.00,0,1,0,0.0,41.3,41.3420,31.0000,
64,2,9,0,0,1,0,p,AM,71.38,0,1,0,0.0,26.4,26.4245,21.0000,
65,2,9,0,0,0,0,p,AM,128.62,0,1,0,0.0,25.7,25.7310,14.0000,
66,2,10,0,0,1,0,p,AM,209.43,0,1,0,0.0,32.1,32.1183,24.0000,
67,2,10,0,0,2,0,p,AM,390.57,0,1,0,0.0,31.4,31.4249,17.0000,
68,2,10,0,0,4,0,p,AM,0.00,0,1,0,0.0,33.5,33.5332,25.0000,
69,2,10,0,0,3,0,p,AM,0.00,0,1,0,0.0,40.0,40.0129,25.0000,
70,2,10,0,0,0,0,p,AM,0.00,0,1,0,0.0,52.7,52.7042,16.0000,
71,2,11,0,0,1,0,p,AM,200.00,0,1,0,0.0,21.4,21.4165,20.0000,
72,2,11,0,0,0,0,p,AM,0.00,0,1,0,0.0,25.4,25.4321,17.0000,
73,2,11,0,0,2,0,p,AM,0.00,0,1,0,0.0,27.9,27.8963,20.0000,
74,2,12,0,0,0,0,p,AM,100.00,0,1,0,0.0,14.0,14.0352,14.0000,
75,2,13,0,0,0,0,p,AM,300.00,0,1,0,0.0,17.1,17.0632,17.0000,
76,2,14,0,0,3,0,p,AM,100.00,0,1,0,0.0,35.2,35.1716,24.0000,
77,2,14,0,0,0,0,p,AM,0.00,0,1,0,0.0,39.2,39.1871,21.0000,
78,2,14,0,0,2,0,p,AM,0.00,0,1,0,0.0,41.7,41.6513,24.0000,
79,2,14,0,0,1,0,p,AM,0.00,0,1,0,0.0,46.7,46.7426,27.0000,
80,2,15,0,0,1,0,p,AM,37.20,0,1,0,0.0,45.8,45.8402,30.0000,
81,2,15,0,0,4,0,p,AM,62.80,0,1,0,0.0,45.1,45.1468,23.0000,
82,2,15,0,0,5,0,p,AM,0.00,0,1,0,0.0,47.3,47.2551,31.0000,
83,2,15,0,0,3,0,p,AM,0.00,0,1,0,0.0,53.7,53.6970,29.0000,
84,2,15,0,0,0,0,p,AM,0.00,0,1,0,0.0,53.0,52.9905,19.0000,
85,2,15,0,0,2,0,p,AM,0.00,0,1,0,0.0,54.4,54.4274,27.0000,
86,2,16,0,0,0,0,p,AM,356.21,0,1,0,0.0,32.4,32.4404,12.0000,
87,2,16,0,0,2,0,p,AM,43.79,0,1,0,0.0,32.4,32.4410,15.0000,
88,2,16,0,0,1,0,p,AM,0.00,0,1,0,0.0,52.1,52.1396,39.0000,
89,2,17,0,0,1,0,p,AM,0.00,0,1,0,0.0,48.4,48.4263,32.0000,
90,2,17,0,0,2,0,p,AM,0.00,0,1,0,0.0,47.7,47.7329,25.0000,
91,2,17,0,0,0,0,p,AM,196.49,0,1,0,0.0,41.3,41.2790,14.0000,
92,2,17,0,0,3,0,p,AM,3.51,0,1,0,0.0,41.3,41.2796,17.0000,
93,2,19,0,0,1,0,p,AM,0.00,0,1,0,0.0,50.2,50.1740,33.0000,
94,2,19,0,0,3,0,p,AM,0.00,0,1,0,0.0,49.5,49.4806,26.0000,
95,2,19,0,0,5,0,p,AM,0.00,0,1,0,0.0,51.6,51.5889,34.0000,
96,2,19,0,0,0,0,p,AM,0.00,0,1,0,0.0,48.7,48.6526,16.0000,
97,2,19,0,0,6,0,p,AM,100.00,0,1,0,0.0,42.5,42.5344,20.0000,
98,2,19,0,0,4,0,p,AM,0.00,0,1,0,0.0,48.9,48.9041,23.0000,
99,2,19,0,0,2,0,p,AM,0.00,0,1,0,0.0,58.8,58.7612,30.0000,
100,2,20,0,0,0,0,p,AM,100.00,0,1,0,0.0,33.5,33.5369,16.0000,
101,2,20,0,0,2,0,p,AM,0.00,0,1,0,0.0,39.9,39.9066,19.0000,
102,2,20,0,0,1,0,p,AM,0.00,0,1,0,0.0,59.1,59.1481,37.0000,
103,2,22,0,0,3,0,p,AM,0.00,0,1,0,0.0,62.4,62.4477,32.0000,
104,2,22,0,0,0,0,p,AM,100.00,0,1,0,0.0,41.3,41.2500,21.0000,
105,2,22,0,0,2,0,p,AM,0.00,0,1,0,0.0,45.7,45.6827,24.0000,
106,2,22,0,0,4,0,p,AM,0.00,0,1,0,0.0,50.0,50.0321,26.0000,
107,2,22,0,0,1,0,p,AM,0.00,0,1,0,0.0,50.0,50.0375,27.0000,
108,3,1,0,0,0,0,p,AM,100.00,0,1,0,0.0,4.0,4.0101,4.0000,
109,3,2,0,0,0,0,p,AM,100.00,0,1,0,0.0,10.0,10.0112,10.0000,
110,3,4,0,0,0,0,p,AM,200.00,0,1,0,0.0,4.3,4.3136,4.0000,
111,3,5,0,0,0,0,p,AM,100.00,0,1,0,0.0,6.7,6.6656,6.0000,
112,3,6,0,0,1,0,p,AM,74.69,0,1,0,0.0,16.5,16.4724,15.0000,
113,3,6,0,0,0,0,p,AM,225.31,0,1,0,0.0,16.1,16.1009,10.0000,
114,3,7,0,0,2,0,p,AM,19.35,0,1,0,0.0,37.2,37.2005,20.0000,
115,3,7,0,0,0,0,p,AM,57.72,0,1,0,0.0,36.8,36.8290,15.0000,
116,3,7,0,0,1,0,p,AM,22.93,0,1,0,0.0,36.9,36.8768,24.0000,
117,3,7,0,0,3,0,p,AM,0.00,0,1,0,0.0,47.7,47.7013,27.0000,
118,3,8,0,0,2,0,p,AM,36.60,0,1,0,0.0,31.7,31.6545,17.0000,
119,3,8,0,0,0,0,p,AM,116.50,0,1,0,0.0,31.3,31.2830,12.0000,
