link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
1,1,bpr,1,2,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4648.321,-1.000,0.000,0.000,0.000,0.000,,,,0.000,4648.321,6.001,59.991,37.284,1.000,0.179,0.179,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,4648.321,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.969,51.000,17333.701,464.904,17333.701,464.904,0.072,0.000,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",4648.321,4648.321,0.179,0.179,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4648.321,4648.321,0.000,59.991,0.000,-59.991,0.179,0.000,-0.179,0.001,0.000,-0.001,period-based
2,2,bpr,1,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8278.183,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8278.183,4.009,59.859,37.203,0.998,0.354,0.354,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,8278.182,0.955,1.142,0.015,0.000,60.000,51.000,0.400,4.000,59.536,51.000,20579.695,553.175,20579.695,553.175,1.296,0.000,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",8278.182,8278.182,0.354,0.354,60.000,60.000,60.000,60.000,59.947,59.961,59.976,59.990,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8278.183,8278.183,0.000,59.859,0.000,-59.859,0.354,0.000,-0.354,0.015,0.000,-0.015,period-based
3,3,bpr,2,1,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4678.182,-1.000,0.000,0.000,0.000,0.000,,,,0.000,4678.182,6.001,59.990,37.284,1.000,0.181,0.181,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,4678.182,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.968,51.000,17445.055,467.893,17445.055,467.893,0.075,0.000,"LINESTRING (-96.711219 43.606076, -96.770389 43.613091)",4678.182,4678.182,0.181,0.181,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4678.182,4678.182,0.000,59.990,0.000,-59.990,0.181,0.000,-0.181,0.001,0.000,-0.001,period-based
4,4,bpr,2,6,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5932.063,-1.000,0.000,0.000,0.000,0.000,,,,0.000,5932.063,6.537,45.895,28.524,0.765,1.196,1.196,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,5932.063,0.955,1.142,1.172,0.000,60.000,51.000,0.400,4.000,32.711,29.067,18434.008,646.271,18434.008,646.271,151.932,64.696,"LINESTRING (-96.711515 43.605819, -96.711909 43.587591)",5932.063,5932.063,1.196,1.196,60.000,60.000,60.000,60.000,58.887,59.191,59.494,59.798,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5932.063,5932.063,0.000,45.895,0.000,-45.895,1.196,0.000,-1.196,1.172,0.000,-1.172,period-based
5,5,bpr,3,1,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8248.321,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8248.321,4.009,59.861,37.204,0.998,0.352,0.352,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,8248.321,0.955,1.142,0.015,0.000,60.000,51.000,0.400,4.000,59.543,51.000,20505.461,551.161,20505.461,551.161,1.273,0.000,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",8248.321,8248.321,0.352,0.352,60.000,60.000,60.000,60.000,59.948,59.962,59.976,59.990,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8248.321,8248.321,0.000,59.861,0.000,-59.861,0.352,0.000,-0.352,0.015,0.000,-0.015,period-based
6,6,bpr,3,4,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14323.396,-1.000,0.000,0.000,0.000,0.000,,,,0.000,14323.396,4.295,55.884,34.732,0.931,0.837,0.837,17110.524,17110.524,0.000,0.000,0.000,1.000,1.000,14323.397,0.955,1.142,0.469,0.000,60.000,51.000,0.400,4.000,48.220,50.032,35608.195,1025.229,35608.195,1025.229,70.336,0.000,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",14323.397,14323.397,0.837,0.837,60.000,60.000,60.000,60.000,58.938,59.227,59.517,59.807,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14323.396,14323.396,0.000,55.884,0.000,-55.884,0.837,0.000,-0.837,0.469,0.000,-0.469,period-based
7,7,bpr,3,12,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10325.535,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10325.535,4.023,59.661,37.079,0.994,0.441,0.441,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,10325.535,0.955,1.142,0.036,0.000,60.000,51.000,0.400,4.000,58.890,51.000,25669.447,692.281,25669.447,692.281,3.912,0.000,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",10325.535,10325.535,0.441,0.441,60.000,60.000,60.000,60.000,59.873,59.907,59.942,59.977,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10325.535,10325.535,0.000,59.661,0.000,-59.661,0.441,0.000,-0.441,0.036,0.000,-0.036,period-based
8,8,bpr,4,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14363.610,-1.000,0.000,0.000,0.000,0.000,,,,0.000,14363.610,4.298,55.840,34.705,0.931,0.839,0.839,17110.524,17110.524,0.000,0.000,0.000,1.000,1.000,14363.611,0.955,1.142,0.474,0.000,60.000,51.000,0.400,4.000,48.113,49.989,35708.168,1028.903,35708.168,1028.903,71.329,0.000,"LINESTRING (-96.747083 43.563904, -96.774217 43.573212)",14363.611,14363.611,0.839,0.839,60.000,60.000,60.000,60.000,58.937,59.227,59.517,59.807,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14363.610,14363.610,0.000,55.840,0.000,-55.840,0.839,0.000,-0.839,0.474,0.000,-0.474,period-based
9,9,bpr,4,5,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18333.330,-1.000,0.000,0.000,0.000,0.000,,,,0.000,18333.330,2.339,51.306,31.887,0.855,1.031,1.031,17782.794,17782.794,0.000,0.000,0.000,1.000,1.000,18333.331,0.955,1.142,0.989,0.000,60.000,51.000,0.400,4.000,38.983,36.892,22788.477,714.667,22788.477,714.667,103.556,0.000,"LINESTRING (-96.747162 43.563389, -96.731563 43.563769)",18333.331,18333.331,1.031,1.031,60.000,60.000,60.000,60.000,58.901,59.201,59.500,59.800,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18333.330,18333.330,0.000,51.306,0.000,-51.306,1.031,0.000,-1.031,0.989,0.000,-0.989,period-based
10,10,bpr,4,11,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5203.196,-1.000,0.000,0.000,0.000,0.000,,,,0.000,5203.196,7.136,50.448,31.354,0.841,1.060,1.060,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,5203.196,0.955,1.142,1.021,0.000,60.000,51.000,0.400,4.000,37.933,35.563,19402.844,618.841,19402.844,618.841,98.522,6.700,"LINESTRING (-96.747433 43.563649, -96.747105 43.544126)",5203.196,5203.196,1.060,1.060,60.000,60.000,60.000,60.000,58.898,59.199,59.499,59.800,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5203.196,5203.196,0.000,50.448,0.000,-50.448,1.060,0.000,-1.060,1.021,0.000,-1.021,period-based
