agent_id,seq_no,node_id,timestamp,timestamp_in_min,trip_time_in_min,travel_time_in_sec,waiting_time_in_simu_interval,x_coord,y_coord
0,1,1,T0701:00.000,421.00000,0.000000,0.0000,0,-96.770420,43.612828
1,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
2,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
3,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
4,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
5,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
6,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
7,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
8,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
9,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
10,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
11,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
12,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
13,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
14,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
15,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
16,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
17,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
18,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
19,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
20,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
21,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
22,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
23,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
24,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
25,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
26,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
27,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
28,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
29,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
30,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
31,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
32,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
33,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
34,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
35,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
36,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
37,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
38,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
39,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
40,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
41,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
42,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
43,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
44,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
45,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
46,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
47,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
48,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
49,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
50,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
51,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
52,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
53,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
54,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
55,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
56,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
57,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
58,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
59,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
60,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
61,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
62,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
63,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
64,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
65,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
66,1,1,T0659:59.749,419.99582,0.000000,0.0000,0,-96.770420,43.612828
