link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_info,MEU_vol_auto,MEU_vol_info,mode_link_cap_auto,mode_link_cap_info,mode_DOC_auto,mode_DOC_info,mode_TT_auto,mode_TT_info,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
1,1,bpr,1,4,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0700_0800,1757.738,-1.000,0.000,,2:1500;,0.000,0.000,0.000,,,,0.000,1757.738,90.000,10.000,6.215,0.167,9.990,9.990,3000.000,30.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,16386.615,2636.606,16386.615,2636.606,2197.172,2119.625,"LINESTRING (0 -0.1, 19.7 -9.7)",1500.000,257.738,1500.000,257.738,3000.000,2000.000,9.990,0.500,90.000,90.000,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,lane_closure,3000.000,1757.738,-1242.262,10.000,10.000,0.000,9.990,9.990,0.000,0.060,0.060,0.000,period-based
1,1,bpr,1,4,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0800_0900,3000.000,-1.000,0.000,,2:1500;,0.000,0.000,0.000,,,,0.000,3000.000,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,27967.682,757.031,27967.682,757.031,7.031,0.000,"LINESTRING (0 -0.1, 19.7 -9.7)",1500.000,1500.000,1500.000,1500.000,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,3000.000,0.000,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
1,1,bpr,1,4,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0900_1000,3000.000,-1.000,0.000,,2:1500;,0.000,0.000,0.000,,,,0.000,3000.000,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,27967.682,757.031,27967.682,757.031,7.031,0.000,"LINESTRING (0 -0.1, 19.7 -9.7)",1500.000,1500.000,1500.000,1500.000,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,3000.000,0.000,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
1,1,bpr,1,4,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,1000_1100,3000.000,-1.000,0.000,,2:1500;,0.000,0.000,0.000,,,,0.000,3000.000,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,27967.682,757.031,27967.682,757.031,7.031,0.000,"LINESTRING (0 -0.1, 19.7 -9.7)",1500.000,1500.000,1500.000,1500.000,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,3000.000,0.000,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
2,2,bpr,4,2,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0700_0800,1757.738,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1757.738,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,16386.615,443.554,16386.615,443.554,4.120,0.000,"LINESTRING (19.7 -9.7, 40.3 0.1)",1500.000,257.738,1500.000,257.738,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,1757.738,-1242.262,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
2,2,bpr,4,2,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0800_0900,3000.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,3000.000,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,27967.682,757.031,27967.682,757.031,7.031,0.000,"LINESTRING (19.7 -9.7, 40.3 0.1)",1500.000,1500.000,1500.000,1500.000,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,3000.000,0.000,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
2,2,bpr,4,2,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0900_1000,3000.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,3000.000,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,27967.682,757.031,27967.682,757.031,7.031,0.000,"LINESTRING (19.7 -9.7, 40.3 0.1)",1500.000,1500.000,1500.000,1500.000,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,3000.000,0.000,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
2,2,bpr,4,2,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,1,3,,,1000_1100,3000.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,3000.000,15.141,59.443,36.944,0.991,0.500,0.500,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,1500.000,0.955,1.142,0.060,0.000,60.000,51.000,0.400,4.000,58.191,51.000,27967.682,757.031,27967.682,757.031,7.031,0.000,"LINESTRING (19.7 -9.7, 40.3 0.1)",1500.000,1500.000,1500.000,1500.000,3000.000,2000.000,0.500,0.500,15.141,15.141,60.000,60.000,60.000,60.000,59.792,59.849,59.905,59.962,59.815,59.866,59.916,59.966,59.834,59.879,59.924,59.970,59.849,59.890,59.931,59.973,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3000.000,3000.000,0.000,59.443,59.443,0.000,0.500,0.500,0.000,0.060,0.060,0.000,period-based
3,3,bpr,1,3,1.000000,30.000000,18.645121,30.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0700_0800,1242.262,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1242.262,30.000,60.000,37.290,1.000,0.000,0.000,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,23162.135,621.131,23162.135,621.131,0.000,0.000,"LINESTRING (0 -0.1, 19.8 14.8)",0.000,1242.262,0.000,1242.262,3000.000,2000.000,0.000,0.000,30.000,30.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1242.262,1242.262,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
3,3,bpr,1,3,1.000000,30.000000,18.645121,30.000000,-1,0,,network_wide,-1,0,-1,1,3,,,0800_0900,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.000,30.000,60.000,37.290,1.000,0.000,0.000,3000.000,3000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (0 -0.1, 19.8 14.8)",0.000,0.000,0.000,0.000,3000.000,2000.000,0.000,0.000,30.000,30.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
