o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,geometry
1,A1,1,A1,0.0,"LINESTRING (-122.3350658 47.6646271,-122.3350658 47.6646271)"
1,A1,2,A2,0.8411455313955746,"LINESTRING (-122.3350658 47.6646271,-122.3263494 47.6647657)"
1,A1,3,A3,1.9262862058238952,"LINESTRING (-122.3350658 47.6646271,-122.3151076 47.6650918)"
1,A1,4,A4,2.847662861923168,"LINESTRING (-122.3350658 47.6646271,-122.3055615 47.6653261)"
1,A1,5,A5,4.0387173257738045,"LINESTRING (-122.3350658 47.6646271,-122.2932116 47.6650579)"
1,A1,6,B1,0.38888316829655484,"LINESTRING (-122.3350658 47.6646271,-122.3346165 47.6606219)"
1,A1,7,B2,0.9078173420254032,"LINESTRING (-122.3350658 47.6646271,-122.3265149 47.6607028)"
1,A1,8,B3,1.9103885962338394,"LINESTRING (-122.3350658 47.6646271,-122.315702 47.6604994)"
1,A1,9,B4,2.872189767787169,"LINESTRING (-122.3350658 47.6646271,-122.3054583 47.6615518)"
1,A1,10,B5,4.217152106271358,"LINESTRING (-122.3350658 47.6646271,-122.2914973 47.6611674)"
1,A1,11,C1,0.8356391876238096,"LINESTRING (-122.3350658 47.6646271,-122.3352218 47.6559682)"
1,A1,12,C2,1.1300976384490278,"LINESTRING (-122.3350658 47.6646271,-122.3266089 47.6565244)"
1,A1,13,C3,2.033743511532387,"LINESTRING (-122.3350658 47.6646271,-122.3156187 47.6564993)"
1,A1,14,C4,2.9922522742716806,"LINESTRING (-122.3350658 47.6646271,-122.305361 47.6557214)"
1,A1,15,C5,4.063176676358705,"LINESTRING (-122.3350658 47.6646271,-122.2936542 47.6569903)"
1,A1,16,D1,1.2518242033643137,"LINESTRING (-122.3350658 47.6646271,-122.3358364 47.6516764)"
1,A1,17,D2,1.5593931167295747,"LINESTRING (-122.3350658 47.6646271,-122.3254741 47.65162)"
1,A1,18,D3,2.2245242988477316,"LINESTRING (-122.3350658 47.6646271,-122.316378 47.6511262)"
1,A1,19,D4,3.1636723425598148,"LINESTRING (-122.3350658 47.6646271,-122.3047727 47.6520829)"
1,A1,20,D5,4.166083405008804,"LINESTRING (-122.3350658 47.6646271,-122.2938921 47.65163)"
