node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
849,,-112.067463,33.456561,,,849,"POINT (-112.067463 33.456561)"
9798,,-112.065185,33.456544,,,0,"POINT (-112.065185 33.456544)"
9838,,-112.065129,33.465712,,,9838,"POINT (-112.065129 33.465712)"
9839,,-112.070300,33.462034,,,0,"POINT (-112.070300 33.462034)"
9840,,-112.060144,33.461671,,,0,"POINT (-112.060144 33.461671)"
9841,,-112.059426,33.462101,,,0,"POINT (-112.059426 33.462101)"
9842,,-112.069988,33.462600,,,0,"POINT (-112.069988 33.462600)"
9843,,-112.067481,33.458649,,,0,"POINT (-112.067481 33.458649)"
9844,,-112.065172,33.458682,,,0,"POINT (-112.065172 33.458682)"
9909,,-112.069610,33.462225,,,0,"POINT (-112.069610 33.462225)"
9910,,-112.059497,33.461731,,,0,"POINT (-112.059497 33.461731)"
9915,,-112.059668,33.462053,,,0,"POINT (-112.059668 33.462053)"
9916,,-112.070009,33.462505,,,0,"POINT (-112.070009 33.462505)"
9917,,-112.068342,33.462454,,,0,"POINT (-112.068342 33.462454)"
9920,,-112.069128,33.462365,,,0,"POINT (-112.069128 33.462365)"
9921,,-112.061566,33.461872,,,0,"POINT (-112.061566 33.461872)"
9933,,-112.068104,33.461885,,,0,"POINT (-112.068104 33.461885)"
9934,,-112.066512,33.461608,,,0,"POINT (-112.066512 33.461608)"
9935,,-112.065051,33.462198,,,0,"POINT (-112.065051 33.462198)"
9936,,-112.066742,33.463038,,,0,"POINT (-112.066742 33.463038)"
9937,,-112.065219,33.463634,,,0,"POINT (-112.065219 33.463634)"
41514,,-112.065210,33.452777,,,41514,"POINT (-112.065210 33.452777)"
831,,-112.094930,33.454858,,,831,"POINT (-112.094930 33.454858)"
10730,,-112.095607,33.458611,,,0,"POINT (-112.095607 33.458611)"
10731,,-112.100082,33.454925,,,10731,"POINT (-112.100082 33.454925)"
10736,,-112.109403,33.460795,,,0,"POINT (-112.109403 33.460795)"
10737,,-112.108223,33.453911,,,10737,"POINT (-112.108223 33.453911)"
10742,,-112.108130,33.457653,,,10742,"POINT (-112.108130 33.457653)"
10743,,-112.099689,33.461051,,,0,"POINT (-112.099689 33.461051)"
10744,,-112.098245,33.461188,,,0,"POINT (-112.098245 33.461188)"
10745,,-112.098882,33.461923,,,0,"POINT (-112.098882 33.461923)"
10746,,-112.103290,33.462105,,,0,"POINT (-112.103290 33.462105)"
10747,,-112.106210,33.461960,,,0,"POINT (-112.106210 33.461960)"
10748,,-112.091249,33.458634,,,0,"POINT (-112.091249 33.458634)"
10749,,-112.091259,33.455045,,,10749,"POINT (-112.091259 33.455045)"
