node_id,node_no,layer_no,MRM_gate_flag,node_type,is_boundary,#_of_outgoing_nodes,activity_node_flag,mode_type,zone_id,cell_code,info_zone_flag,x_coord,y_coord
1,0,0,-1,,0,2,1,, 1,,0,-87.675591,42.011650
2,1,0,-1,,0,2,1,, 2,,0,-87.699402,42.003548
3,2,0,-1,,0,2,1,, 3,,0,-87.664871,41.977436
4,3,0,-1,,0,2,1,, 4,,0,-87.689873,41.963932
5,4,0,-1,,0,2,1,, 5,,0,-87.652962,41.932419
6,5,0,-1,,0,2,1,, 6,,0,-87.743462,41.990040
7,6,0,-1,,0,2,1,, 7,,0,-87.725601,41.960327
8,7,0,-1,,0,2,1,, 8,,0,-87.799431,41.987339
9,8,0,-1,,0,2,1,, 9,,0,-87.822052,41.948624
10,9,0,-1,,0,2,1,, 10,,0,-87.763702,41.938721
11,10,0,-1,,0,2,1,, 11,,0,-87.761322,41.896404
12,11,0,-1,,0,2,1,, 12,,0,-87.725601,41.901806
13,12,0,-1,,0,2,1,, 13,,0,-87.719643,41.872093
14,13,0,-1,,0,2,1,, 14,,0,-87.713692,41.929718
15,14,0,-1,,0,2,1,, 15,,0,-87.680351,41.903606
16,15,0,-1,,0,2,1,, 16,,0,-87.668442,41.875694
17,16,0,-1,,0,2,1,, 17,,0,-87.637482,41.901806
18,17,0,-1,,0,2,1,, 18,,0,-87.630341,41.880196
19,18,0,-1,,0,2,1,, 19,,0,-87.625572,41.858589
20,19,0,-1,,0,2,1,, 20,,0,-87.717262,41.840580
21,20,0,-1,,0,2,1,, 21,,0,-87.670822,41.854088
22,21,0,-1,,0,2,1,, 22,,0,-87.622002,41.836079
23,22,0,-1,,0,2,1,, 23,,0,-87.662491,41.823475
24,23,0,-1,,0,2,1,, 24,,0,-87.713692,41.818974
25,24,0,-1,,0,2,1,, 25,,0,-87.769661,41.789261
26,25,0,-1,,0,2,1,, 26,,0,-87.710121,41.782059
27,26,0,-1,,0,2,1,, 27,,0,-87.658913,41.778454
28,27,0,-1,,0,2,1,, 28,,0,-87.613663,41.806366
29,28,0,-1,,0,2,1,, 29,,0,-87.601761,41.764050
30,29,0,-1,,0,2,1,, 30,,0,-87.711311,41.746941
31,30,0,-1,,0,2,1,, 31,,0,-87.654152,41.735237
32,31,0,-1,,0,2,1,, 32,,0,-87.677971,41.702824
33,32,0,-1,,0,2,1,, 33,,0,-87.620811,41.674011
34,33,0,-1,,0,2,1,, 34,,0,-87.619621,41.711826
35,34,0,-1,,0,2,1,, 35,,0,-87.560081,41.741539
36,35,0,-1,,0,2,1,, 36,,0,-87.556511,41.687519
37,36,0,-1,,0,2,1,, 37,,0,-87.907791,41.981937
38,37,0,-1,,0,2,1,, 38,,0,-88.175720,42.114288
39,38,0,-1,,0,2,1,, 39,,0,-88.034012,42.134102
40,39,0,-1,,0,2,1,, 40,,0,-88.093552,42.134102
41,40,0,-1,,0,2,1,, 41,,0,-88.034012,42.090881
42,41,0,-1,,0,2,1,, 42,,0,-88.092361,42.090881
43,42,0,-1,,0,2,1,, 43,,0,-87.918510,42.133198
44,43,0,-1,,0,2,1,, 44,,0,-87.976860,42.134102
45,44,0,-1,,0,2,1,, 45,,0,-87.918510,42.090881
46,45,0,-1,,0,2,1,, 46,,0,-87.978050,42.089081
47,46,0,-1,,0,2,1,, 47,,0,-87.804192,42.134102
48,47,0,-1,,0,2,1,, 48,,0,-87.861351,42.134102
49,48,0,-1,,0,2,1,, 49,,0,-87.805382,42.090881
50,49,0,-1,,0,2,1,, 50,,0,-87.861351,42.090881
51,50,0,-1,,0,2,1,, 51,,0,-87.755371,42.131397
52,51,0,-1,,0,2,1,, 52,,0,-87.698212,42.080074
53,52,0,-1,,0,2,1,, 53,,0,-87.747032,42.089081
54,53,0,-1,,0,2,1,, 54,,0,-88.172150,42.050365
55,54,0,-1,,0,2,1,, 55,,0,-88.231689,42.048565
56,55,0,-1,,0,2,1,, 56,,0,-88.172150,42.011650
57,56,0,-1,,0,2,1,, 57,,0,-88.231689,42.011650
58,57,0,-1,,0,2,1,, 58,,0,-88.060211,42.053066
59,58,0,-1,,0,2,1,, 59,,0,-88.116180,42.051266
60,59,0,-1,,0,2,1,, 60,,0,-88.060211,42.016151
61,60,0,-1,,0,2,1,, 61,,0,-88.116180,42.014351
62,61,0,-1,,0,2,1,, 62,,0,-87.950661,42.053967
63,62,0,-1,,0,2,1,, 63,,0,-88.005440,42.053066
64,63,0,-1,,0,2,1,, 64,,0,-87.950661,42.017052
65,64,0,-1,,0,2,1,, 65,,0,-88.004242,42.016151
66,65,0,-1,,0,2,1,, 66,,0,-87.838722,42.054867
67,66,0,-1,,0,2,1,, 67,,0,-87.894691,42.054867
68,67,0,-1,,0,2,1,, 68,,0,-87.838722,42.020653
69,68,0,-1,,0,2,1,, 69,,0,-87.893501,42.019753
70,69,0,-1,,0,2,1,, 70,,0,-87.720840,42.053967
71,70,0,-1,,0,2,1,, 71,,0,-87.781570,42.055767
72,71,0,-1,,0,2,1,, 72,,0,-87.723221,42.026054
73,72,0,-1,,0,2,1,, 73,,0,-87.780373,42.026054
74,73,0,-1,,0,2,1,, 74,,0,-87.683922,42.054867
75,74,0,-1,,0,2,1,, 75,,0,-87.683922,42.034161
76,75,0,-1,,0,2,1,, 76,,0,-87.870880,41.976536
77,76,0,-1,,0,2,1,, 77,,0,-87.894691,41.932419
78,77,0,-1,,0,2,1,, 78,,0,-87.837532,41.927917
79,78,0,-1,,0,2,1,, 79,,0,-87.819672,41.964832
80,79,0,-1,,0,2,1,, 80,,0,-87.833961,41.888302
81,80,0,-1,,0,2,1,, 81,,0,-87.893501,41.887402
82,81,0,-1,,0,2,1,, 82,,0,-87.833961,41.845982
83,82,0,-1,,0,2,1,, 83,,0,-87.889931,41.843281
84,83,0,-1,,0,2,1,, 84,,0,-87.793472,41.889198
85,84,0,-1,,0,2,1,, 85,,0,-87.773232,41.845982
86,85,0,-1,,0,2,1,, 86,,0,-87.830391,41.801865
87,86,0,-1,,0,2,1,, 87,,0,-87.887550,41.800064
88,87,0,-1,,0,2,1,, 88,,0,-87.830391,41.757748
89,88,0,-1,,0,2,1,, 89,,0,-87.887550,41.755947
90,89,0,-1,,0,2,1,, 90,,0,-87.775612,41.813568
91,90,0,-1,,0,2,1,, 91,,0,-87.773232,41.757748
92,91,0,-1,,0,2,1,, 92,,0,-87.969711,41.663208
93,92,0,-1,,0,2,1,, 93,,0,-87.828011,41.714527
94,93,0,-1,,0,2,1,, 94,,0,-87.885162,41.712727
95,94,0,-1,,0,2,1,, 95,,0,-87.826820,41.669510
96,95,0,-1,,0,2,1,, 96,,0,-87.882782,41.669510
97,96,0,-1,,0,2,1,, 97,,0,-87.714882,41.722633
98,97,0,-1,,0,2,1,, 98,,0,-87.770851,41.715431
99,98,0,-1,,0,2,1,, 99,,0,-87.710121,41.663208
100,99,0,-1,,0,2,1,, 100,,0,-87.769661,41.671310
101,100,0,-1,,0,2,1,, 101,,0,-87.661301,41.660507
102,101,0,-1,,0,2,1,, 102,,0,-87.825630,41.625393
103,102,0,-1,,0,2,1,, 103,,0,-87.880402,41.624493
104,103,0,-1,,0,2,1,, 104,,0,-87.822052,41.582176
105,104,0,-1,,0,2,1,, 105,,0,-87.881592,41.581276
106,105,0,-1,,0,2,1,, 106,,0,-87.707741,41.628094
107,106,0,-1,,0,2,1,, 107,,0,-87.767281,41.628094
108,107,0,-1,,0,2,1,, 108,,0,-87.706551,41.583977
109,108,0,-1,,0,2,1,, 109,,0,-87.764893,41.582176
110,109,0,-1,,0,2,1,, 110,,0,-87.589851,41.628094
111,110,0,-1,,0,2,1,, 111,,0,-87.648201,41.629894
112,111,0,-1,,0,2,1,, 112,,0,-87.588661,41.583076
113,112,0,-1,,0,2,1,, 113,,0,-87.647011,41.583076
114,113,0,-1,,0,2,1,, 114,,0,-87.544601,41.628094
115,114,0,-1,,0,2,1,, 115,,0,-87.543411,41.583977
116,115,0,-1,,0,2,1,, 116,,0,-87.705360,41.538960
117,116,0,-1,,0,2,1,, 117,,0,-87.761322,41.538960
118,117,0,-1,,0,2,1,, 118,,0,-87.702972,41.494839
119,118,0,-1,,0,2,1,, 119,,0,-87.760132,41.494839
120,119,0,-1,,0,2,1,, 120,,0,-87.588661,41.538960
121,120,0,-1,,0,2,1,, 121,,0,-87.647011,41.538960
122,121,0,-1,,0,2,1,, 122,,0,-87.587471,41.495739
123,122,0,-1,,0,2,1,, 123,,0,-87.645821,41.495739
124,123,0,-1,,0,2,1,, 124,,0,-87.542221,41.520950
125,124,0,-1,,0,2,1,, 125,,0,-88.174530,41.969334
126,125,0,-1,,0,2,1,, 126,,0,-88.230499,41.966633
127,126,0,-1,,0,2,1,, 127,,0,-88.172150,41.925217
128,127,0,-1,,0,2,1,, 128,,0,-88.231689,41.922516
129,128,0,-1,,0,2,1,, 129,,0,-88.062592,41.970234
130,129,0,-1,,0,2,1,, 130,,0,-88.116180,41.968433
131,130,0,-1,,0,2,1,, 131,,0,-88.060211,41.928818
132,131,0,-1,,0,2,1,, 132,,0,-88.116180,41.926113
133,132,0,-1,,0,2,1,, 133,,0,-87.962570,41.972935
134,133,0,-1,,0,2,1,, 134,,0,-88.005440,41.972935
135,134,0,-1,,0,2,1,, 135,,0,-87.950661,41.928818
136,135,0,-1,,0,2,1,, 136,,0,-88.007820,41.927917
137,136,0,-1,,0,2,1,, 137,,0,-88.174530,41.879295
138,137,0,-1,,0,2,1,, 138,,0,-88.231689,41.879295
139,138,0,-1,,0,2,1,, 139,,0,-88.175720,41.837879
140,139,0,-1,,0,2,1,, 140,,0,-88.230499,41.836079
141,140,0,-1,,0,2,1,, 141,,0,-88.061401,41.883797
142,141,0,-1,,0,2,1,, 142,,0,-88.116180,41.881996
143,142,0,-1,,0,2,1,, 143,,0,-88.061401,41.840580
144,143,0,-1,,0,2,1,, 144,,0,-88.116180,41.837879
145,144,0,-1,,0,2,1,, 145,,0,-87.950661,41.886497
146,145,0,-1,,0,2,1,, 146,,0,-88.004242,41.883797
147,146,0,-1,,0,2,1,, 147,,0,-87.947090,41.841480
148,147,0,-1,,0,2,1,, 148,,0,-88.005440,41.840580
149,148,0,-1,,0,2,1,, 149,,0,-88.174530,41.792862
150,149,0,-1,,0,2,1,, 150,,0,-88.232880,41.792862
151,150,0,-1,,0,2,1,, 151,,0,-88.173340,41.749641
152,151,0,-1,,0,2,1,, 152,,0,-88.231689,41.747845
153,152,0,-1,,0,2,1,, 153,,0,-88.060211,41.794662
154,153,0,-1,,0,2,1,, 154,,0,-88.116180,41.794662
155,154,0,-1,,0,2,1,, 155,,0,-88.059021,41.752346
156,155,0,-1,,0,2,1,, 156,,0,-88.114990,41.749641
157,156,0,-1,,0,2,1,, 157,,0,-87.947090,41.796463
158,157,0,-1,,0,2,1,, 158,,0,-88.003052,41.796463
159,158,0,-1,,0,2,1,, 159,,0,-87.944710,41.755947
160,159,0,-1,,0,2,1,, 160,,0,-88.001862,41.754147
161,160,0,-1,,0,2,1,, 161,,0,-87.974480,41.710930
162,161,0,-1,,0,2,1,, 162,,0,-88.521049,42.113392
163,162,0,-1,,0,2,1,, 163,,0,-88.406731,42.113392
164,163,0,-1,,0,2,1,, 164,,0,-88.263840,42.134102
165,164,0,-1,,0,2,1,, 165,,0,-88.320999,42.135899
166,165,0,-1,,0,2,1,, 166,,0,-88.262650,42.091782
167,166,0,-1,,0,2,1,, 167,,0,-88.322189,42.090881
168,167,0,-1,,0,2,1,, 168,,0,-88.540100,42.028755
169,168,0,-1,,0,2,1,, 169,,0,-88.429359,42.028755
170,169,0,-1,,0,2,1,, 170,,0,-88.288841,42.048565
171,170,0,-1,,0,2,1,, 171,,0,-88.344810,42.046764
172,171,0,-1,,0,2,1,, 172,,0,-88.290031,42.009850
173,172,0,-1,,0,2,1,, 173,,0,-88.344810,42.009850
174,173,0,-1,,0,2,1,, 174,,0,-88.538910,41.943222
175,174,0,-1,,0,2,1,, 175,,0,-88.429359,41.945023
176,175,0,-1,,0,2,1,, 176,,0,-88.286461,41.964832
177,176,0,-1,,0,2,1,, 177,,0,-88.344810,41.965733
178,177,0,-1,,0,2,1,, 178,,0,-88.288841,41.922516
179,178,0,-1,,0,2,1,, 179,,0,-88.343620,41.919811
180,179,0,-1,,0,2,1,, 180,,0,-88.540100,41.855888
181,180,0,-1,,0,2,1,, 181,,0,-88.428169,41.858589
182,181,0,-1,,0,2,1,, 182,,0,-88.288841,41.878395
183,182,0,-1,,0,2,1,, 183,,0,-88.343620,41.876595
184,183,0,-1,,0,2,1,, 184,,0,-88.287651,41.835178
185,184,0,-1,,0,2,1,, 185,,0,-88.346001,41.834278
186,185,0,-1,,0,2,1,, 186,,0,-88.540100,41.769451
187,186,0,-1,,0,2,1,, 187,,0,-88.426979,41.772152
188,187,0,-1,,0,2,1,, 188,,0,-88.287651,41.791061
189,188,0,-1,,0,2,1,, 189,,0,-88.342430,41.790161
190,189,0,-1,,0,2,1,, 190,,0,-88.287651,41.747845
191,190,0,-1,,0,2,1,, 191,,0,-88.342430,41.745144
192,191,0,-1,,0,2,1,, 192,,0,-88.160240,42.460930
193,192,0,-1,,0,2,1,, 193,,0,-88.036400,42.478939
194,193,0,-1,,0,2,1,, 194,,0,-88.095940,42.477139
195,194,0,-1,,0,2,1,, 195,,0,-88.035210,42.439323
196,195,0,-1,,0,2,1,, 196,,0,-88.091171,42.438423
197,196,0,-1,,0,2,1,, 197,,0,-87.947090,42.460030
198,197,0,-1,,0,2,1,, 198,,0,-87.844681,42.478039
199,198,0,-1,,0,2,1,, 199,,0,-87.845871,42.438423
200,199,0,-1,,0,2,1,, 200,,0,-88.156670,42.375397
201,200,0,-1,,0,2,1,, 201,,0,-88.034012,42.394302
202,201,0,-1,,0,2,1,, 202,,0,-88.093552,42.394302
203,202,0,-1,,0,2,1,, 203,,0,-88.034012,42.352886
204,203,0,-1,,0,2,1,, 204,,0,-88.093552,42.351986
205,204,0,-1,,0,2,1,, 205,,0,-87.916130,42.392506
206,205,0,-1,,0,2,1,, 206,,0,-87.975662,42.394302
207,206,0,-1,,0,2,1,, 207,,0,-87.918510,42.351986
208,207,0,-1,,0,2,1,, 208,,0,-87.978050,42.352886
209,208,0,-1,,0,2,1,, 209,,0,-87.844681,42.395206
210,209,0,-1,,0,2,1,, 210,,0,-87.854202,42.352886
211,210,0,-1,,0,2,1,, 211,,0,-88.159050,42.288059
212,211,0,-1,,0,2,1,, 212,,0,-88.035210,42.308769
213,212,0,-1,,0,2,1,, 213,,0,-88.092361,42.308769
214,213,0,-1,,0,2,1,, 214,,0,-88.035210,42.262852
215,214,0,-1,,0,2,1,, 215,,0,-88.092361,42.265553
216,215,0,-1,,0,2,1,, 216,,0,-87.919701,42.307869
217,216,0,-1,,0,2,1,, 217,,0,-87.976860,42.306969
218,217,0,-1,,0,2,1,, 218,,0,-87.918510,42.267353
219,218,0,-1,,0,2,1,, 219,,0,-87.978050,42.264652
220,219,0,-1,,0,2,1,, 220,,0,-87.861351,42.307869
221,220,0,-1,,0,2,1,, 221,,0,-87.854202,42.262852
222,221,0,-1,,0,2,1,, 222,,0,-88.159050,42.201626
223,222,0,-1,,0,2,1,, 223,,0,-88.036400,42.221436
224,223,0,-1,,0,2,1,, 224,,0,-88.092361,42.222336
225,224,0,-1,,0,2,1,, 225,,0,-88.034012,42.179115
226,225,0,-1,,0,2,1,, 226,,0,-88.092361,42.176414
227,226,0,-1,,0,2,1,, 227,,0,-87.917320,42.221436
228,227,0,-1,,0,2,1,, 228,,0,-87.976860,42.222336
229,228,0,-1,,0,2,1,, 229,,0,-87.918510,42.180016
230,229,0,-1,,0,2,1,, 230,,0,-87.976860,42.180016
231,230,0,-1,,0,2,1,, 231,,0,-87.847061,42.219631
232,231,0,-1,,0,2,1,, 232,,0,-87.804192,42.180016
233,232,0,-1,,0,2,1,, 233,,0,-87.861351,42.177315
234,233,0,-1,,0,2,1,, 234,,0,-88.637749,42.460030
235,234,0,-1,,0,2,1,, 235,,0,-88.522240,42.459129
236,235,0,-1,,0,2,1,, 236,,0,-88.409119,42.457329
237,236,0,-1,,0,2,1,, 237,,0,-88.292419,42.458229
238,237,0,-1,,0,2,1,, 238,,0,-88.216209,42.460930
239,238,0,-1,,0,2,1,, 239,,0,-88.637749,42.375397
240,239,0,-1,,0,2,1,, 240,,0,-88.523430,42.375397
241,240,0,-1,,0,2,1,, 241,,0,-88.409119,42.375397
242,241,0,-1,,0,2,1,, 242,,0,-88.263840,42.393402
243,242,0,-1,,0,2,1,, 243,,0,-88.320999,42.394302
244,243,0,-1,,0,2,1,, 244,,0,-88.263840,42.352886
245,244,0,-1,,0,2,1,, 245,,0,-88.320999,42.351986
246,245,0,-1,,0,2,1,, 246,,0,-88.216209,42.375397
247,246,0,-1,,0,2,1,, 247,,0,-88.636559,42.289864
248,247,0,-1,,0,2,1,, 248,,0,-88.523430,42.288960
249,248,0,-1,,0,2,1,, 249,,0,-88.407921,42.288059
250,249,0,-1,,0,2,1,, 250,,0,-88.263840,42.308769
251,250,0,-1,,0,2,1,, 251,,0,-88.323380,42.306969
252,251,0,-1,,0,2,1,, 252,,0,-88.262650,42.265553
