link_seq_id,link_id,link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,lanes_s2,link_type_s0,link_type_s1,link_type_s2,penalty_s0,penalty_s1,penalty_s2,Vam_25nb_auto,Vam_2040_auto,Vam_2050_auto,VAB_am_25nb_auto,VAB_am_2040_auto,VAB_am_2050_auto,VBA_am_25nb_auto,VBA_am_2040_auto,VBA_am_2050_auto,block,MEUVABam25nbauto,capABam25nbauto,PENABam25nbauto,DOCABam25nbauto,TTABam_25nb_auto,MEUVABam2040auto,capABam2040auto,PENABam2040auto,DOCABam2040auto,TTABam_2040_auto,MEUVABam2050auto,capABam2050auto,PENABam2050auto,DOCABam2050auto,TTABam_2050_auto,MEUVBAam25nbauto,capBAam25nbauto,PENBAam25nbauto,DOCBAam25nbauto,TTBAam_25nb_auto,MEUVBAam2040auto,capBAam2040auto,PENBAam2040auto,DOCBAam2040auto,TTBAam_2040_auto,MEUVBAam2050auto,capBAam2050auto,PENBAam2050auto,DOCBAam2050auto,TTBAam_2050_auto,
1,1,motorway,1,547,"LINESTRING (-87.675575 42.011629, -87.663667 42.020633)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,4989.1,7483.7,9978.3,4989.1,7483.7,9978.3,,,,,4989.1,49500.0,0.0,0.101,1.388,7483.7,49500.0,0.0,0.151,1.388,9978.3,49500.0,0.0,0.202,1.388,,,,,,,,,,,,,
2,2,motorway,2,548,"LINESTRING (-87.699386 42.003527, -87.687483 42.012530)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,6719.4,10079.1,13438.8,6719.4,10079.1,13438.8,,,,,6719.4,49500.0,0.0,0.136,1.388,10079.1,49500.0,0.0,0.204,1.388,13438.8,49500.0,0.0,0.271,1.389,,,,,,,,,,,,,
3,3,motorway,3,549,"LINESTRING (-87.664855 41.977415, -87.652950 41.986419)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,10095.5,15143.3,20191.1,10095.5,15143.3,20191.1,,,,,10095.5,49500.0,0.0,0.204,1.388,15143.3,49500.0,0.0,0.306,1.390,20191.1,49500.0,0.0,0.408,1.394,,,,,,,,,,,,,
4,4,motorway,4,550,"LINESTRING (-87.689857 41.963911, -87.677957 41.972914)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,9444.6,14166.9,18889.2,9444.6,14166.9,18889.2,,,,,9444.6,49500.0,0.0,0.191,1.388,14166.9,49500.0,0.0,0.286,1.389,18889.2,49500.0,0.0,0.382,1.392,,,,,,,,,,,,,
5,5,motorway,5,551,"LINESTRING (-87.652946 41.932398, -87.641042 41.941401)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,17223.8,25835.7,34447.6,17223.8,25835.7,34447.6,,,,,17223.8,49500.0,0.0,0.348,1.391,25835.7,49500.0,0.0,0.522,1.403,34447.6,49500.0,0.0,0.696,1.437,,,,,,,,,,,,,
6,6,motorway,6,552,"LINESTRING (-87.743446 41.990019, -87.731543 41.999024)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,6446.0,9669.0,12892.1,6446.0,9669.0,12892.1,,,,,6446.0,49500.0,0.0,0.130,1.388,9669.0,49500.0,0.0,0.195,1.388,12892.1,49500.0,0.0,0.260,1.389,,,,,,,,,,,,,
7,7,motorway,7,553,"LINESTRING (-87.725585 41.960306, -87.713681 41.969312)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,9884.3,14826.4,19768.6,9884.3,14826.4,19768.6,,,,,9884.3,49500.0,0.0,0.200,1.388,14826.4,49500.0,0.0,0.300,1.390,19768.6,49500.0,0.0,0.399,1.393,,,,,,,,,,,,,
8,8,motorway,8,554,"LINESTRING (-87.799415 41.987318, -87.787511 41.996323)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,9252.3,13878.5,18504.6,9252.3,13878.5,18504.6,,,,,9252.3,49500.0,0.0,0.187,1.388,13878.5,49500.0,0.0,0.280,1.389,18504.6,49500.0,0.0,0.374,1.392,,,,,,,,,,,,,
9,9,motorway,9,555,"LINESTRING (-87.822036 41.948603, -87.810136 41.957608)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,6699.5,10049.2,13398.9,6699.5,10049.2,13398.9,,,,,6699.5,49500.0,0.0,0.135,1.388,10049.2,49500.0,0.0,0.203,1.388,13398.9,49500.0,0.0,0.271,1.389,,,,,,,,,,,,,
10,10,motorway,10,556,"LINESTRING (-87.763686 41.938700, -87.751787 41.947704)",1.388036,0.862670,1.388036,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,13823.7,20735.5,27647.3,13823.7,20735.5,27647.3,,,,,13823.7,49500.0,0.0,0.279,1.389,20735.5,49500.0,0.0,0.419,1.394,27647.3,49500.0,0.0,0.559,1.408,,,,,,,,,,,,,
