link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
1,1,bpr,1,547,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9978.260,4989.130,4989.130,,548:3557;549:3410;621:3010;,0.000,0.000,0.000,,,,0.000,9978.260,1.388,59.985,37.281,1.000,0.202,0.202,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9978.260,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.951,51.000,8607.945,230.894,8607.945,230.894,0.057,0.000,"LINESTRING (-87.675575 42.011629, -87.663667 42.020633)",9978.260,9978.260,0.202,0.202,60.000,60.000,60.000,60.000,59.994,59.996,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9978.260,9978.260,0.000,59.985,0.000,-59.985,0.202,0.000,-0.202,0.002,0.000,-0.002,period-based
2,2,bpr,2,548,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13438.820,6719.410,6719.410,,547:1156;550:4488;552:3033;618:4759;,0.000,0.000,0.000,,,,0.000,13438.820,1.389,59.951,37.260,0.999,0.271,0.271,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13438.820,0.955,1.142,0.005,0.000,60.000,51.000,0.400,4.000,59.838,51.000,11593.268,311.146,11593.268,311.146,0.253,0.000,"LINESTRING (-87.699386 42.003527, -87.687483 42.012530)",13438.820,13438.820,0.271,0.271,60.000,60.000,60.000,60.000,59.981,59.987,59.992,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13438.820,13438.820,0.000,59.951,0.000,-59.951,0.271,0.000,-0.271,0.005,0.000,-0.005,period-based
3,3,bpr,3,549,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20191.061,10095.530,10095.530,,547:2675;550:6312;551:11202;,0.000,0.000,0.000,,,,0.000,20191.061,1.394,59.752,37.136,0.996,0.408,0.408,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,20191.060,0.955,1.142,0.026,0.000,60.000,51.000,0.400,4.000,59.185,51.000,17418.223,469.038,17418.223,469.038,1.940,0.000,"LINESTRING (-87.664855 41.977415, -87.652950 41.986419)",20191.060,20191.060,0.408,0.408,60.000,60.000,60.000,60.000,59.906,59.932,59.957,59.983,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20191.061,20191.061,0.000,59.752,0.000,-59.752,0.408,0.000,-0.408,0.026,0.000,-0.026,period-based
4,4,bpr,4,550,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18889.240,9444.620,9444.620,,548:3471;549:2999;551:4336;552:1261;553:3023;560:3797;,0.000,0.000,0.000,,,,0.000,18889.240,1.392,59.810,37.172,0.997,0.382,0.382,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,18889.240,0.955,1.142,0.020,0.000,60.000,51.000,0.400,4.000,59.374,51.000,16295.181,438.372,16295.181,438.372,1.390,0.000,"LINESTRING (-87.689857 41.963911, -87.677957 41.972914)",18889.240,18889.240,0.382,0.382,60.000,60.000,60.000,60.000,59.928,59.948,59.967,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18889.240,18889.240,0.000,59.810,0.000,-59.810,0.382,0.000,-0.382,0.020,0.000,-0.020,period-based
5,5,bpr,5,551,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,34447.641,17223.820,17223.820,,495:6612;549:3590;550:4906;563:19338;,0.000,0.000,0.000,,,,0.000,34447.641,1.437,57.961,36.023,0.966,0.696,0.696,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,34447.641,0.955,1.142,0.224,0.000,60.000,51.000,0.400,4.000,53.730,50.949,29716.945,824.945,29716.945,824.945,28.036,0.000,"LINESTRING (-87.652946 41.932398, -87.641042 41.941401)",34447.641,34447.641,0.696,0.696,60.000,60.000,60.000,60.000,59.271,59.470,59.669,59.868,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,34447.641,34447.641,0.000,57.961,0.000,-57.961,0.696,0.000,-0.696,0.224,0.000,-0.224,period-based
6,6,bpr,6,552,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,12892.061,6446.030,6446.031,,435:2474;548:1047;550:1439;553:3105;618:1841;619:2984;,0.000,0.000,0.000,,,,0.000,12892.061,1.389,59.959,37.265,0.999,0.260,0.260,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,12892.060,0.955,1.142,0.004,0.000,60.000,51.000,0.400,4.000,59.863,51.000,11121.594,298.450,11121.594,298.450,0.206,0.000,"LINESTRING (-87.743446 41.990019, -87.731543 41.999024)",12892.060,12892.060,0.260,0.260,60.000,60.000,60.000,60.000,59.984,59.989,59.993,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12892.061,12892.061,0.000,59.959,0.000,-59.959,0.260,0.000,-0.260,0.004,0.000,-0.004,period-based
7,7,bpr,7,553,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,19768.561,9884.280,9884.280,,496:4761;550:3575;552:5315;560:6116;,0.000,0.000,0.000,,,,0.000,19768.561,1.393,59.772,37.148,0.996,0.399,0.399,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,19768.560,0.955,1.142,0.024,0.000,60.000,51.000,0.400,4.000,59.250,51.000,17053.744,459.070,17053.744,459.070,1.745,0.000,"LINESTRING (-87.725585 41.960306, -87.713681 41.969312)",19768.560,19768.560,0.399,0.399,60.000,60.000,60.000,60.000,59.914,59.937,59.961,59.984,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19768.561,19768.561,0.000,59.772,0.000,-59.772,0.399,0.000,-0.399,0.024,0.000,-0.024,period-based
8,8,bpr,8,554,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18504.600,9252.300,9252.300,,435:4138;437:4310;614:2959;619:2113;622:1620;625:3363;,0.000,0.000,0.000,,,,0.000,18504.600,1.392,59.825,37.181,0.997,0.374,0.374,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,18504.600,0.955,1.142,0.019,0.000,60.000,51.000,0.400,4.000,59.423,51.000,15963.363,429.338,15963.363,429.338,1.254,0.000,"LINESTRING (-87.799415 41.987318, -87.787511 41.996323)",18504.600,18504.600,0.374,0.374,60.000,60.000,60.000,60.000,59.934,59.952,59.970,59.988,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18504.600,18504.600,0.000,59.825,0.000,-59.825,0.374,0.000,-0.374,0.019,0.000,-0.019,period-based
9,9,bpr,9,555,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13398.900,6699.450,6699.450,,556:3506;622:1931;624:3666;625:4293;,0.000,0.000,0.000,,,,0.000,13398.900,1.389,59.952,37.260,0.999,0.271,0.271,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13398.900,0.955,1.142,0.005,0.000,60.000,51.000,0.400,4.000,59.840,51.000,11558.829,310.219,11558.829,310.219,0.250,0.000,"LINESTRING (-87.822036 41.948603, -87.810136 41.957608)",13398.900,13398.900,0.271,0.271,60.000,60.000,60.000,60.000,59.982,59.987,59.992,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13398.900,13398.900,0.000,59.952,0.000,-59.952,0.271,0.000,-0.271,0.005,0.000,-0.005,period-based
10,10,bpr,10,556,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,27647.301,13823.650,13823.650,,437:2774;496:8788;555:3935;557:6207;560:4920;624:1020;,0.000,0.000,0.000,,,,0.000,27647.301,1.408,59.137,36.754,0.986,0.559,0.559,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,27647.301,0.955,1.142,0.093,0.000,60.000,51.000,0.400,4.000,57.229,50.998,23850.496,648.927,23850.496,648.927,9.336,0.000,"LINESTRING (-87.763686 41.938700, -87.751787 41.947704)",27647.301,27647.301,0.559,0.559,60.000,60.000,60.000,60.000,59.681,59.768,59.855,59.942,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,27647.301,27647.301,0.000,59.137,0.000,-59.137,0.559,0.000,-0.559,0.093,0.000,-0.093,period-based
