node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry
1,,-112.162510,33.669570,,,0,0.100000,0.100000,"POINT (-112.162510 33.669570)"
2,,-112.162590,33.669560,,,0,0.100000,0.100000,"POINT (-112.162590 33.669560)"
3,,-112.162660,33.669560,,,0,0.100000,0.100000,"POINT (-112.162660 33.669560)"
4,,-112.162740,33.669560,,,0,0.100000,0.100000,"POINT (-112.162740 33.669560)"
5,,-112.162810,33.669550,,,0,0.100000,0.100000,"POINT (-112.162810 33.669550)"
6,,-112.162890,33.669550,,,0,0.100000,0.100000,"POINT (-112.162890 33.669550)"
7,,-112.162960,33.669550,,,0,0.100000,0.100000,"POINT (-112.162960 33.669550)"
8,,-112.163040,33.669540,,,0,0.100000,0.100000,"POINT (-112.163040 33.669540)"
9,,-112.163110,33.669540,,,0,0.100000,0.100000,"POINT (-112.163110 33.669540)"
10,,-112.163190,33.669540,,,0,0.100000,0.100000,"POINT (-112.163190 33.669540)"
11,,-112.163260,33.669530,,,0,0.100000,0.100000,"POINT (-112.163260 33.669530)"
14,,-112.163430,33.669520,,,0,0.100000,0.100000,"POINT (-112.163430 33.669520)"
15,,-112.163500,33.669510,,,0,0.100000,0.100000,"POINT (-112.163500 33.669510)"
16,,-112.163580,33.669500,,,0,0.100000,0.100000,"POINT (-112.163580 33.669500)"
19,,-112.163700,33.669480,,,0,0.100000,0.100000,"POINT (-112.163700 33.669480)"
20,,-112.163770,33.669470,,,0,0.100000,0.100000,"POINT (-112.163770 33.669470)"
23,,-112.163900,33.669460,,,0,0.100000,0.100000,"POINT (-112.163900 33.669460)"
24,,-112.163970,33.669450,,,0,0.100000,0.100000,"POINT (-112.163970 33.669450)"
27,,-112.164130,33.669430,,,0,0.100000,0.100000,"POINT (-112.164130 33.669430)"
28,,-112.164210,33.669430,,,0,0.100000,0.100000,"POINT (-112.164210 33.669430)"
31,,-112.164390,33.669410,,,0,0.100000,0.100000,"POINT (-112.164390 33.669410)"
32,,-112.164470,33.669400,,,0,0.100000,0.100000,"POINT (-112.164470 33.669400)"
33,,-112.164540,33.669390,,,0,0.100000,0.100000,"POINT (-112.164540 33.669390)"
34,,-112.164620,33.669390,,,0,0.100000,0.100000,"POINT (-112.164620 33.669390)"
35,,-112.164690,33.669380,,,0,0.100000,0.100000,"POINT (-112.164690 33.669380)"
36,,-112.164770,33.669370,,,0,0.100000,0.100000,"POINT (-112.164770 33.669370)"
37,,-112.164840,33.669370,,,0,0.100000,0.100000,"POINT (-112.164840 33.669370)"
38,,-112.164920,33.669360,,,0,0.100000,0.100000,"POINT (-112.164920 33.669360)"
39,,-112.164990,33.669350,,,0,0.100000,0.100000,"POINT (-112.164990 33.669350)"
40,,-112.165070,33.669350,,,0,0.100000,0.100000,"POINT (-112.165070 33.669350)"
41,,-112.165110,33.669340,,,0,0.100000,0.100000,"POINT (-112.165110 33.669340)"
42,,-112.163350,33.669530,,,0,0.100000,0.100000,"POINT (-112.163350 33.669530)"
43,,-112.163620,33.669490,,,0,0.100000,0.100000,"POINT (-112.163620 33.669490)"
44,,-112.163820,33.669470,,,0,0.100000,0.100000,"POINT (-112.163820 33.669470)"
45,,-112.164060,33.669440,,,0,0.100000,0.100000,"POINT (-112.164060 33.669440)"
46,,-112.164320,33.669410,,,0,0.100000,0.100000,"POINT (-112.164320 33.669410)"
47,,-112.165100,33.668710,,,0,0.100000,0.100000,"POINT (-112.165100 33.668710)"
48,,-112.165030,33.668730,,,0,0.100000,0.100000,"POINT (-112.165030 33.668730)"
49,,-112.164960,33.668740,,,0,0.100000,0.100000,"POINT (-112.164960 33.668740)"
50,,-112.164880,33.668760,,,0,0.100000,0.100000,"POINT (-112.164880 33.668760)"
51,,-112.164810,33.668780,,,0,0.100000,0.100000,"POINT (-112.164810 33.668780)"
52,,-112.164740,33.668790,,,0,0.100000,0.100000,"POINT (-112.164740 33.668790)"
53,,-112.164660,33.668810,,,0,0.100000,0.100000,"POINT (-112.164660 33.668810)"
54,,-112.164590,33.668830,,,0,0.100000,0.100000,"POINT (-112.164590 33.668830)"
55,,-112.164520,33.668840,,,0,0.100000,0.100000,"POINT (-112.164520 33.668840)"
56,,-112.164450,33.668860,,,0,0.100000,0.100000,"POINT (-112.164450 33.668860)"
57,,-112.164370,33.668880,,,0,0.100000,0.100000,"POINT (-112.164370 33.668880)"
60,,-112.164240,33.668910,,,0,0.100000,0.100000,"POINT (-112.164240 33.668910)"
61,,-112.164170,33.668920,,,0,0.100000,0.100000,"POINT (-112.164170 33.668920)"
62,,-112.164090,33.668940,,,0,0.100000,0.100000,"POINT (-112.164090 33.668940)"
63,,-112.164020,33.668950,,,0,0.100000,0.100000,"POINT (-112.164020 33.668950)"
64,,-112.163950,33.668970,,,0,0.100000,0.100000,"POINT (-112.163950 33.668970)"
65,,-112.163870,33.668980,,,0,0.100000,0.100000,"POINT (-112.163870 33.668980)"
68,,-112.163720,33.669010,,,0,0.100000,0.100000,"POINT (-112.163720 33.669010)"
69,,-112.163650,33.669030,,,0,0.100000,0.100000,"POINT (-112.163650 33.669030)"
70,,-112.163580,33.669040,,,0,0.100000,0.100000,"POINT (-112.163580 33.669040)"
71,,-112.163500,33.669050,,,0,0.100000,0.100000,"POINT (-112.163500 33.669050)"
74,,-112.163330,33.669080,,,0,0.100000,0.100000,"POINT (-112.163330 33.669080)"
75,,-112.163250,33.669090,,,0,0.100000,0.100000,"POINT (-112.163250 33.669090)"
76,,-112.163180,33.669100,,,0,0.100000,0.100000,"POINT (-112.163180 33.669100)"
77,,-112.163100,33.669110,,,0,0.100000,0.100000,"POINT (-112.163100 33.669110)"
78,,-112.163030,33.669120,,,0,0.100000,0.100000,"POINT (-112.163030 33.669120)"
79,,-112.162950,33.669130,,,0,0.100000,0.100000,"POINT (-112.162950 33.669130)"
80,,-112.162880,33.669140,,,0,0.100000,0.100000,"POINT (-112.162880 33.669140)"
81,,-112.162800,33.669150,,,0,0.100000,0.100000,"POINT (-112.162800 33.669150)"
82,,-112.162730,33.669160,,,0,0.100000,0.100000,"POINT (-112.162730 33.669160)"
85,,-112.162570,33.669180,,,0,0.100000,0.100000,"POINT (-112.162570 33.669180)"
86,,-112.162500,33.669180,,,0,0.100000,0.100000,"POINT (-112.162500 33.669180)"
