link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
1,1,bpr,1,547,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4989.130,4989.130,-0.000,,548:2179;549:1862;621:948;,0.000,0.000,0.000,,,,0.000,4989.130,1.388,59.999,37.290,1.000,0.101,0.101,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,4989.130,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.997,51.000,4303.973,115.420,4303.973,115.420,0.002,0.000,"LINESTRING (-87.675575 42.011629, -87.663667 42.020633)",4989.130,4989.130,0.101,0.101,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4989.130,4989.130,0.000,59.999,0.000,-59.999,0.101,0.000,-0.101,0.000,0.000,-0.000,period-based
2,2,bpr,2,548,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6719.410,6719.410,0.000,,547:895;550:2135;552:1786;618:1901;,0.000,0.000,0.000,,,,0.000,6719.410,1.388,59.997,37.288,1.000,0.136,0.136,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,6719.410,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.990,51.000,5796.634,155.454,5796.634,155.454,0.008,0.000,"LINESTRING (-87.699386 42.003527, -87.687483 42.012530)",6719.410,6719.410,0.136,0.136,60.000,60.000,60.000,60.000,59.999,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6719.410,6719.410,0.000,59.997,0.000,-59.997,0.136,0.000,-0.136,0.000,0.000,-0.000,period-based
3,3,bpr,3,549,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10095.530,10095.530,0.000,,547:1710;550:3730;551:4654;,0.000,0.000,0.000,,,,0.000,10095.530,1.388,59.984,37.281,1.000,0.204,0.204,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,10095.530,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.948,51.000,8709.111,233.610,8709.111,233.610,0.061,0.000,"LINESTRING (-87.664855 41.977415, -87.652950 41.986419)",10095.530,10095.530,0.204,0.204,60.000,60.000,60.000,60.000,59.994,59.996,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10095.530,10095.530,0.000,59.984,0.000,-59.984,0.204,0.000,-0.204,0.002,0.000,-0.002,period-based
4,4,bpr,4,550,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9444.620,9444.620,0.000,,548:1237;549:923;551:2788;552:875;553:1711;560:1907;,0.000,0.000,0.000,,,,0.000,9444.620,1.388,59.988,37.283,1.000,0.191,0.191,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9444.620,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.960,51.000,8147.590,218.535,8147.590,218.535,0.043,0.000,"LINESTRING (-87.689857 41.963911, -87.677957 41.972914)",9444.620,9444.620,0.191,0.191,60.000,60.000,60.000,60.000,59.995,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9444.620,9444.620,0.000,59.988,0.000,-59.988,0.191,0.000,-0.191,0.001,0.000,-0.001,period-based
5,5,bpr,5,551,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,17223.820,17223.820,0.000,,495:3251;549:1648;550:2699;563:9624;,0.000,0.000,0.000,,,,0.000,17223.820,1.391,59.868,37.208,0.998,0.348,0.348,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,17223.820,0.955,1.142,0.014,0.000,60.000,51.000,0.400,4.000,59.566,51.000,14858.473,399.331,14858.473,399.331,0.876,0.000,"LINESTRING (-87.652946 41.932398, -87.641042 41.941401)",17223.820,17223.820,0.348,0.348,60.000,60.000,60.000,60.000,59.950,59.964,59.977,59.991,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17223.820,17223.820,0.000,59.868,0.000,-59.868,0.348,0.000,-0.348,0.014,0.000,-0.014,period-based
6,6,bpr,6,552,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6446.030,6446.030,0.000,,435:1161;548:378;550:803;553:1738;618:969;619:1395;,0.000,0.000,0.000,,,,0.000,6446.030,1.388,59.997,37.289,1.000,0.130,0.130,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,6446.030,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.991,51.000,5560.797,149.128,5560.797,149.128,0.006,0.000,"LINESTRING (-87.743446 41.990019, -87.731543 41.999024)",6446.030,6446.030,0.130,0.130,60.000,60.000,60.000,60.000,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6446.030,6446.030,0.000,59.997,0.000,-59.997,0.130,0.000,-0.130,0.000,0.000,-0.000,period-based
7,7,bpr,7,553,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9884.280,9884.280,0.000,,496:2107;550:2113;552:2845;560:2817;,0.000,0.000,0.000,,,,0.000,9884.280,1.388,59.986,37.281,1.000,0.200,0.200,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9884.280,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.953,51.000,8526.872,228.717,8526.872,228.717,0.055,0.000,"LINESTRING (-87.725585 41.960306, -87.713681 41.969312)",9884.280,9884.280,0.200,0.200,60.000,60.000,60.000,60.000,59.995,59.996,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9884.280,9884.280,0.000,59.986,0.000,-59.986,0.200,0.000,-0.200,0.002,0.000,-0.002,period-based
8,8,bpr,8,554,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9252.300,9252.300,-0.000,,435:2245;437:1699;614:1684;619:1149;622:916;625:1556;,0.000,0.000,0.000,,,,0.000,9252.300,1.388,59.989,37.283,1.000,0.187,0.187,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9252.300,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.964,51.000,7981.682,214.081,7981.682,214.081,0.039,0.000,"LINESTRING (-87.799415 41.987318, -87.787511 41.996323)",9252.300,9252.300,0.187,0.187,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9252.300,9252.300,0.000,59.989,0.000,-59.989,0.187,0.000,-0.187,0.001,0.000,-0.001,period-based
9,9,bpr,9,555,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6699.450,6699.450,0.000,,556:1728;622:1113;624:1943;625:1914;,0.000,0.000,0.000,,,,0.000,6699.450,1.388,59.997,37.288,1.000,0.135,0.135,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,6699.450,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.990,51.000,5779.415,154.992,5779.415,154.992,0.008,0.000,"LINESTRING (-87.822036 41.948603, -87.810136 41.957608)",6699.450,6699.450,0.135,0.135,60.000,60.000,60.000,60.000,59.999,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6699.450,6699.450,0.000,59.997,0.000,-59.997,0.135,0.000,-0.135,0.000,0.000,-0.000,period-based
10,10,bpr,10,556,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13823.650,13823.650,0.000,,437:1275;496:4058;555:1994;557:3045;560:2811;624:637;,0.000,0.000,0.000,,,,0.000,13823.650,1.389,59.945,37.256,0.999,0.279,0.279,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13823.650,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.819,51.000,11925.248,320.087,11925.248,320.087,0.292,0.000,"LINESTRING (-87.763686 41.938700, -87.751787 41.947704)",13823.650,13823.650,0.279,0.279,60.000,60.000,60.000,60.000,59.979,59.985,59.991,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13823.650,13823.650,0.000,59.945,0.000,-59.945,0.279,0.000,-0.279,0.006,0.000,-0.006,period-based
