Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/10/2010 00:00,400009,29,0.0083,70.7
03/10/2010 00:00,400126,29,0.0111,71.4
03/10/2010 00:00,400176,45,0.0121,72.9
03/10/2010 00:00,400367,17,0.0051,74
03/10/2010 00:00,400432,53,0.0135,72.2
03/10/2010 00:00,400679,66,0.0185,72.5
03/10/2010 00:00,400691,10,0.0031,73.2
03/10/2010 00:00,400728,23,0.0075,71.8
03/10/2010 00:00,400803,30,0.0114,72
03/10/2010 00:00,400808,65,0.032,73.9
03/10/2010 00:00,401198,56,0.0161,72.5
03/10/2010 00:00,401242,24,0.0087,70.7
03/10/2010 00:05,400009,26,0.0072,70
03/10/2010 00:05,400126,28,0.0104,70
03/10/2010 00:05,400176,65,0.0179,71.3
03/10/2010 00:05,400367,62,0.0241,68.9
03/10/2010 00:05,400432,77,0.0197,70.7
03/10/2010 00:05,400679,75,0.0235,69.7
03/10/2010 00:05,400691,28,0.0092,70.5
03/10/2010 00:05,400728,22,0.0061,71.7
03/10/2010 00:05,400803,28,0.0105,68.2
03/10/2010 00:05,400808,66,0.035,64.1
03/10/2010 00:05,401198,76,0.0239,69.4
03/10/2010 00:05,401242,28,0.0098,70.4
03/10/2010 00:10,400009,29,0.0074,69.7
03/10/2010 00:10,400126,31,0.0101,68.4
03/10/2010 00:10,400176,70,0.0217,68.9
03/10/2010 00:10,400367,79,0.0287,65.3
03/10/2010 00:10,400432,85,0.023,69.4
03/10/2010 00:10,400679,89,0.0279,67.6
03/10/2010 00:10,400691,26,0.0077,69
03/10/2010 00:10,400728,24,0.0069,70.4
03/10/2010 00:10,400803,22,0.008,64.6
03/10/2010 00:10,400808,83,0.0435,54.7
03/10/2010 00:10,401198,86,0.0282,67.1
03/10/2010 00:10,401242,28,0.0081,69.2
03/10/2010 00:15,400009,24,0.0066,69.4
03/10/2010 00:15,400126,22,0.0091,66.7
03/10/2010 00:15,400176,70,0.0221,66.9
03/10/2010 00:15,400367,67,0.0244,62.9
03/10/2010 00:15,400432,77,0.0211,68.7
03/10/2010 00:15,400679,75,0.0243,67.4
03/10/2010 00:15,400691,21,0.007,68.1
03/10/2010 00:15,400728,23,0.007,69.4
03/10/2010 00:15,400803,21,0.0086,62.3
03/10/2010 00:15,400808,70,0.037,47.6
03/10/2010 00:15,401198,71,0.0232,66.3
03/10/2010 00:15,401242,23,0.008,68.1
03/10/2010 00:20,400009,21,0.0051,68.6
03/10/2010 00:20,400126,19,0.0069,66.3
03/10/2010 00:20,400176,73,0.0223,65.6
03/10/2010 00:20,400367,73,0.0282,60.3
03/10/2010 00:20,400432,76,0.0204,68.4
03/10/2010 00:20,400679,79,0.0224,66.8
03/10/2010 00:20,400691,16,0.005,67.4
03/10/2010 00:20,400728,16,0.0046,69.2
03/10/2010 00:20,400803,19,0.0061,59.7
03/10/2010 00:20,400808,79,0.0417,41.8
03/10/2010 00:20,401198,70,0.0234,65.6
03/10/2010 00:20,401242,22,0.0062,68.1
03/10/2010 00:25,400009,22,0.007,68
03/10/2010 00:25,400126,27,0.0106,64.4
03/10/2010 00:25,400176,72,0.0267,63.1
03/10/2010 00:25,400367,77,0.0323,57.8
