Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/11/2010 00:00,400009,21,0.0061,70
03/11/2010 00:00,400126,23,0.0085,71
03/11/2010 00:00,400176,51,0.0156,71.7
03/11/2010 00:00,400367,48,0.0163,70.4
03/11/2010 00:00,400432,55,0.0157,70.5
03/11/2010 00:00,400679,58,0.0181,70.3
03/11/2010 00:00,400691,23,0.0069,70.8
03/11/2010 00:00,400728,18,0.0048,71.6
03/11/2010 00:00,400803,23,0.0072,70.8
03/11/2010 00:00,400808,49,0.0169,69.8
03/11/2010 00:00,401198,53,0.0171,70.3
03/11/2010 00:00,401242,25,0.0073,70.6
03/11/2010 00:05,400009,29,0.0092,68.9
03/11/2010 00:05,400126,32,0.0116,69.3
03/11/2010 00:05,400176,46,0.0112,71.7
03/11/2010 00:05,400367,51,0.0147,69.9
03/11/2010 00:05,400432,52,0.0124,71.1
03/11/2010 00:05,400679,54,0.016,69.3
03/11/2010 00:05,400691,29,0.0094,70.6
03/11/2010 00:05,400728,32,0.0093,70.5
03/11/2010 00:05,400803,27,0.0099,68.5
03/11/2010 00:05,400808,49,0.0163,65.3
03/11/2010 00:05,401198,52,0.0149,69.8
03/11/2010 00:05,401242,31,0.0102,69.4
03/11/2010 00:10,400009,21,0.0054,68.9
03/11/2010 00:10,400126,26,0.0079,69.3
03/11/2010 00:10,400176,49,0.0139,71.4
03/11/2010 00:10,400367,56,0.0162,69.6
03/11/2010 00:10,400432,57,0.0156,70.6
03/11/2010 00:10,400679,56,0.0173,68.8
03/11/2010 00:10,400691,24,0.0071,70.1
03/11/2010 00:10,400728,19,0.0046,70.9
03/11/2010 00:10,400803,26,0.0074,66.6
03/11/2010 00:10,400808,58,0.0179,62.9
03/11/2010 00:10,401198,59,0.018,69
03/11/2010 00:10,401242,23,0.0064,69.3
03/11/2010 00:15,400009,19,0.0045,68.8
03/11/2010 00:15,400126,20,0.0057,68.7
03/11/2010 00:15,400176,49,0.0149,69.6
03/11/2010 00:15,400367,47,0.0149,67.1
03/11/2010 00:15,400432,51,0.0148,69.2
03/11/2010 00:15,400679,55,0.0173,67
03/11/2010 00:15,400691,18,0.0045,69.8
03/11/2010 00:15,400728,19,0.0043,70.9
03/11/2010 00:15,400803,20,0.0053,64.3
03/11/2010 00:15,400808,53,0.0167,58.1
03/11/2010 00:15,401198,53,0.0171,67.5
03/11/2010 00:15,401242,22,0.0052,69.7
03/11/2010 00:20,400009,27,0.0066,69.1
03/11/2010 00:20,400126,25,0.0079,67.1
03/11/2010 00:20,400176,52,0.0133,69.6
03/11/2010 00:20,400367,55,0.0161,67.5
03/11/2010 00:20,400432,58,0.0138,70.1
03/11/2010 00:20,400679,63,0.0174,67.9
03/11/2010 00:20,400691,22,0.0058,69.1
03/11/2010 00:20,400728,23,0.0063,70.8
03/11/2010 00:20,400803,23,0.0069,61.8
03/11/2010 00:20,400808,57,0.0173,55.9
03/11/2010 00:20,401198,58,0.0168,67
03/11/2010 00:20,401242,27,0.0077,69.1
03/11/2010 00:25,400009,16,0.004,68.3
03/11/2010 00:25,400126,20,0.0064,66.5
03/11/2010 00:25,400176,45,0.0117,69.7
03/11/2010 00:25,400367,42,0.0131,65.9
03/11/2010 00:25,400432,47,0.0121,69.7
03/11/2010 00:25,400679,42,0.0129,66
03/11/2010 00:25,400691,21,0.0053,68.9
03/11/2010 00:25,400728,15,0.0039,69.6
03/11/2010 00:25,400803,20,0.0063,60.5
03/11/2010 00:25,400808,42,0.0141,53
03/11/2010 00:25,401198,40,0.012,66.5
03/11/2010 00:25,401242,19,0.0043,69.8
03/11/2010 00:30,400009,30,0.009,67.9
03/11/2010 00:30,400126,30,0.0115,65.4
03/11/2010 00:30,400176,35,0.0108,68.9
03/11/2010 00:30,400367,35,0.012,64.7
03/11/2010 00:30,400432,40,0.0107,69.5
03/11/2010 00:30,400679,37,0.0139,63.9
03/11/2010 00:30,400691,29,0.0096,67.6
03/11/2010 00:30,400728,24,0.0081,70.5
03/11/2010 00:30,400803,30,0.0106,58.6
03/11/2010 00:30,400808,36,0.0119,49.8
03/11/2010 00:30,401198,40,0.0126,65.8
03/11/2010 00:30,401242,30,0.0109,67.6
03/11/2010 00:35,400009,15,0.0039,68.9
03/11/2010 00:35,400126,21,0.0067,66.2
03/11/2010 00:35,400176,39,0.011,68.1
03/11/2010 00:35,400367,38,0.0123,65.5
03/11/2010 00:35,400432,43,0.0119,68.5
03/11/2010 00:35,400679,41,0.0133,64.1
03/11/2010 00:35,400691,20,0.0052,68.7
03/11/2010 00:35,400728,16,0.0043,70.5
03/11/2010 00:35,400803,20,0.0051,56.7
03/11/2010 00:35,400808,40,0.0129,49.7
03/11/2010 00:35,401198,42,0.0127,65
03/11/2010 00:35,401242,16,0.0047,68.6
03/11/2010 00:40,400009,15,0.0053,68.1
03/11/2010 00:40,400126,19,0.0068,65.5
03/11/2010 00:40,400176,30,0.0083,67.9
03/11/2010 00:40,400367,35,0.0096,64.8
03/11/2010 00:40,400432,35,0.0084,68.6
03/11/2010 00:40,400679,34,0.0096,64.3
03/11/2010 00:40,400691,17,0.0059,67.8
03/11/2010 00:40,400728,17,0.0049,69.3
03/11/2010 00:40,400803,18,0.0073,55.4
03/11/2010 00:40,400808,33,0.0103,47.7
03/11/2010 00:40,401198,34,0.0099,65.3
03/11/2010 00:40,401242,19,0.0061,67.7
03/11/2010 00:45,400009,12,0.0032,67.6
03/11/2010 00:45,400126,16,0.0066,64.5
03/11/2010 00:45,400176,36,0.0095,68.4
03/11/2010 00:45,400367,38,0.0132,63
03/11/2010 00:45,400432,41,0.0103,69
03/11/2010 00:45,400679,40,0.0127,63.1
03/11/2010 00:45,400691,16,0.0057,66.5
03/11/2010 00:45,400728,10,0.0032,71
03/11/2010 00:45,400803,17,0.005,55.1
03/11/2010 00:45,400808,38,0.0131,45.8
03/11/2010 00:45,401198,42,0.0123,65.3
03/11/2010 00:45,401242,18,0.0056,66.1
03/11/2010 00:50,400009,18,0.0063,67.2
03/11/2010 00:50,400126,17,0.007,64.7
03/11/2010 00:50,400176,27,0.0085,66.6
03/11/2010 00:50,400367,26,0.0089,62.8
03/11/2010 00:50,400432,31,0.0084,68
03/11/2010 00:50,400679,32,0.01,61.5
03/11/2010 00:50,400691,13,0.0049,67
03/11/2010 00:50,400728,15,0.005,68.5
03/11/2010 00:50,400803,17,0.006,54
03/11/2010 00:50,400808,27,0.0104,45.4
03/11/2010 00:50,401198,31,0.0095,62.8
03/11/2010 00:50,401242,19,0.0064,67.1
03/11/2010 00:55,400009,12,0.0037,66.5
03/11/2010 00:55,400126,13,0.0054,63.8
03/11/2010 00:55,400176,27,0.0096,65.9
03/11/2010 00:55,400367,30,0.0107,63
03/11/2010 00:55,400432,33,0.0111,67.7
03/11/2010 00:55,400679,35,0.0116,63
03/11/2010 00:55,400691,13,0.0046,65.6
03/11/2010 00:55,400728,14,0.0044,68.4
03/11/2010 00:55,400803,13,0.0045,53.2
03/11/2010 00:55,400808,35,0.0105,45.4
03/11/2010 00:55,401198,30,0.0114,64.1
03/11/2010 00:55,401242,12,0.0049,66.4
03/11/2010 01:00,400009,11,0.0029,65.7
03/11/2010 01:00,400126,14,0.0042,62.7
03/11/2010 01:00,400176,29,0.0088,65.8
03/11/2010 01:00,400367,29,0.0098,60.9
03/11/2010 01:00,400432,27,0.0064,67.4
03/11/2010 01:00,400679,31,0.0103,62.4
03/11/2010 01:00,400691,13,0.0036,65.9
03/11/2010 01:00,400728,11,0.0031,67.3
03/11/2010 01:00,400803,15,0.0043,52.7
03/11/2010 01:00,400808,28,0.0107,41.6
03/11/2010 01:00,401198,28,0.0078,63
03/11/2010 01:00,401242,11,0.0032,65.9
03/11/2010 01:05,400009,8,0.0024,66.6
03/11/2010 01:05,400126,11,0.0037,65
03/11/2010 01:05,400176,27,0.0095,64.1
03/11/2010 01:05,400367,25,0.0093,60
03/11/2010 01:05,400432,34,0.0109,65.8
03/11/2010 01:05,400679,28,0.0111,58
03/11/2010 01:05,400691,10,0.003,68.7
03/11/2010 01:05,400728,11,0.0034,70.2
03/11/2010 01:05,400803,7,0.0031,54.1
03/11/2010 01:05,400808,26,0.0098,40.1
03/11/2010 01:05,401198,33,0.0115,62.3
03/11/2010 01:05,401242,13,0.0038,66.3
03/11/2010 01:10,400009,13,0.0057,63.8
03/11/2010 01:10,400126,12,0.007,61.8
03/11/2010 01:10,400176,25,0.0078,65.3
03/11/2010 01:10,400367,28,0.0105,59.2
03/11/2010 01:10,400432,27,0.0079,66.1
03/11/2010 01:10,400679,28,0.01,60.4
03/11/2010 01:10,400691,10,0.0051,64.3
03/11/2010 01:10,400728,17,0.0068,65.7
03/11/2010 01:10,400803,11,0.0059,47.9
03/11/2010 01:10,400808,28,0.011,40.2
03/11/2010 01:10,401198,25,0.0084,62
03/11/2010 01:10,401242,16,0.0067,63.4
03/11/2010 01:15,400009,9,0.0022,65.2
03/11/2010 01:15,400126,13,0.0051,60.9
03/11/2010 01:15,400176,22,0.0077,64.2
03/11/2010 01:15,400367,17,0.0055,60.8
03/11/2010 01:15,400432,20,0.0064,64.7
03/11/2010 01:15,400679,21,0.0075,57.9
03/11/2010 01:15,400691,14,0.0046,63.8
03/11/2010 01:15,400728,7,0.002,64.3
03/11/2010 01:15,400803,12,0.0047,51.8
03/11/2010 01:15,400808,16,0.0058,40.6
03/11/2010 01:15,401198,21,0.0081,60.3
03/11/2010 01:15,401242,8,0.0029,64.7
03/11/2010 01:20,400009,7,0.0035,62.9
03/11/2010 01:20,400126,8,0.0038,62.1
03/11/2010 01:20,400176,20,0.0062,64.3
03/11/2010 01:20,400367,21,0.007,59.4
03/11/2010 01:20,400432,24,0.007,64.7
03/11/2010 01:20,400679,24,0.0082,58.3
03/11/2010 01:20,400691,8,0.0038,63.1
03/11/2010 01:20,400728,10,0.0042,66.5
03/11/2010 01:20,400803,7,0.0048,47.9
03/11/2010 01:20,400808,21,0.0075,39.9
03/11/2010 01:20,401198,21,0.0073,60.2
03/11/2010 01:20,401242,10,0.0042,63.9
03/11/2010 01:25,400009,15,0.0053,63.9
03/11/2010 01:25,400126,16,0.0066,59.8
03/11/2010 01:25,400176,19,0.0058,64.3
03/11/2010 01:25,400367,18,0.0058,58.3
03/11/2010 01:25,400432,23,0.006,65.5
03/11/2010 01:25,400679,18,0.0074,58.8
03/11/2010 01:25,400691,14,0.0047,62.5
03/11/2010 01:25,400728,10,0.004,62
03/11/2010 01:25,400803,12,0.0047,46.5
03/11/2010 01:25,400808,22,0.0069,40.9
03/11/2010 01:25,401198,23,0.0069,61
03/11/2010 01:25,401242,16,0.0061,62.3
03/11/2010 01:30,400009,14,0.0064,62.8
03/11/2010 01:30,400126,12,0.0055,58.5
03/11/2010 01:30,400176,16,0.0047,64.7
03/11/2010 01:30,400367,18,0.0042,63.7
03/11/2010 01:30,400432,19,0.0047,65.7
03/11/2010 01:30,400679,17,0.0055,62.3
03/11/2010 01:30,400691,10,0.0058,60.6
03/11/2010 01:30,400728,13,0.0061,63.8
03/11/2010 01:30,400803,11,0.0061,46.9
03/11/2010 01:30,400808,17,0.0048,39.9
03/11/2010 01:30,401198,18,0.0054,62
03/11/2010 01:30,401242,11,0.0053,60.6
03/11/2010 01:35,400009,15,0.0052,61.8
03/11/2010 01:35,400126,16,0.007,58.2
03/11/2010 01:35,400176,19,0.0062,63.2
03/11/2010 01:35,400367,22,0.0074,59.3
