Unix Timestamp (local time),StationID,Total Flow_per_obs_interval,Avg Density,Avg Speed
03/24/2010 00:00,400009,24,0.0072,70.8
03/24/2010 00:00,400126,23,0.0098,70.9
03/24/2010 00:00,400176,51,0.0139,70.7
03/24/2010 00:00,400367,50,0.0144,69.9
03/24/2010 00:00,400432,54,0.0132,70.3
03/24/2010 00:00,400679,53,0.0167,69.9
03/24/2010 00:00,400691,24,0.0096,70.8
03/24/2010 00:00,400728,21,0.0061,72
03/24/2010 00:00,400803,27,0.0107,70.9
03/24/2010 00:00,400808,51,0.0159,69
03/24/2010 00:00,401198,52,0.0156,70.3
03/24/2010 00:00,401242,28,0.0094,70.7
03/24/2010 00:05,400009,25,0.0062,71.4
03/24/2010 00:05,400126,27,0.0092,69.4
03/24/2010 00:05,400176,43,0.0117,70.3
03/24/2010 00:05,400367,42,0.0145,67.3
03/24/2010 00:05,400432,51,0.0131,70
03/24/2010 00:05,400679,46,0.0163,67.6
03/24/2010 00:05,400691,26,0.008,70.5
03/24/2010 00:05,400728,25,0.0062,71.9
03/24/2010 00:05,400803,27,0.0089,67
03/24/2010 00:05,400808,43,0.015,63.7
03/24/2010 00:05,401198,48,0.0137,69.3
03/24/2010 00:05,401242,24,0.0069,70.9
03/24/2010 00:10,400009,34,0.0082,71.1
03/24/2010 00:10,400126,33,0.0101,68.5
03/24/2010 00:10,400176,47,0.013,70.1
03/24/2010 00:10,400367,49,0.0149,67
03/24/2010 00:10,400432,49,0.013,70.1
03/24/2010 00:10,400679,53,0.0175,66.1
03/24/2010 00:10,400691,31,0.0086,69.5
03/24/2010 00:10,400728,26,0.0069,71.1
03/24/2010 00:10,400803,28,0.0086,64.2
03/24/2010 00:10,400808,53,0.0171,59.5
03/24/2010 00:10,401198,48,0.0151,68.2
03/24/2010 00:10,401242,32,0.0093,70.1
03/24/2010 00:15,400009,21,0.0053,69.5
03/24/2010 00:15,400126,20,0.0066,67.3
03/24/2010 00:15,400176,53,0.0153,69.4
03/24/2010 00:15,400367,52,0.0156,66.2
03/24/2010 00:15,400432,57,0.0149,70.4
03/24/2010 00:15,400679,55,0.0173,65.3
03/24/2010 00:15,400691,21,0.0061,68.7
03/24/2010 00:15,400728,19,0.005,70.5
03/24/2010 00:15,400803,20,0.0067,60.8
03/24/2010 00:15,400808,51,0.0161,56.3
03/24/2010 00:15,401198,58,0.0171,67.6
03/24/2010 00:15,401242,21,0.0055,69.3
03/24/2010 00:20,400009,28,0.0067,70.1
03/24/2010 00:20,400126,32,0.011,66.2
03/24/2010 00:20,400176,50,0.0186,66.9
03/24/2010 00:20,400367,59,0.0171,65.7
03/24/2010 00:20,400432,59,0.0147,70.1
03/24/2010 00:20,400679,61,0.0188,64.8
03/24/2010 00:20,400691,31,0.0082,69
03/24/2010 00:20,400728,23,0.0052,72.1
03/24/2010 00:20,400803,29,0.0091,59
03/24/2010 00:20,400808,58,0.0192,52.1
03/24/2010 00:20,401198,60,0.0176,67.1
03/24/2010 00:20,401242,32,0.0096,69.5
03/24/2010 00:25,400009,22,0.006,71.1
03/24/2010 00:25,400126,21,0.0084,65.8
03/24/2010 00:25,400176,41,0.0134,65
03/24/2010 00:25,400367,36,0.014,64
03/24/2010 00:25,400432,40,0.0132,68.1
03/24/2010 00:25,400679,45,0.018,62
03/24/2010 00:25,400691,22,0.008,68.7
03/24/2010 00:25,400728,20,0.0067,71.9
03/24/2010 00:25,400803,23,0.009,56.8
03/24/2010 00:25,400808,37,0.0157,48.6
03/24/2010 00:25,401198,41,0.0153,65
03/24/2010 00:25,401242,20,0.0071,69.7
03/24/2010 00:30,400009,16,0.0044,69.4
