node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
1,,-122.298000,37.846000,,,0,"POINT (-122.298000 37.846000)"
2,,-122.299000,37.851000,,,0,"POINT (-122.299000 37.851000)"
3,,-122.300000,37.854000,,,0,"POINT (-122.300000 37.854000)"
4,,-122.301000,37.857000,,,0,"POINT (-122.301000 37.857000)"
5,,-122.302000,37.862000,,,0,"POINT (-122.302000 37.862000)"
6,,-122.303000,37.865000,,,0,"POINT (-122.303000 37.865000)"
7,,-122.304000,37.869000,,,0,"POINT (-122.304000 37.869000)"
8,,-122.304000,37.867000,,,0,"POINT (-122.304000 37.867000)"
9,,-122.297000,37.849000,,,0,"POINT (-122.297000 37.849000)"
10,,-122.299000,37.849000,,,0,"POINT (-122.299000 37.849000)"
11,,-122.305000,37.869000,,,0,"POINT (-122.305000 37.869000)"
12,,-122.303000,37.864000,,,0,"POINT (-122.303000 37.864000)"
13,,-122.305000,37.870000,,,0,"POINT (-122.305000 37.870000)"
14,,-122.302000,37.859000,,,0,"POINT (-122.302000 37.859000)"
15,,-122.300000,37.852000,,,0,"POINT (-122.300000 37.852000)"
16,,-122.300000,37.851000,,,0,"POINT (-122.300000 37.851000)"
17,,-122.300000,37.850000,,,0,"POINT (-122.300000 37.850000)"
18,,-122.298000,37.845000,,,0,"POINT (-122.298000 37.845000)"
19,,-122.300000,37.848000,,,0,"POINT (-122.300000 37.848000)"
20,,-122.305000,37.866000,,,0,"POINT (-122.305000 37.866000)"
