link_seq_id,link_id,link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,Vam_25nb_auto,Vam_25nb_walk,Vam_25nb_bike,Vam_25nb_bus,Vam_25nb_truck,Vam_25nb_cav,Vam_25nb_ev,Vam_25nb_hov,VAB_am_25nb_auto,VAB_am_25nb_walk,VAB_am_25nb_bike,VAB_am_25nb_bus,VAB_am_25nb_truck,VAB_am_25nb_cav,VAB_am_25nb_ev,VAB_am_25nb_hov,VBA_am_25nb_auto,VBA_am_25nb_walk,VBA_am_25nb_bike,VBA_am_25nb_bus,VBA_am_25nb_truck,VBA_am_25nb_cav,VBA_am_25nb_ev,VBA_am_25nb_hov,MEUVABam25nbauto,capABam25nbauto,PENABam25nbauto,DOCABam25nbauto,TTABam_25nb_auto,MEUVABam25nbwalk,capABam25nbwalk,PENABam25nbwalk,DOCABam25nbwalk,TTABam_25nb_walk,MEUVABam25nbbike,capABam25nbbike,PENABam25nbbike,DOCABam25nbbike,TTABam_25nb_bike,MEUVABam25nbbus,capABam25nbbus,PENABam25nbbus,DOCABam25nbbus,TTABam_25nb_bus,MEUVABam25nbtruck,capABam25nbtruck,PENABam25nbtruck,DOCABam25nbtruck,TTABam_25nb_truck,MEUVABam25nbcav,capABam25nbcav,PENABam25nbcav,DOCABam25nbcav,TTABam_25nb_cav,MEUVABam25nbev,capABam25nbev,PENABam25nbev,DOCABam25nbev,TTABam_25nb_ev,MEUVABam25nbhov,capABam25nbhov,PENABam25nbhov,DOCABam25nbhov,TTABam_25nb_hov,MEUVBAam25nbauto,capBAam25nbauto,PENBAam25nbauto,DOCBAam25nbauto,TTBAam_25nb_auto,MEUVBAam25nbwalk,capBAam25nbwalk,PENBAam25nbwalk,DOCBAam25nbwalk,TTBAam_25nb_walk,MEUVBAam25nbbike,capBAam25nbbike,PENBAam25nbbike,DOCBAam25nbbike,TTBAam_25nb_bike,MEUVBAam25nbbus,capBAam25nbbus,PENBAam25nbbus,DOCBAam25nbbus,TTBAam_25nb_bus,MEUVBAam25nbtruck,capBAam25nbtruck,PENBAam25nbtruck,DOCBAam25nbtruck,TTBAam_25nb_truck,MEUVBAam25nbcav,capBAam25nbcav,PENBAam25nbcav,DOCBAam25nbcav,TTBAam_25nb_cav,MEUVBAam25nbev,capBAam25nbev,PENBAam25nbev,DOCBAam25nbev,TTBAam_25nb_ev,MEUVBAam25nbhov,capBAam25nbhov,PENBAam25nbhov,DOCBAam25nbhov,TTBAam_25nb_hov,
1,1,motorway,1,2,"LINESTRING (-96.770451 43.612565, -96.711282 43.605550)",6.000000,3.729024,6.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,5940.0,25900.2,0.0,2.2934,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,2.2934,15.000,0.0,2000.0,0.0,2.2934,15.000,0.0,2000.0,0.0,2.2934,15.000,0.0,2000.0,0.0,2.2934,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,motorway,1,3,"LINESTRING (-96.770683 43.612854, -96.774567 43.572987)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,7028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,7028.0,23403.5,0.0,3.0030,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,3.0030,15.000,0.0,2000.0,0.0,3.0030,15.000,0.0,2000.0,0.0,3.0030,15.000,0.0,2000.0,0.0,3.0030,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,motorway,2,1,"LINESTRING (-96.711219 43.606076, -96.770389 43.613091)",6.000000,3.729024,6.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,4667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4667.0,25900.2,0.0,1.8019,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,1.8019,15.000,0.0,2000.0,0.0,1.8019,15.000,0.0,2000.0,0.0,1.8019,15.000,0.0,2000.0,0.0,1.8019,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,motorway,2,6,"LINESTRING (-96.711515 43.605819, -96.711909 43.587591)",5.000000,3.107520,5.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,7750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,7750.0,4958.2,0.0,9.9900,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,9.9900,15.000,0.0,2000.0,0.0,9.9900,15.000,0.0,2000.0,0.0,9.9900,15.000,0.0,2000.0,0.0,9.9900,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,motorway,3,1,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,8301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,8301.0,23403.5,0.0,3.5469,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,3.5469,15.000,0.0,2000.0,0.0,3.5469,15.000,0.0,2000.0,0.0,3.5469,15.000,0.0,2000.0,0.0,3.5469,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,motorway,3,4,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,7205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,7205.0,17110.5,0.0,4.2109,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,4.2109,15.000,0.0,2000.0,0.0,4.2109,15.000,0.0,2000.0,0.0,4.2109,15.000,0.0,2000.0,0.0,4.2109,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,motorway,3,12,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,4875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4875.0,23403.5,0.0,2.0830,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,2.0830,15.000,0.0,2000.0,0.0,2.0830,15.000,0.0,2000.0,0.0,2.0830,15.000,0.0,2000.0,0.0,2.0830,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,motorway,4,3,"LINESTRING (-96.747083 43.563904, -96.774217 43.573212)",4.000000,2.486016,4.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,8528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,8528.0,17110.5,0.0,4.9841,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,4.9841,15.000,0.0,2000.0,0.0,4.9841,15.000,0.0,2000.0,0.0,4.9841,15.000,0.0,2000.0,0.0,4.9841,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,motorway,4,5,"LINESTRING (-96.747162 43.563389, -96.731563 43.563769)",2.000000,1.243008,2.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,4622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4622.0,17782.8,0.0,2.5991,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,2.5991,15.000,0.0,2000.0,0.0,2.5991,15.000,0.0,2000.0,0.0,2.5991,15.000,0.0,2000.0,0.0,2.5991,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,motorway,4,11,"LINESTRING (-96.747433 43.563649, -96.747105 43.544126)",6.000000,3.729024,6.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,11961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,11961.0,4908.8,0.0,9.9900,15.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,1999.0,0.0,0.0000,999900.000,0.0,2000.0,0.0,9.9900,15.000,0.0,2000.0,0.0,9.9900,15.000,0.0,2000.0,0.0,9.9900,15.000,0.0,2000.0,0.0,9.9900,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
