o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
1,A1,1,A1,0,,"LINESTRING (-111.943185 33.4292798,-111.943185 33.4292798)"
1,A1,2,A2,0.482365477,1,"LINESTRING (-111.943185 33.4292798,-111.9382017 33.4296766)"
1,A1,3,A3,1.178996446,,"LINESTRING (-111.943185 33.4292798,-111.9309689 33.4290228)"
1,A1,4,A4,1.609063497,,"LINESTRING (-111.943185 33.4292798,-111.9265206 33.4286592)"
1,A1,5,A5,2.033136087,,"LINESTRING (-111.943185 33.4292798,-111.9221543 33.4279785)"
1,A1,6,B1,0.348810457,,"LINESTRING (-111.943185 33.4292798,-111.9417014 33.4259833)"
1,A1,7,B2,0.698730784,,"LINESTRING (-111.943185 33.4292798,-111.9368848 33.4257097)"
1,A1,8,B3,1.294334628,,"LINESTRING (-111.943185 33.4292798,-111.9302741 33.42564)"
1,A1,9,B4,1.738158293,,"LINESTRING (-111.943185 33.4292798,-111.9255944 33.4253977)"
1,A1,10,B5,2.001975824,,"LINESTRING (-111.943185 33.4292798,-111.9226959 33.4260126)"
1,A1,11,C1,0.636318854,,"LINESTRING (-111.943185 33.4292798,-111.9416703 33.4228614)"
1,A1,12,C2,0.862099092,,"LINESTRING (-111.943185 33.4292798,-111.9369625 33.4228683)"
1,A1,13,C3,1.313294164,,"LINESTRING (-111.943185 33.4292798,-111.9314044 33.4224631)"
1,A1,14,C4,1.870591021,,"LINESTRING (-111.943185 33.4292798,-111.9250486 33.4224314)"
1,A1,15,C5,2.272499733,,"LINESTRING (-111.943185 33.4292798,-111.9205772 33.4226792)"
1,A1,16,D1,0.939583899,,"LINESTRING (-111.943185 33.4292798,-111.9412193 33.4197426)"
1,A1,17,D2,1.111317122,,"LINESTRING (-111.943185 33.4292798,-111.9367946 33.4196978)"
1,A1,18,D3,1.414053729,,"LINESTRING (-111.943185 33.4292798,-111.9319302 33.4198939)"
1,A1,19,D4,1.920539292,,"LINESTRING (-111.943185 33.4292798,-111.9257418 33.4196932)"
1,A1,20,D5,2.279016835,,"LINESTRING (-111.943185 33.4292798,-111.9216128 33.4196619)"
1,A1,21,E1,1.184756421,,"LINESTRING (-111.943185 33.4292798,-111.9413711 33.417136)"
1,A1,22,E2,1.391581009,,"LINESTRING (-111.943185 33.4292798,-111.9365044 33.4164984)"
1,A1,23,E3,1.626246583,,"LINESTRING (-111.943185 33.4292798,-111.9320409 33.4166359)"
