service_id,date,exception_type
85,20201026,2
85,20201027,2
85,20201028,2
85,20201029,2
85,20201030,2
97,20201003,2
97,20201010,2
100,20201001,2
100,20201008,2
100,20201015,2
100,20201022,2
101,20201018,2
102,20201017,2
108,20200920,2
108,20200927,2
110,20201101,2
111,20200927,2
111,20201004,2
113,20201018,2
113,20201025,2
115,20200927,2
116,20200927,2
116,20201018,2
119,20201011,2
121,20201004,2
122,20201018,2
123,20201011,2
123,20201025,2
126,20201025,2
127,20200920,2
127,20200927,2
127,20201011,2
128,20201101,2
128,20201108,2
129,20200920,2
129,20200927,2
129,20201004,2
129,20201011,2
129,20201018,2
129,20201025,2
130,20201011,2
130,20201018,2
131,20201025,2
133,20201018,2
135,20200920,2
135,20200927,2
135,20201004,2
135,20201011,2
137,20200920,2
137,20200927,2
137,20201025,2
139,20200920,2
139,20200927,2
139,20201004,2
139,20201011,2
139,20201018,2
140,20200920,2
140,20200927,2
140,20201004,2
140,20201011,2
140,20201025,2
145,20201025,2
146,20201004,2
146,20201011,2
146,20201018,2
146,20201025,2
148,20201004,2
148,20201011,2
151,20201011,2
152,20201004,2
152,20201011,2
152,20201018,2
153,20200927,2
153,20201004,2
153,20201011,2
155,20200920,2
155,20201004,2
155,20201011,2
155,20201018,2
155,20201025,2
156,20200927,2
156,20201011,2
156,20201018,2
156,20201025,2
157,20200920,2
157,20200927,2
157,20201004,2
157,20201018,2
159,20201018,2
159,20201025,2
160,20200927,2
160,20201018,2
160,20201025,2
161,20200920,2
161,20200927,2
161,20201018,2
161,20201025,2
162,20200920,2
162,20200927,2
162,20201018,2
164,20201018,2
165,20200920,2
165,20200927,2
165,20201011,2
165,20201025,2
165,20201101,2
166,20200927,2
166,20201011,2
166,20201025,2
167,20201025,2
167,20201101,2
169,20200920,2
169,20201025,2
169,20201101,2
170,20200920,2
170,20200927,2
170,20201004,2
170,20201011,2
170,20201018,2
170,20201101,2
171,20200920,2
171,20200927,2
171,20201004,2
171,20201011,2
171,20201101,2
172,20200927,2
172,20201025,2
172,20201101,2
173,20201018,2
173,20201025,2
174,20200913,2
174,20200920,2
174,20200927,2
174,20201004,2
174,20201011,2
174,20201018,2
174,20201025,2
176,20200920,2
176,20200927,2
176,20201004,2
177,20200920,2
177,20200927,2
177,20201004,2
177,20201018,2
177,20201025,2
178,20201025,2
179,20200920,2
179,20201011,2
179,20201018,2
180,20201004,2
180,20201018,2
181,20201004,2
181,20201018,2
181,20201101,2
182,20201004,2
182,20201101,2
183,20200920,2
183,20201004,2
183,20201101,2
184,20200927,2
184,20201004,2
184,20201011,2
184,20201018,2
184,20201025,2
185,20200920,2
185,20201004,2
185,20201018,2
186,20200920,2
186,20201004,2
187,20200920,2
187,20201018,2
187,20201025,2
187,20201101,2
189,20201018,2
189,20201025,2
189,20201101,2
191,20200927,2
191,20201025,2
192,20200920,2
193,20200927,2
193,20201004,2
193,20201011,2
193,20201018,2
194,20201011,2
194,20201018,2
194,20201025,2
194,20201101,2
195,20201004,2
195,20201011,2
195,20201018,2
195,20201025,2
195,20201101,2
196,20201004,2
196,20201011,2
196,20201025,2
196,20201101,2
197,20200927,2
197,20201011,2
197,20201101,2
198,20201004,2
199,20200920,2
199,20200927,2
199,20201101,2
200,20200920,2
200,20200927,2
200,20201011,2
200,20201101,2
201,20200920,2
201,20200927,2
201,20201004,2
201,20201011,2
201,20201018,2
201,20201025,2
201,20201101,2
203,20200927,2
203,20201011,2
203,20201018,2
203,20201025,2
203,20201101,2
204,20200920,2
204,20201004,2
204,20201018,2
204,20201101,2
205,20200920,2
205,20201004,2
205,20201011,2
206,20200927,2
206,20201004,2
206,20201025,2
207,20200906,2
207,20200913,2
207,20200920,2
209,20200816,2
209,20200823,2
209,20200830,2
209,20200906,2
209,20200913,2
209,20200920,2
209,20200927,2
214,20200920,2
214,20200927,2
214,20201004,2
