link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_qdf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
1,0,0,1285,5018,-1,-1,2,,0,0.238400,21.000000,17.850000,0.681143,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.943375 40.616454,-111.938855 40.616737)"
2,1,0,1286,11125,-1,-1,2,,0,0.466000,21.000000,17.850000,1.331429,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934202 40.630776,-111.933970 40.624024)"
3,2,0,1289,4952,-1,-1,2,,0,0.242700,21.000000,17.850000,0.693429,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933868 40.616707,-111.929251 40.616674)"
4,3,0,1289,5018,-1,-1,2,,0,0.262100,21.000000,17.850000,0.748857,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933868 40.616707,-111.938855 40.616737)"
5,4,0,1289,11124,-1,-1,2,,0,0.506900,21.000000,17.850000,1.448286,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933868 40.616707,-111.931819 40.609526)"
6,5,0,1289,11125,-1,-1,2,,0,0.504700,21.000000,17.850000,1.442000,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933868 40.616707,-111.933970 40.624024)"
7,6,0,1290,4952,-1,-1,2,,0,0.251600,21.000000,17.850000,0.718857,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.924502 40.617134,-111.929251 40.616674)"
8,7,0,1296,5240,-1,-1,2,,0,0.205600,21.000000,17.850000,0.587429,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.915638 40.613722,-111.911929 40.614669)"
9,8,0,1299,4958,-1,-1,2,,0,0.198800,21.000000,17.850000,0.568000,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.908054 40.616174,-111.910232 40.618529)"
10,9,0,1299,11129,-1,-1,2,,0,0.363700,21.000000,17.850000,1.039143,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.908054 40.616174,-111.907639 40.610911)"
11,10,0,1314,11146,-1,-1,2,,0,0.275800,21.000000,17.850000,0.788000,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.944074 40.606326,-111.938858 40.605898)"
12,11,0,1316,11148,-1,-1,2,,0,0.260800,21.000000,17.850000,0.745143,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.943565 40.598006,-111.938793 40.599039)"
13,12,0,1318,11160,-1,-1,2,,0,0.238400,21.000000,17.850000,0.681143,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.943411 40.590891,-111.938878 40.590844)"
14,13,0,1319,11124,-1,-1,2,,0,0.205400,21.000000,17.850000,0.586857,10000.000000,,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934408 40.607297,-111.931819 40.609526)"
