node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
1,AAP,-0.120240,51.597920,,,1,"POINT (-0.120240 51.597920)"
2,AAT,-4.913850,57.609600,,,0,"POINT (-4.913850 57.609600)"
3,ABA,-3.443080,51.715060,,,3,"POINT (-3.443080 51.715060)"
4,ABC,-3.706280,58.388150,,,0,"POINT (-3.706280 58.388150)"
5,ABD,-2.098690,57.143700,,,5,"POINT (-2.098690 57.143700)"
6,ABE,-3.229830,51.574970,,,0,"POINT (-3.229830 51.574970)"
7,ABF,0.158460,51.130710,,,0,"POINT (0.158460 51.130710)"
8,ABH,-4.374180,52.898580,,,0,"POINT (-4.374180 52.898580)"
9,ABW,0.121390,51.491060,,,0,"POINT (0.121390 51.491060)"
10,ABY,-2.194440,53.471640,,,0,"POINT (-2.194440 53.471640)"
11,ACB,-2.603130,53.266510,,,0,"POINT (-2.603130 53.266510)"
12,ACC,-0.262970,51.508720,,,0,"POINT (-0.262970 51.508720)"
13,ACG,-1.818980,52.449320,,,0,"POINT (-1.818980 52.449320)"
14,ACH,-5.333060,57.482070,,,0,"POINT (-5.333060 57.482070)"
15,ACK,-1.651830,55.307100,,,0,"POINT (-1.651830 55.307100)"
16,ACL,1.543920,52.634680,,,0,"POINT (1.543920 52.634680)"
17,ACN,-5.072330,57.579290,,,0,"POINT (-5.072330 57.579290)"
18,ACR,-2.369550,53.752970,,,0,"POINT (-2.369550 53.752970)"
19,ACT,-0.675830,51.406240,,,19,"POINT (-0.675830 51.406240)"
20,ACY,-3.328570,51.643450,,,20,"POINT (-3.328570 51.643450)"
21,ADC,-2.133560,53.319550,,,0,"POINT (-2.133560 53.319550)"
22,ADD,-1.855940,52.483090,,,0,"POINT (-1.855940 52.483090)"
23,ADK,-2.214320,53.471550,,,0,"POINT (-2.214320 53.471550)"
24,ADL,-2.603070,53.613240,,,0,"POINT (-2.603070 53.613240)"
25,ADM,1.199090,51.241200,,,0,"POINT (1.199090 51.241200)"
26,ADN,-4.812680,55.639710,,,26,"POINT (-4.812680 55.639710)"
27,ADR,-3.982910,55.863980,,,27,"POINT (-3.982910 55.863980)"
28,ADS,-4.821110,55.639870,,,28,"POINT (-4.821110 55.639870)"
29,ADV,-1.492230,51.211550,,,29,"POINT (-1.492230 51.211550)"
30,ADW,-3.606530,55.843410,,,0,"POINT (-3.606530 55.843410)"
31,AFK,0.876200,51.143710,,,31,"POINT (0.876200 51.143710)"
32,AFS,-0.468070,51.436510,,,0,"POINT (-0.468070 51.436510)"
33,AFV,-2.993030,53.741460,,,0,"POINT (-2.993030 53.741460)"
34,AGL,-3.582620,53.294570,,,0,"POINT (-3.582620 53.294570)"
35,AGS,-4.250690,55.857300,,,0,"POINT (-4.250690 55.857300)"
36,AGT,-0.183820,50.836380,,,0,"POINT (-0.183820 50.836380)"
37,AGV,-3.009650,51.816690,,,37,"POINT (-3.009650 51.816690)"
38,AHD,-0.307570,51.317870,,,0,"POINT (-0.307570 51.317870)"
39,AHN,-2.094310,53.491270,,,0,"POINT (-2.094310 53.491270)"
40,AHS,0.152650,51.128660,,,0,"POINT (0.152650 51.128660)"
41,AHT,-0.759860,51.246420,,,41,"POINT (-0.759860 51.246420)"
42,AHV,-0.721650,51.272250,,,0,"POINT (-0.721650 51.272250)"
43,AIG,-2.927150,53.364560,,,0,"POINT (-2.927150 53.364560)"
44,AIN,-2.956280,53.473910,,,44,"POINT (-2.956280 53.473910)"
45,AIR,-3.994190,55.782830,,,0,"POINT (-3.994190 55.782830)"
46,ALB,-2.268900,52.637940,,,0,"POINT (-2.268900 52.637940)"
47,ALD,-2.236800,53.303780,,,47,"POINT (-2.236800 53.303780)"
48,ALF,-1.369700,53.100430,,,48,"POINT (-1.369700 53.100430)"
49,ALK,-0.898100,52.951550,,,0,"POINT (-0.898100 52.951550)"
50,ALM,-1.636640,55.392780,,,50,"POINT (-1.636640 55.392780)"
51,ALN,0.752480,51.647870,,,0,"POINT (0.752480 51.647870)"
52,ALO,-3.790060,56.117790,,,52,"POINT (-3.790060 56.117790)"
53,ALP,-0.733180,53.585500,,,0,"POINT (-0.733180 53.585500)"
54,ALR,0.997440,51.854000,,,0,"POINT (0.997440 51.854000)"
55,ALT,-2.346890,53.387720,,,0,"POINT (-2.346890 53.387720)"
56,ALV,-1.967660,52.346070,,,0,"POINT (-1.967660 52.346070)"
57,ALW,-1.361120,54.524620,,,0,"POINT (-1.361120 54.524620)"
58,ALX,-4.577480,55.985080,,,0,"POINT (-4.577480 55.985080)"
59,AMB,-1.480700,53.060520,,,59,"POINT (-1.480700 53.060520)"
60,AMF,-3.996730,51.795970,,,0,"POINT (-3.996730 51.795970)"
61,AML,-0.266760,51.517180,,,0,"POINT (-0.266760 51.517180)"
62,AMR,-0.607600,51.674210,,,62,"POINT (-0.607600 51.674210)"
63,AMT,-1.137420,51.401960,,,0,"POINT (-1.137420 51.401960)"
64,AMY,-0.541990,50.896680,,,0,"POINT (-0.541990 50.896680)"
65,ANC,-0.535620,52.987690,,,0,"POINT (-0.535620 52.987690)"
66,AND,-4.270980,55.859900,,,66,"POINT (-4.270980 55.859900)"
67,ANF,-1.526630,50.889850,,,0,"POINT (-1.526630 50.889850)"
68,ANG,-0.489390,50.816580,,,0,"POINT (-0.489390 50.816580)"
69,ANL,-4.321960,55.889350,,,69,"POINT (-4.321960 55.889350)"
70,ANN,-3.262580,54.983840,,,0,"POINT (-3.262580 54.983840)"
71,ANS,-3.042650,53.602030,,,0,"POINT (-3.042650 53.602030)"
72,ANZ,-0.065890,51.412150,,,0,"POINT (-0.065890 51.412150)"
73,AON,-0.966910,51.151970,,,73,"POINT (-0.966910 51.151970)"
74,APB,-2.719250,53.578670,,,0,"POINT (-2.719250 53.578670)"
75,APD,0.816340,51.033240,,,0,"POINT (0.816340 51.033240)"
76,APF,-1.242140,51.639640,,,76,"POINT (-1.242140 51.639640)"
77,APG,-0.632330,52.021240,,,0,"POINT (-0.632330 52.021240)"
78,APN,-1.711050,55.035950,,,78,"POINT (-1.711050 55.035950)"
79,APP,-2.486690,54.580350,,,0,"POINT (-2.486690 54.580350)"
80,APS,-0.462930,51.732520,,,0,"POINT (-0.462930 51.732520)"
81,APY,-1.705830,53.841750,,,0,"POINT (-1.705830 53.841750)"
82,ARB,-2.588930,56.559570,,,82,"POINT (-2.588930 56.559570)"
83,ARD,-4.362090,57.881450,,,83,"POINT (-4.362090 57.881450)"
84,ARG,-5.839080,56.912550,,,0,"POINT (-5.839080 56.912550)"
85,ARL,-0.266320,52.026030,,,0,"POINT (-0.266320 52.026030)"
86,ARM,-3.695410,55.885710,,,0,"POINT (-3.695410 55.885710)"
87,ARN,-2.828240,54.202730,,,0,"POINT (-2.828240 54.202730)"
88,ARP,-1.960960,52.352860,,,0,"POINT (-1.960960 52.352860)"
89,ARR,-0.426570,53.884340,,,0,"POINT (-0.426570 53.884340)"
90,ART,-4.722770,56.203970,,,0,"POINT (-4.722770 56.203970)"
91,ARU,-0.546170,50.848210,,,0,"POINT (-0.546170 50.848210)"
92,ASB,-4.801210,55.641420,,,92,"POINT (-4.801210 55.641420)"
93,ASC,-2.108760,51.998900,,,0,"POINT (-2.108760 51.998900)"
94,ASF,-4.249210,55.888920,,,0,"POINT (-4.249210 55.888920)"
95,ASG,-2.299060,53.093000,,,0,"POINT (-2.299060 53.093000)"
96,ASH,-0.712810,51.249600,,,96,"POINT (-0.712810 51.249600)"
97,ASK,-3.204510,54.188930,,,0,"POINT (-3.204510 54.188930)"
98,ASN,-0.484460,51.373050,,,0,"POINT (-0.484460 51.373050)"
99,ASP,-3.331870,54.758960,,,0,"POINT (-3.331870 54.758960)"
100,ASS,-4.249720,57.694390,,,0,"POINT (-4.249720 57.694390)"
101,AST,-1.871930,52.504230,,,0,"POINT (-1.871930 52.504230)"
102,ASY,-2.341460,53.355720,,,0,"POINT (-2.341460 53.355720)"
103,ATB,-1.231420,52.906210,,,0,"POINT (-1.231420 52.906210)"
104,ATH,-1.552810,52.578970,,,0,"POINT (-1.552810 52.578970)"
105,ATL,1.022350,52.514550,,,0,"POINT (1.022350 52.514550)"
106,ATN,-2.478970,53.529140,,,0,"POINT (-2.478970 53.529140)"
107,ATT,-5.455580,57.395040,,,0,"POINT (-5.455580 57.395040)"
108,AUD,0.207310,52.004440,,,108,"POINT (0.207310 52.004440)"
109,AUG,-2.895220,53.554250,,,0,"POINT (-2.895220 53.554250)"
110,AUI,-4.721660,56.301970,,,0,"POINT (-4.721660 56.301970)"
111,AUK,-4.295350,55.470270,,,111,"POINT (-4.295350 55.470270)"
112,AUR,-3.300560,56.054590,,,0,"POINT (-3.300560 56.054590)"
113,AUW,-1.564050,51.867340,,,0,"POINT (-1.564050 51.867340)"
114,AVF,-2.281330,51.339650,,,0,"POINT (-2.281330 51.339650)"
115,AVM,-3.828870,57.188510,,,0,"POINT (-3.828870 57.188510)"
116,AVN,-2.699470,51.500360,,,116,"POINT (-2.699470 51.500360)"
