node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
1,,-117.877000,33.687000,,,0,"POINT (-117.877000 33.687000)"
2,,-117.880000,33.687000,,,0,"POINT (-117.880000 33.687000)"
3,,-117.885000,33.687000,,,0,"POINT (-117.885000 33.687000)"
4,,-117.892000,33.687000,,,0,"POINT (-117.892000 33.687000)"
5,,-117.899000,33.687000,,,0,"POINT (-117.899000 33.687000)"
6,,-117.905000,33.687000,,,0,"POINT (-117.905000 33.687000)"
7,,-117.914000,33.688000,,,0,"POINT (-117.914000 33.688000)"
8,,-117.918000,33.689000,,,0,"POINT (-117.918000 33.689000)"
9,,-117.923000,33.691000,,,0,"POINT (-117.923000 33.691000)"
10,,-117.928000,33.693000,,,0,"POINT (-117.928000 33.693000)"
11,,-117.932000,33.695000,,,0,"POINT (-117.932000 33.695000)"
12,,-117.938000,33.697000,,,0,"POINT (-117.938000 33.697000)"
13,,-117.944000,33.699000,,,0,"POINT (-117.944000 33.699000)"
14,,-117.947000,33.701000,,,0,"POINT (-117.947000 33.701000)"
15,,-117.952000,33.703000,,,0,"POINT (-117.952000 33.703000)"
16,,-117.955000,33.706000,,,0,"POINT (-117.955000 33.706000)"
17,,-117.959000,33.709000,,,0,"POINT (-117.959000 33.709000)"
18,,-117.967000,33.716000,,,0,"POINT (-117.967000 33.716000)"
19,,-117.970000,33.719000,,,0,"POINT (-117.970000 33.719000)"
